date,Ulta,isPartial
2012-10-12,32,False
2012-10-13,39,False
2012-10-14,40,False
2012-10-15,29,False
2012-10-16,29,False
2012-10-17,29,False
2012-10-18,30,False
2012-10-19,32,False
2012-10-20,39,False
2012-10-21,37,False
2012-10-22,25,False
2012-10-23,27,False
2012-10-24,29,False
2012-10-25,30,False
2012-10-26,33,False
2012-10-27,41,False
2012-10-28,34,False
2012-10-29,26,False
2012-10-30,25,False
2012-10-31,24,False
2012-11-01,28,False
2012-11-02,33,False
2012-11-03,41,False
2012-11-04,39,False
2012-11-05,28,False
2012-11-06,27,False
2012-11-07,25,False
2012-11-08,29,False
2012-11-09,36,False
2012-11-10,43,False
2012-11-11,41,False
2012-11-12,39,False
2012-11-13,29,False
2012-11-14,29,False
2012-11-15,28,False
2012-11-16,34,False
2012-11-17,42,False
2012-11-18,42,False
2012-11-19,36,False
2012-11-20,36,False
2012-11-21,40,False
2012-11-22,41,False
2012-11-23,100,False
2012-11-24,58,False
2012-11-25,49,False
2012-11-26,59,False
2012-11-27,43,False
2012-11-28,35,False
2012-11-29,37,False
2012-11-30,43,False
2012-12-01,53,False
2012-12-02,48,False
2012-12-03,38,False
2012-12-04,36,False
2012-12-05,34,False
2012-12-06,38,False
2012-12-07,42,False
2012-12-08,52,False
2012-12-09,45,False
2012-12-10,42,False
2012-12-11,44,False
2012-12-12,42,False
2012-12-13,42,False
2012-12-14,44,False
2012-12-15,56,False
2012-12-16,59,False
2012-12-17,53,False
2012-12-18,48,False
2012-12-19,50,False
2012-12-20,50,False
2012-12-21,58,False
2012-12-22,69,False
2012-12-23,73,False
2012-12-24,64,False
2012-12-25,31,False
2012-12-26,50,False
2012-12-27,50,False
2012-12-28,46,False
2012-12-29,47,False
2012-12-30,51,False
2012-12-31,44,False
2013-01-01,36,False
2013-01-02,34,False
2013-01-03,33,False
2013-01-04,34,False
2013-01-05,41,False
2013-01-06,41,False
2013-01-07,29,False
2013-01-08,28,False
2013-01-09,25,False
2013-01-10,28,False
2013-01-11,30,False
2013-01-12,37,False
2013-01-13,35,False
2013-01-14,25,False
2013-01-15,24,False
2013-01-16,27,False
2013-01-17,28,False
2013-01-18,29,False
2013-01-19,39,False
2013-01-20,40,False
2013-01-21,33,False
2013-01-22,29,False
2013-01-23,30,False
2013-01-24,26,False
2013-01-25,31,False
2013-01-26,38,False
2013-01-27,43,False
2013-01-28,27,False
2013-01-29,27,False
2013-01-30,31,False
2013-01-31,30,False
2013-02-01,36,False
2013-02-02,47,False
2013-02-03,34,False
2013-02-04,28,False
2013-02-05,26,False
2013-02-06,27,False
2013-02-07,30,False
2013-02-08,29,False
2013-02-09,40,False
2013-02-10,42,False
2013-02-11,30,False
2013-02-12,30,False
2013-02-13,33,False
2013-02-14,32,False
2013-02-15,33,False
2013-02-16,45,False
2013-02-17,38,False
2013-02-18,33,False
2013-02-19,32,False
2013-02-20,29,False
2013-02-21,31,False
2013-02-22,32,False
2013-02-23,39,False
2013-02-24,37,False
2013-02-25,25,False
2013-02-26,26,False
2013-02-27,28,False
2013-02-28,28,False
2013-03-01,32,False
2013-03-02,38,False
2013-03-03,40,False
2013-03-04,26,False
2013-03-05,29,False
2013-03-06,28,False
2013-03-07,32,False
2013-03-08,36,False
2013-03-09,41,False
2013-03-10,40,False
2013-03-11,31,False
2013-03-12,29,False
2013-03-13,29,False
2013-03-14,31,False
2013-03-15,36,False
2013-03-16,39,False
2013-03-17,39,False
2013-03-18,29,False
2013-03-19,27,False
2013-03-20,30,False
2013-03-21,34,False
2013-03-22,34,False
2013-03-23,41,False
2013-03-24,41,False
2013-03-25,34,False
2013-03-26,33,False
2013-03-27,33,False
2013-03-28,36,False
2013-03-29,41,False
2013-03-30,43,False
2013-03-31,32,False
2013-04-01,34,False
2013-04-02,32,False
2013-04-03,30,False
2013-04-04,31,False
2013-04-05,38,False
2013-04-06,44,False
2013-04-07,39,False
2013-04-08,28,False
2013-04-09,28,False
2013-04-10,26,False
2013-04-11,28,False
2013-04-12,36,False
2013-04-13,43,False
2013-04-14,41,False
2013-04-15,28,False
2013-04-16,29,False
2013-04-17,32,False
2013-04-18,32,False
2013-04-19,37,False
2013-04-20,42,False
2013-04-21,43,False
2013-04-22,31,False
2013-04-23,27,False
2013-04-24,31,False
2013-04-25,29,False
2013-04-26,32,False
2013-04-27,38,False
2013-04-28,34,False
2013-04-29,28,False
2013-04-30,28,False
2013-05-01,30,False
2013-05-02,30,False
2013-05-03,31,False
2013-05-04,36,False
2013-05-05,39,False
2013-05-06,31,False
2013-05-07,30,False
2013-05-08,36,False
2013-05-09,36,False
2013-05-10,39,False
2013-05-11,46,False
2013-05-12,43,False
2013-05-13,31,False
2013-05-14,32,False
2013-05-15,30,False
2013-05-16,34,False
2013-05-17,33,False
2013-05-18,37,False
2013-05-19,37,False
2013-05-20,31,False
2013-05-21,28,False
2013-05-22,29,False
2013-05-23,31,False
2013-05-24,30,False
2013-05-25,35,False
2013-05-26,36,False
2013-05-27,29,False
2013-05-28,29,False
2013-05-29,33,False
2013-05-30,34,False
2013-05-31,36,False
2013-06-01,42,False
2013-06-02,37,False
2013-06-03,31,False
2013-06-04,33,False
2013-06-05,35,False
2013-06-06,34,False
2013-06-07,39,False
2013-06-08,43,False
2013-06-09,41,False
2013-06-10,33,False
2013-06-11,33,False
2013-06-12,31,False
2013-06-13,35,False
2013-06-14,36,False
2013-06-15,39,False
2013-06-16,36,False
2013-06-17,28,False
2013-06-18,33,False
2013-06-19,32,False
2013-06-20,33,False
2013-06-21,34,False
2013-06-22,34,False
2013-06-23,35,False
2013-06-24,31,False
2013-06-25,33,False
2013-06-26,32,False
2013-06-27,31,False
2013-06-28,32,False
2013-06-29,39,False
