date,Ulta,isPartial
2011-05-11,35,False
2011-05-12,35,False
2011-05-13,36,False
2011-05-14,40,False
2011-05-15,41,False
2011-05-16,34,False
2011-05-17,32,False
2011-05-18,34,False
2011-05-19,37,False
2011-05-20,36,False
2011-05-21,42,False
2011-05-22,35,False
2011-05-23,32,False
2011-05-24,31,False
2011-05-25,33,False
2011-05-26,33,False
2011-05-27,31,False
2011-05-28,38,False
2011-05-29,38,False
2011-05-30,33,False
2011-05-31,32,False
2011-06-01,35,False
2011-06-02,37,False
2011-06-03,40,False
2011-06-04,42,False
2011-06-05,39,False
2011-06-06,33,False
2011-06-07,32,False
2011-06-08,31,False
2011-06-09,30,False
2011-06-10,35,False
2011-06-11,37,False
2011-06-12,36,False
2011-06-13,33,False
2011-06-14,33,False
2011-06-15,30,False
2011-06-16,31,False
2011-06-17,33,False
2011-06-18,39,False
2011-06-19,36,False
2011-06-20,29,False
2011-06-21,31,False
2011-06-22,34,False
2011-06-23,34,False
2011-06-24,34,False
2011-06-25,42,False
2011-06-26,42,False
2011-06-27,36,False
2011-06-28,31,False
2011-06-29,33,False
2011-06-30,38,False
2011-07-01,40,False
2011-07-02,41,False
2011-07-03,39,False
2011-07-04,31,False
2011-07-05,35,False
2011-07-06,35,False
2011-07-07,35,False
2011-07-08,41,False
2011-07-09,44,False
2011-07-10,42,False
2011-07-11,34,False
2011-07-12,37,False
2011-07-13,34,False
2011-07-14,38,False
2011-07-15,35,False
2011-07-16,46,False
2011-07-17,42,False
2011-07-18,32,False
2011-07-19,36,False
2011-07-20,38,False
2011-07-21,36,False
2011-07-22,38,False
2011-07-23,42,False
2011-07-24,44,False
2011-07-25,40,False
2011-07-26,38,False
2011-07-27,38,False
2011-07-28,39,False
2011-07-29,42,False
2011-07-30,51,False
2011-07-31,46,False
2011-08-01,40,False
2011-08-02,39,False
2011-08-03,36,False
2011-08-04,39,False
2011-08-05,42,False
2011-08-06,42,False
2011-08-07,46,False
2011-08-08,37,False
2011-08-09,34,False
2011-08-10,33,False
2011-08-11,39,False
2011-08-12,40,False
2011-08-13,39,False
2011-08-14,41,False
2011-08-15,34,False
2011-08-16,37,False
2011-08-17,36,False
2011-08-18,33,False
2011-08-19,39,False
2011-08-20,42,False
2011-08-21,43,False
2011-08-22,33,False
2011-08-23,33,False
2011-08-24,30,False
2011-08-25,28,False
2011-08-26,30,False
2011-08-27,39,False
2011-08-28,39,False
2011-08-29,30,False
2011-08-30,33,False
2011-08-31,36,False
2011-09-01,38,False
2011-09-02,37,False
2011-09-03,50,False
2011-09-04,46,False
2011-09-05,38,False
2011-09-06,34,False
2011-09-07,30,False
2011-09-08,34,False
2011-09-09,33,False
2011-09-10,41,False
2011-09-11,39,False
2011-09-12,30,False
2011-09-13,31,False
2011-09-14,29,False
2011-09-15,33,False
2011-09-16,30,False
2011-09-17,40,False
2011-09-18,36,False
2011-09-19,32,False
2011-09-20,31,False
2011-09-21,34,False
2011-09-22,30,False
2011-09-23,34,False
2011-09-24,42,False
2011-09-25,41,False
2011-09-26,33,False
2011-09-27,30,False
2011-09-28,32,False
2011-09-29,35,False
2011-09-30,35,False
2011-10-01,45,False
2011-10-02,45,False
2011-10-03,35,False
2011-10-04,32,False
2011-10-05,30,False
2011-10-06,35,False
2011-10-07,34,False
2011-10-08,38,False
2011-10-09,42,False
2011-10-10,33,False
2011-10-11,36,False
2011-10-12,38,False
2011-10-13,32,False
2011-10-14,37,False
2011-10-15,46,False
