date,Cognizant,isPartial
2011-05-11,61,False
2011-05-12,47,False
2011-05-13,40,False
2011-05-14,40,False
2011-05-15,36,False
2011-05-16,56,False
2011-05-17,46,False
2011-05-18,46,False
2011-05-19,48,False
2011-05-20,59,False
2011-05-21,37,False
2011-05-22,32,False
2011-05-23,49,False
2011-05-24,50,False
2011-05-25,52,False
2011-05-26,51,False
2011-05-27,51,False
2011-05-28,24,False
2011-05-29,33,False
2011-05-30,44,False
2011-05-31,50,False
2011-06-01,51,False
2011-06-02,53,False
2011-06-03,60,False
2011-06-04,31,False
2011-06-05,21,False
2011-06-06,50,False
2011-06-07,43,False
2011-06-08,43,False
2011-06-09,52,False
2011-06-10,49,False
2011-06-11,37,False
2011-06-12,30,False
2011-06-13,56,False
2011-06-14,52,False
2011-06-15,49,False
2011-06-16,57,False
2011-06-17,43,False
2011-06-18,38,False
2011-06-19,36,False
2011-06-20,51,False
2011-06-21,57,False
2011-06-22,49,False
2011-06-23,69,False
2011-06-24,44,False
2011-06-25,32,False
2011-06-26,28,False
2011-06-27,54,False
2011-06-28,51,False
2011-06-29,55,False
2011-06-30,50,False
2011-07-01,47,False
2011-07-02,37,False
2011-07-03,28,False
2011-07-04,48,False
2011-07-05,51,False
2011-07-06,57,False
2011-07-07,59,False
2011-07-08,49,False
2011-07-09,36,False
2011-07-10,41,False
2011-07-11,64,False
2011-07-12,53,False
2011-07-13,55,False
2011-07-14,57,False
2011-07-15,52,False
2011-07-16,52,False
2011-07-17,38,False
2011-07-18,49,False
2011-07-19,60,False
2011-07-20,69,False
2011-07-21,61,False
2011-07-22,74,False
2011-07-23,55,False
2011-07-24,39,False
2011-07-25,60,False
2011-07-26,63,False
2011-07-27,66,False
2011-07-28,67,False
2011-07-29,61,False
2011-07-30,46,False
2011-07-31,44,False
2011-08-01,53,False
2011-08-02,81,False
2011-08-03,100,False
2011-08-04,81,False
2011-08-05,60,False
2011-08-06,43,False
2011-08-07,39,False
2011-08-08,67,False
2011-08-09,68,False
2011-08-10,64,False
2011-08-11,52,False
2011-08-12,58,False
2011-08-13,36,False
2011-08-14,46,False
2011-08-15,38,False
2011-08-16,57,False
2011-08-17,58,False
2011-08-18,64,False
2011-08-19,60,False
2011-08-20,53,False
2011-08-21,41,False
2011-08-22,56,False
2011-08-23,57,False
2011-08-24,69,False
2011-08-25,58,False
2011-08-26,56,False
2011-08-27,47,False
2011-08-28,43,False
2011-08-29,56,False
2011-08-30,57,False
2011-08-31,49,False
2011-09-01,39,False
2011-09-02,54,False
2011-09-03,30,False
2011-09-04,44,False
2011-09-05,45,False
2011-09-06,62,False
2011-09-07,59,False
2011-09-08,51,False
2011-09-09,56,False
2011-09-10,40,False
2011-09-11,50,False
2011-09-12,61,False
2011-09-13,69,False
2011-09-14,63,False
2011-09-15,48,False
2011-09-16,56,False
2011-09-17,46,False
2011-09-18,41,False
2011-09-19,66,False
2011-09-20,60,False
2011-09-21,68,False
2011-09-22,64,False
2011-09-23,54,False
2011-09-24,45,False
2011-09-25,38,False
2011-09-26,50,False
2011-09-27,67,False
2011-09-28,54,False
2011-09-29,67,False
2011-09-30,52,False
2011-10-01,45,False
2011-10-02,40,False
2011-10-03,56,False
2011-10-04,55,False
2011-10-05,46,False
2011-10-06,41,False
2011-10-07,62,False
2011-10-08,30,False
2011-10-09,31,False
2011-10-10,49,False
2011-10-11,56,False
2011-10-12,48,False
