date,Cognizant,isPartial
2012-01-26,48,False
2012-01-27,53,False
2012-01-28,32,False
2012-01-29,33,False
2012-01-30,50,False
2012-01-31,50,False
2012-02-01,55,False
2012-02-02,52,False
2012-02-03,50,False
2012-02-04,31,False
2012-02-05,39,False
2012-02-06,52,False
2012-02-07,62,False
2012-02-08,73,False
2012-02-09,80,False
2012-02-10,48,False
2012-02-11,30,False
2012-02-12,29,False
2012-02-13,62,False
2012-02-14,52,False
2012-02-15,48,False
2012-02-16,49,False
2012-02-17,58,False
2012-02-18,41,False
2012-02-19,29,False
2012-02-20,49,False
2012-02-21,60,False
2012-02-22,52,False
2012-02-23,56,False
2012-02-24,53,False
2012-02-25,38,False
2012-02-26,28,False
2012-02-27,40,False
2012-02-28,69,False
2012-02-29,49,False
2012-03-01,63,False
2012-03-02,47,False
2012-03-03,41,False
2012-03-04,39,False
2012-03-05,54,False
2012-03-06,57,False
2012-03-07,43,False
2012-03-08,54,False
2012-03-09,42,False
2012-03-10,28,False
2012-03-11,21,False
2012-03-12,50,False
2012-03-13,64,False
2012-03-14,67,False
2012-03-15,48,False
2012-03-16,51,False
2012-03-17,33,False
2012-03-18,23,False
2012-03-19,49,False
2012-03-20,53,False
2012-03-21,53,False
2012-03-22,45,False
2012-03-23,46,False
2012-03-24,34,False
2012-03-25,43,False
2012-03-26,52,False
2012-03-27,57,False
2012-03-28,56,False
2012-03-29,48,False
2012-03-30,58,False
2012-03-31,23,False
2012-04-01,40,False
2012-04-02,52,False
2012-04-03,54,False
2012-04-04,50,False
2012-04-05,56,False
2012-04-06,43,False
2012-04-07,35,False
2012-04-08,29,False
2012-04-09,45,False
2012-04-10,49,False
2012-04-11,45,False
2012-04-12,39,False
2012-04-13,44,False
2012-04-14,25,False
2012-04-15,25,False
2012-04-16,56,False
2012-04-17,68,False
2012-04-18,49,False
2012-04-19,55,False
2012-04-20,45,False
2012-04-21,41,False
2012-04-22,29,False
2012-04-23,51,False
2012-04-24,55,False
2012-04-25,52,False
2012-04-26,49,False
2012-04-27,46,False
2012-04-28,36,False
2012-04-29,28,False
2012-04-30,59,False
2012-05-01,53,False
2012-05-02,63,False
2012-05-03,48,False
2012-05-04,52,False
2012-05-05,32,False
2012-05-06,22,False
2012-05-07,73,False
2012-05-08,73,False
2012-05-09,83,False
2012-05-10,68,False
2012-05-11,58,False
2012-05-12,44,False
2012-05-13,33,False
2012-05-14,50,False
2012-05-15,50,False
2012-05-16,63,False
2012-05-17,50,False
2012-05-18,64,False
2012-05-19,33,False
2012-05-20,40,False
2012-05-21,67,False
2012-05-22,54,False
2012-05-23,50,False
2012-05-24,50,False
2012-05-25,45,False
2012-05-26,36,False
2012-05-27,31,False
2012-05-28,35,False
2012-05-29,56,False
2012-05-30,54,False
2012-05-31,50,False
2012-06-01,53,False
2012-06-02,24,False
2012-06-03,19,False
2012-06-04,47,False
2012-06-05,62,False
2012-06-06,51,False
2012-06-07,73,False
2012-06-08,55,False
2012-06-09,28,False
2012-06-10,26,False
2012-06-11,53,False
2012-06-12,56,False
2012-06-13,58,False
2012-06-14,43,False
2012-06-15,45,False
2012-06-16,40,False
2012-06-17,36,False
2012-06-18,56,False
2012-06-19,59,False
2012-06-20,73,False
2012-06-21,53,False
2012-06-22,39,False
2012-06-23,34,False
2012-06-24,35,False
2012-06-25,47,False
2012-06-26,64,False
2012-06-27,64,False
2012-06-28,43,False
2012-06-29,48,False
2012-06-30,42,False
2012-07-01,35,False
2012-07-02,50,False
2012-07-03,55,False
2012-07-04,44,False
2012-07-05,55,False
2012-07-06,54,False
2012-07-07,29,False
2012-07-08,33,False
2012-07-09,51,False
2012-07-10,53,False
2012-07-11,51,False
2012-07-12,66,False
2012-07-13,54,False
2012-07-14,31,False
2012-07-15,30,False
2012-07-16,44,False
2012-07-17,55,False
2012-07-18,52,False
2012-07-19,47,False
2012-07-20,52,False
2012-07-21,40,False
2012-07-22,32,False
2012-07-23,61,False
2012-07-24,53,False
2012-07-25,54,False
2012-07-26,47,False
2012-07-27,52,False
2012-07-28,29,False
2012-07-29,32,False
2012-07-30,48,False
2012-07-31,47,False
2012-08-01,41,False
2012-08-02,41,False
2012-08-03,61,False
2012-08-04,33,False
2012-08-05,34,False
2012-08-06,82,False
2012-08-07,100,False
2012-08-08,80,False
2012-08-09,50,False
2012-08-10,49,False
2012-08-11,32,False
2012-08-12,26,False
2012-08-13,58,False
2012-08-14,46,False
2012-08-15,44,False
2012-08-16,49,False
2012-08-17,49,False
2012-08-18,40,False
2012-08-19,37,False
2012-08-20,60,False
2012-08-21,52,False
2012-08-22,50,False
2012-08-23,53,False
2012-08-24,51,False
2012-08-25,42,False
2012-08-26,30,False
2012-08-27,56,False
2012-08-28,48,False
2012-08-29,49,False
2012-08-30,62,False
2012-08-31,64,False
2012-09-01,44,False
2012-09-02,45,False
2012-09-03,53,False
2012-09-04,66,False
2012-09-05,54,False
2012-09-06,62,False
2012-09-07,65,False
2012-09-08,41,False
2012-09-09,37,False
2012-09-10,51,False
2012-09-11,58,False
2012-09-12,75,False
2012-09-13,50,False
2012-09-14,67,False
2012-09-15,44,False
2012-09-16,50,False
2012-09-17,52,False
2012-09-18,55,False
2012-09-19,39,False
2012-09-20,46,False
2012-09-21,45,False
2012-09-22,32,False
2012-09-23,29,False
2012-09-24,64,False
2012-09-25,54,False
2012-09-26,51,False
2012-09-27,56,False
2012-09-28,56,False
2012-09-29,45,False
2012-09-30,33,False
2012-10-01,64,False
2012-10-02,36,False
2012-10-03,68,False
2012-10-04,51,False
2012-10-05,57,False
2012-10-06,60,False
2012-10-07,25,False
2012-10-08,52,False
2012-10-09,54,False
2012-10-10,58,False
2012-10-11,62,False
2012-10-12,48,False
