date,Cognizant,isPartial
2017-05-29,46,False
2017-05-30,62,False
2017-05-31,69,False
2017-06-01,63,False
2017-06-02,65,False
2017-06-03,38,False
2017-06-04,32,False
2017-06-05,60,False
2017-06-06,74,False
2017-06-07,54,False
2017-06-08,59,False
2017-06-09,67,False
2017-06-10,46,False
2017-06-11,35,False
2017-06-12,59,False
2017-06-13,65,False
2017-06-14,74,False
2017-06-15,69,False
2017-06-16,82,False
2017-06-17,42,False
2017-06-18,34,False
2017-06-19,67,False
2017-06-20,69,False
2017-06-21,64,False
2017-06-22,61,False
2017-06-23,63,False
2017-06-24,44,False
2017-06-25,35,False
2017-06-26,48,False
2017-06-27,68,False
2017-06-28,76,False
2017-06-29,62,False
2017-06-30,54,False
2017-07-01,30,False
2017-07-02,23,False
2017-07-03,71,False
2017-07-04,52,False
2017-07-05,67,False
2017-07-06,57,False
2017-07-07,68,False
2017-07-08,34,False
2017-07-09,33,False
2017-07-10,67,False
2017-07-11,62,False
2017-07-12,51,False
2017-07-13,66,False
2017-07-14,68,False
2017-07-15,46,False
2017-07-16,33,False
2017-07-17,67,False
2017-07-18,76,False
2017-07-19,70,False
2017-07-20,53,False
2017-07-21,66,False
2017-07-22,36,False
2017-07-23,32,False
2017-07-24,65,False
2017-07-25,70,False
2017-07-26,62,False
2017-07-27,62,False
2017-07-28,60,False
2017-07-29,38,False
2017-07-30,36,False
2017-07-31,61,False
2017-08-01,70,False
2017-08-02,62,False
2017-08-03,80,False
2017-08-04,83,False
2017-08-05,47,False
2017-08-06,41,False
2017-08-07,73,False
2017-08-08,77,False
2017-08-09,75,False
2017-08-10,84,False
2017-08-11,65,False
2017-08-12,30,False
2017-08-13,24,False
2017-08-14,54,False
2017-08-15,56,False
2017-08-16,61,False
2017-08-17,63,False
2017-08-18,77,False
2017-08-19,41,False
2017-08-20,34,False
2017-08-21,63,False
2017-08-22,67,False
2017-08-23,60,False
2017-08-24,66,False
2017-08-25,51,False
2017-08-26,36,False
2017-08-27,31,False
2017-08-28,54,False
2017-08-29,71,False
2017-08-30,71,False
2017-08-31,58,False
2017-09-01,78,False
2017-09-02,40,False
2017-09-03,30,False
2017-09-04,58,False
2017-09-05,68,False
2017-09-06,67,False
2017-09-07,71,False
2017-09-08,50,False
2017-09-09,46,False
2017-09-10,37,False
2017-09-11,72,False
2017-09-12,81,False
2017-09-13,69,False
2017-09-14,72,False
2017-09-15,66,False
