date,Cognizant,isPartial
2011-01-01,40,False
2011-01-02,29,False
2011-01-03,57,False
2011-01-04,72,False
2011-01-05,69,False
2011-01-06,71,False
2011-01-07,72,False
2011-01-08,41,False
2011-01-09,45,False
2011-01-10,51,False
2011-01-11,60,False
2011-01-12,55,False
2011-01-13,66,False
2011-01-14,33,False
2011-01-15,47,False
2011-01-16,47,False
2011-01-17,59,False
2011-01-18,54,False
2011-01-19,85,False
2011-01-20,77,False
2011-01-21,57,False
2011-01-22,39,False
2011-01-23,43,False
2011-01-24,72,False
2011-01-25,71,False
2011-01-26,56,False
2011-01-27,70,False
2011-01-28,63,False
2011-01-29,47,False
2011-01-30,44,False
2011-01-31,72,False
2011-02-01,85,False
2011-02-02,83,False
2011-02-03,75,False
2011-02-04,79,False
2011-02-05,62,False
2011-02-06,40,False
2011-02-07,80,False
2011-02-08,88,False
2011-02-09,83,False
2011-02-10,96,False
2011-02-11,65,False
2011-02-12,52,False
2011-02-13,67,False
2011-02-14,84,False
2011-02-15,69,False
2011-02-16,74,False
2011-02-17,72,False
2011-02-18,75,False
2011-02-19,43,False
2011-02-20,50,False
2011-02-21,65,False
2011-02-22,64,False
2011-02-23,53,False
2011-02-24,52,False
2011-02-25,65,False
2011-02-26,45,False
2011-02-27,52,False
2011-02-28,86,False
2011-03-01,69,False
2011-03-02,46,False
2011-03-03,67,False
2011-03-04,60,False
2011-03-05,39,False
2011-03-06,54,False
2011-03-07,84,False
2011-03-08,81,False
2011-03-09,67,False
2011-03-10,63,False
2011-03-11,49,False
2011-03-12,29,False
2011-03-13,24,False
2011-03-14,51,False
2011-03-15,61,False
2011-03-16,65,False
2011-03-17,69,False
2011-03-18,52,False
2011-03-19,27,False
2011-03-20,30,False
2011-03-21,59,False
2011-03-22,57,False
2011-03-23,57,False
2011-03-24,51,False
2011-03-25,49,False
2011-03-26,33,False
2011-03-27,31,False
2011-03-28,66,False
2011-03-29,48,False
2011-03-30,45,False
2011-03-31,53,False
2011-04-01,49,False
2011-04-02,14,False
2011-04-03,28,False
2011-04-04,51,False
2011-04-05,51,False
2011-04-06,36,False
2011-04-07,52,False
2011-04-08,45,False
2011-04-09,42,False
2011-04-10,25,False
2011-04-11,51,False
2011-04-12,50,False
2011-04-13,41,False
2011-04-14,50,False
2011-04-15,53,False
2011-04-16,27,False
2011-04-17,28,False
2011-04-18,57,False
2011-04-19,60,False
2011-04-20,58,False
2011-04-21,59,False
2011-04-22,42,False
2011-04-23,46,False
2011-04-24,37,False
2011-04-25,49,False
2011-04-26,47,False
2011-04-27,64,False
2011-04-28,60,False
2011-04-29,56,False
2011-04-30,41,False
2011-05-01,35,False
2011-05-02,57,False
2011-05-03,73,False
2011-05-04,90,False
2011-05-05,61,False
2011-05-06,55,False
2011-05-07,44,False
2011-05-08,32,False
2011-05-09,44,False
2011-05-10,57,False
2011-05-11,52,False
2011-05-12,67,False
2011-05-13,55,False
2011-05-14,35,False
2011-05-15,35,False
2011-05-16,59,False
2011-05-17,58,False
2011-05-18,46,False
2011-05-19,58,False
2011-05-20,47,False
2011-05-21,37,False
2011-05-22,32,False
2011-05-23,49,False
2011-05-24,48,False
2011-05-25,40,False
2011-05-26,64,False
2011-05-27,70,False
2011-05-28,29,False
2011-05-29,23,False
2011-05-30,47,False
2011-05-31,55,False
2011-06-01,66,False
2011-06-02,46,False
2011-06-03,67,False
2011-06-04,39,False
2011-06-05,34,False
2011-06-06,56,False
2011-06-07,54,False
2011-06-08,50,False
2011-06-09,63,False
2011-06-10,51,False
2011-06-11,38,False
2011-06-12,32,False
2011-06-13,60,False
2011-06-14,56,False
2011-06-15,50,False
2011-06-16,61,False
2011-06-17,43,False
2011-06-18,44,False
2011-06-19,31,False
2011-06-20,39,False
2011-06-21,65,False
2011-06-22,58,False
2011-06-23,71,False
2011-06-24,45,False
2011-06-25,35,False
2011-06-26,28,False
2011-06-27,59,False
2011-06-28,51,False
2011-06-29,62,False
2011-06-30,64,False
2011-07-01,61,False
2011-07-02,40,False
2011-07-03,26,False
2011-07-04,40,False
2011-07-05,58,False
2011-07-06,55,False
2011-07-07,54,False
2011-07-08,56,False
2011-07-09,35,False
2011-07-10,54,False
2011-07-11,65,False
2011-07-12,49,False
2011-07-13,59,False
2011-07-14,47,False
2011-07-15,66,False
2011-07-16,48,False
2011-07-17,33,False
2011-07-18,55,False
2011-07-19,66,False
2011-07-20,68,False
2011-07-21,61,False
2011-07-22,87,False
2011-07-23,54,False
2011-07-24,52,False
2011-07-25,70,False
2011-07-26,75,False
2011-07-27,72,False
2011-07-28,82,False
2011-07-29,67,False
2011-07-30,58,False
2011-07-31,43,False
2011-08-01,58,False
2011-08-02,86,False
2011-08-03,100,False
2011-08-04,74,False
2011-08-05,71,False
2011-08-06,58,False
2011-08-07,39,False
2011-08-08,65,False
2011-08-09,70,False
2011-08-10,62,False
2011-08-11,56,False
2011-08-12,51,False
2011-08-13,41,False
2011-08-14,36,False
2011-08-15,43,False
2011-08-16,52,False
2011-08-17,57,False
2011-08-18,65,False
2011-08-19,62,False
2011-08-20,59,False
2011-08-21,47,False
2011-08-22,66,False
2011-08-23,72,False
2011-08-24,74,False
2011-08-25,65,False
2011-08-26,67,False
2011-08-27,42,False
2011-08-28,46,False
2011-08-29,54,False
2011-08-30,51,False
2011-08-31,42,False
2011-09-01,40,False
2011-09-02,62,False
2011-09-03,58,False
2011-09-04,48,False
2011-09-05,51,False
2011-09-06,72,False
2011-09-07,63,False
2011-09-08,51,False
2011-09-09,54,False
2011-09-10,41,False
2011-09-11,43,False
2011-09-12,69,False
2011-09-13,67,False
2011-09-14,76,False
2011-09-15,71,False
2011-09-16,77,False
2011-09-17,42,False
2011-09-18,47,False
