date,Cognizant,isPartial
2016-05-04,51,False
2016-05-05,53,False
2016-05-06,60,False
2016-05-07,31,False
2016-05-08,22,False
2016-05-09,41,False
2016-05-10,45,False
2016-05-11,47,False
2016-05-12,44,False
2016-05-13,43,False
2016-05-14,22,False
2016-05-15,25,False
2016-05-16,36,False
2016-05-17,43,False
2016-05-18,41,False
2016-05-19,43,False
2016-05-20,40,False
2016-05-21,28,False
2016-05-22,17,False
2016-05-23,39,False
2016-05-24,43,False
2016-05-25,44,False
2016-05-26,43,False
2016-05-27,42,False
2016-05-28,29,False
2016-05-29,26,False
2016-05-30,36,False
2016-05-31,41,False
2016-06-01,47,False
2016-06-02,45,False
2016-06-03,39,False
2016-06-04,27,False
2016-06-05,22,False
2016-06-06,46,False
2016-06-07,48,False
2016-06-08,47,False
2016-06-09,50,False
2016-06-10,50,False
2016-06-11,25,False
2016-06-12,24,False
2016-06-13,43,False
2016-06-14,49,False
2016-06-15,43,False
2016-06-16,50,False
2016-06-17,42,False
2016-06-18,29,False
2016-06-19,24,False
2016-06-20,44,False
2016-06-21,48,False
2016-06-22,51,False
2016-06-23,46,False
2016-06-24,49,False
2016-06-25,29,False
2016-06-26,27,False
2016-06-27,50,False
2016-06-28,48,False
2016-06-29,49,False
2016-06-30,56,False
2016-07-01,43,False
2016-07-02,28,False
2016-07-03,30,False
2016-07-04,36,False
2016-07-05,45,False
2016-07-06,43,False
2016-07-07,41,False
2016-07-08,48,False
2016-07-09,27,False
2016-07-10,24,False
2016-07-11,49,False
2016-07-12,51,False
2016-07-13,44,False
2016-07-14,53,False
2016-07-15,54,False
2016-07-16,33,False
2016-07-17,25,False
2016-07-18,48,False
2016-07-19,49,False
2016-07-20,52,False
2016-07-21,56,False
2016-07-22,47,False
2016-07-23,22,False
2016-07-24,20,False
2016-07-25,53,False
2016-07-26,55,False
2016-07-27,50,False
2016-07-28,48,False
2016-07-29,43,False
2016-07-30,33,False
2016-07-31,29,False
2016-08-01,48,False
2016-08-02,49,False
2016-08-03,51,False
2016-08-04,52,False
2016-08-05,62,False
2016-08-06,30,False
2016-08-07,26,False
2016-08-08,43,False
2016-08-09,51,False
2016-08-10,44,False
2016-08-11,50,False
2016-08-12,37,False
2016-08-13,25,False
2016-08-14,22,False
2016-08-15,34,False
2016-08-16,42,False
2016-08-17,43,False
2016-08-18,43,False
2016-08-19,39,False
2016-08-20,23,False
2016-08-21,25,False
2016-08-22,46,False
2016-08-23,49,False
2016-08-24,44,False
