date,BioMarin,isPartial
2013-02-19,21,False
2013-02-20,18,False
2013-02-21,22,False
2013-02-22,29,False
2013-02-23,11,False
2013-02-24,29,False
2013-02-25,18,False
2013-02-26,15,False
2013-02-27,15,False
2013-02-28,28,False
2013-03-01,38,False
2013-03-02,15,False
2013-03-03,7,False
2013-03-04,24,False
2013-03-05,21,False
2013-03-06,27,False
2013-03-07,34,False
2013-03-08,22,False
2013-03-09,7,False
2013-03-10,14,False
2013-03-11,24,False
2013-03-12,27,False
2013-03-13,24,False
2013-03-14,15,False
2013-03-15,16,False
2013-03-16,14,False
2013-03-17,0,False
2013-03-18,24,False
2013-03-19,18,False
2013-03-20,33,False
2013-03-21,15,False
2013-03-22,9,False
2013-03-23,7,False
2013-03-24,0,False
2013-03-25,18,False
2013-03-26,52,False
2013-03-27,19,False
2013-03-28,29,False
2013-03-29,14,False
2013-03-30,7,False
2013-03-31,8,False
2013-04-01,22,False
2013-04-02,45,False
2013-04-03,18,False
2013-04-04,27,False
2013-04-05,28,False
2013-04-06,14,False
2013-04-07,28,False
2013-04-08,27,False
2013-04-09,30,False
2013-04-10,12,False
2013-04-11,37,False
2013-04-12,9,False
2013-04-13,7,False
2013-04-14,7,False
2013-04-15,15,False
2013-04-16,27,False
2013-04-17,21,False
2013-04-18,15,False
2013-04-19,32,False
2013-04-20,7,False
2013-04-21,7,False
2013-04-22,27,False
2013-04-23,33,False
2013-04-24,18,False
2013-04-25,28,False
2013-04-26,32,False
2013-04-27,7,False
2013-04-28,7,False
2013-04-29,30,False
2013-04-30,21,False
2013-05-01,26,False
2013-05-02,25,False
2013-05-03,26,False
2013-05-04,11,False
2013-05-05,0,False
2013-05-06,22,False
2013-05-07,21,False
2013-05-08,18,False
2013-05-09,19,False
2013-05-10,29,False
2013-05-11,15,False
2013-05-12,14,False
2013-05-13,30,False
2013-05-14,18,False
2013-05-15,36,False
2013-05-16,30,False
2013-05-17,19,False
2013-05-18,11,False
2013-05-19,7,False
2013-05-20,12,False
2013-05-21,29,False
2013-05-22,24,False
2013-05-23,36,False
2013-05-24,25,False
2013-05-25,7,False
2013-05-26,18,False
2013-05-27,15,False
2013-05-28,12,False
2013-05-29,12,False
2013-05-30,18,False
2013-05-31,22,False
2013-06-01,18,False
2013-06-02,22,False
2013-06-03,38,False
2013-06-04,29,False
2013-06-05,33,False
2013-06-06,24,False
2013-06-07,22,False
2013-06-08,7,False
2013-06-09,14,False
2013-06-10,29,False
2013-06-11,26,False
2013-06-12,9,False
2013-06-13,24,False
2013-06-14,25,False
2013-06-15,7,False
2013-06-16,15,False
2013-06-17,12,False
2013-06-18,21,False
2013-06-19,12,False
2013-06-20,33,False
2013-06-21,19,False
2013-06-22,15,False
2013-06-23,7,False
2013-06-24,27,False
2013-06-25,27,False
2013-06-26,15,False
2013-06-27,6,False
2013-06-28,19,False
2013-06-29,7,False
2013-06-30,0,False
2013-07-01,24,False
2013-07-02,15,False
2013-07-03,12,False
2013-07-04,26,False
2013-07-05,7,False
2013-07-06,0,False
2013-07-07,15,False
2013-07-08,9,False
2013-07-09,15,False
2013-07-10,12,False
2013-07-11,34,False
2013-07-12,19,False
2013-07-13,19,False
2013-07-14,15,False
2013-07-15,12,False
2013-07-16,36,False
2013-07-17,28,False
2013-07-18,12,False
2013-07-19,16,False
2013-07-20,11,False
2013-07-21,11,False
2013-07-22,15,False
2013-07-23,15,False
2013-07-24,34,False
2013-07-25,56,False
2013-07-26,22,False
2013-07-27,8,False
2013-07-28,7,False
2013-07-29,18,False
2013-07-30,30,False
2013-07-31,21,False
2013-08-01,37,False
2013-08-02,13,False
2013-08-03,7,False
2013-08-04,7,False
2013-08-05,31,False
2013-08-06,18,False
2013-08-07,31,False
2013-08-08,13,False
2013-08-09,13,False
2013-08-10,26,False
2013-08-11,7,False
2013-08-12,18,False
2013-08-13,21,False
2013-08-14,22,False
2013-08-15,26,False
2013-08-16,29,False
2013-08-17,18,False
2013-08-18,11,False
2013-08-19,33,False
2013-08-20,27,False
2013-08-21,24,False
2013-08-22,21,False
2013-08-23,28,False
2013-08-24,7,False
2013-08-25,14,False
2013-08-26,32,False
2013-08-27,23,False
2013-08-28,41,False
2013-08-29,39,False
2013-08-30,18,False
2013-08-31,18,False
2013-09-01,14,False
2013-09-02,18,False
2013-09-03,37,False
2013-09-04,53,False
2013-09-05,21,False
2013-09-06,34,False
2013-09-07,18,False
2013-09-08,17,False
2013-09-09,20,False
2013-09-10,48,False
2013-09-11,72,False
2013-09-12,40,False
2013-09-13,69,False
2013-09-14,14,False
2013-09-15,10,False
2013-09-16,43,False
2013-09-17,90,False
2013-09-18,100,False
2013-09-19,87,False
2013-09-20,55,False
2013-09-21,21,False
2013-09-22,20,False
2013-09-23,29,False
2013-09-24,57,False
2013-09-25,38,False
2013-09-26,47,False
2013-09-27,27,False
2013-09-28,34,False
2013-09-29,40,False
2013-09-30,34,False
2013-10-01,42,False
2013-10-02,37,False
2013-10-03,69,False
2013-10-04,42,False
2013-10-05,20,False
2013-10-06,10,False
2013-10-07,31,False
2013-10-08,51,False
2013-10-09,23,False
2013-10-10,35,False
2013-10-11,21,False
2013-10-12,10,False
2013-10-13,10,False
2013-10-14,29,False
2013-10-15,34,False
2013-10-16,17,False
2013-10-17,32,False
2013-10-18,21,False
2013-10-19,10,False
2013-10-20,23,False
2013-10-21,19,False
2013-10-22,33,False
2013-10-23,28,False
2013-10-24,62,False
2013-10-25,41,False
2013-10-26,14,False
2013-10-27,10,False
2013-10-28,22,False
2013-10-29,17,False
2013-10-30,23,False
2013-10-31,23,False
2013-11-01,12,False
2013-11-02,10,False
2013-11-03,10,False
2013-11-04,39,False
2013-11-05,25,False
2013-11-06,33,False
