date,BioMarin,isPartial
2012-10-12,25,False
2012-10-13,18,False
2012-10-14,7,False
2012-10-15,29,False
2012-10-16,23,False
2012-10-17,29,False
2012-10-18,23,False
2012-10-19,21,False
2012-10-20,14,False
2012-10-21,10,False
2012-10-22,12,False
2012-10-23,14,False
2012-10-24,9,False
2012-10-25,18,False
2012-10-26,22,False
2012-10-27,14,False
2012-10-28,7,False
2012-10-29,23,False
2012-10-30,17,False
2012-10-31,30,False
2012-11-01,18,False
2012-11-02,9,False
2012-11-03,10,False
2012-11-04,7,False
2012-11-05,100,False
2012-11-06,37,False
2012-11-07,31,False
2012-11-08,17,False
2012-11-09,27,False
2012-11-10,10,False
2012-11-11,10,False
2012-11-12,14,False
2012-11-13,23,False
2012-11-14,35,False
2012-11-15,29,False
2012-11-16,12,False
2012-11-17,10,False
2012-11-18,0,False
2012-11-19,23,False
2012-11-20,11,False
2012-11-21,23,False
2012-11-22,9,False
2012-11-23,15,False
2012-11-24,14,False
2012-11-25,7,False
2012-11-26,17,False
2012-11-27,17,False
2012-11-28,0,False
2012-11-29,28,False
2012-11-30,21,False
2012-12-01,7,False
2012-12-02,10,False
2012-12-03,22,False
2012-12-04,27,False
2012-12-05,23,False
2012-12-06,23,False
2012-12-07,24,False
2012-12-08,10,False
2012-12-09,7,False
2012-12-10,14,False
2012-12-11,22,False
2012-12-12,11,False
2012-12-13,14,False
2012-12-14,12,False
2012-12-15,7,False
2012-12-16,7,False
2012-12-17,11,False
2012-12-18,9,False
2012-12-19,12,False
2012-12-20,24,False
2012-12-21,6,False
2012-12-22,7,False
2012-12-23,0,False
2012-12-24,14,False
2012-12-25,0,False
2012-12-26,0,False
2012-12-27,9,False
2012-12-28,25,False
2012-12-29,7,False
2012-12-30,7,False
2012-12-31,7,False
2013-01-01,7,False
2013-01-02,9,False
2013-01-03,9,False
2013-01-04,32,False
2013-01-05,6,False
2013-01-06,13,False
2013-01-07,22,False
2013-01-08,27,False
2013-01-09,16,False
2013-01-10,24,False
2013-01-11,20,False
2013-01-12,6,False
2013-01-13,6,False
2013-01-14,16,False
2013-01-15,40,False
2013-01-16,27,False
2013-01-17,19,False
2013-01-18,22,False
2013-01-19,13,False
2013-01-20,6,False
2013-01-21,19,False
2013-01-22,8,False
2013-01-23,16,False
2013-01-24,24,False
2013-01-25,19,False
2013-01-26,10,False
2013-01-27,9,False
2013-01-28,18,False
2013-01-29,13,False
2013-01-30,34,False
2013-01-31,16,False
2013-02-01,25,False
2013-02-02,6,False
2013-02-03,9,False
2013-02-04,21,False
2013-02-05,32,False
2013-02-06,21,False
2013-02-07,14,False
2013-02-08,11,False
2013-02-09,16,False
2013-02-10,6,False
2013-02-11,24,False
2013-02-12,14,False
2013-02-13,32,False
2013-02-14,19,False
2013-02-15,11,False
2013-02-16,13,False
2013-02-17,6,False
2013-02-18,11,False
2013-02-19,31,False
2013-02-20,32,False
2013-02-21,27,False
2013-02-22,28,False
2013-02-23,9,False
2013-02-24,18,False
2013-02-25,21,False
2013-02-26,21,False
2013-02-27,16,False
2013-02-28,19,False
2013-03-01,27,False
2013-03-02,9,False
2013-03-03,9,False
2013-03-04,18,False
2013-03-05,21,False
2013-03-06,23,False
2013-03-07,19,False
2013-03-08,14,False
2013-03-09,12,False
2013-03-10,12,False
2013-03-11,31,False
2013-03-12,25,False
2013-03-13,30,False
2013-03-14,21,False
2013-03-15,22,False
2013-03-16,6,False
2013-03-17,0,False
2013-03-18,20,False
2013-03-19,15,False
2013-03-20,26,False
2013-03-21,18,False
