date,BioMarin,isPartial
2011-09-18,0,False
2011-09-19,17,False
2011-09-20,85,False
2011-09-21,68,False
2011-09-22,35,False
2011-09-23,0,False
2011-09-24,0,False
2011-09-25,0,False
2011-09-26,17,False
2011-09-27,68,False
2011-09-28,34,False
2011-09-29,35,False
2011-09-30,36,False
2011-10-01,21,False
2011-10-02,0,False
2011-10-03,17,False
2011-10-04,17,False
2011-10-05,67,False
2011-10-06,35,False
2011-10-07,53,False
2011-10-08,0,False
2011-10-09,61,False
2011-10-10,17,False
2011-10-11,32,False
2011-10-12,49,False
2011-10-13,34,False
2011-10-14,87,False
2011-10-15,21,False
2011-10-16,0,False
2011-10-17,33,False
2011-10-18,0,False
2011-10-19,33,False
2011-10-20,17,False
2011-10-21,53,False
2011-10-22,21,False
2011-10-23,0,False
2011-10-24,49,False
2011-10-25,16,False
2011-10-26,84,False
2011-10-27,67,False
2011-10-28,0,False
2011-10-29,21,False
2011-10-30,20,False
2011-10-31,17,False
2011-11-01,35,False
2011-11-02,17,False
2011-11-03,17,False
2011-11-04,17,False
2011-11-05,0,False
2011-11-06,20,False
2011-11-07,0,False
2011-11-08,49,False
2011-11-09,17,False
2011-11-10,100,False
2011-11-11,35,False
2011-11-12,0,False
2011-11-13,0,False
2011-11-14,49,False
2011-11-15,32,False
2011-11-16,33,False
2011-11-17,0,False
2011-11-18,17,False
2011-11-19,20,False
2011-11-20,0,False
2011-11-21,16,False
2011-11-22,32,False
2011-11-23,50,False
2011-11-24,17,False
2011-11-25,36,False
2011-11-26,20,False
2011-11-27,20,False
2011-11-28,79,False
2011-11-29,64,False
2011-11-30,16,False
2011-12-01,32,False
2011-12-02,17,False
2011-12-03,0,False
2011-12-04,58,False
2011-12-05,32,False
2011-12-06,32,False
2011-12-07,33,False
2011-12-08,100,False
2011-12-09,51,False
2011-12-10,39,False
2011-12-11,0,False
2011-12-12,16,False
2011-12-13,16,False
2011-12-14,81,False
2011-12-15,33,False
2011-12-16,34,False
2011-12-17,0,False
2011-12-18,0,False
2011-12-19,33,False
2011-12-20,51,False
2011-12-21,0,False
2011-12-22,0,False
2011-12-23,19,False
2011-12-24,22,False
2011-12-25,0,False
2011-12-26,0,False
2011-12-27,35,False
2011-12-28,17,False
2011-12-29,53,False
2011-12-30,18,False
2011-12-31,0,False
2012-01-01,22,False
2012-01-02,34,False
2012-01-03,32,False
2012-01-04,16,False
2012-01-05,33,False
2012-01-06,33,False
2012-01-07,57,False
2012-01-08,18,False
2012-01-09,47,False
2012-01-10,77,False
2012-01-11,46,False
2012-01-12,16,False
2012-01-13,48,False
2012-01-14,37,False
2012-01-15,0,False
2012-01-16,60,False
2012-01-17,15,False
2012-01-18,61,False
2012-01-19,31,False
2012-01-20,32,False
2012-01-21,19,False
2012-01-22,18,False
2012-01-23,30,False
2012-01-24,91,False
2012-01-25,31,False
2012-01-26,16,False
2012-01-27,48,False
2012-01-28,55,False
2012-01-29,18,False
2012-01-30,15,False
2012-01-31,60,False
2012-02-01,30,False
2012-02-02,60,False
2012-02-03,0,False
2012-02-04,18,False
2012-02-05,36,False
2012-02-06,30,False
2012-02-07,30,False
2012-02-08,30,False
2012-02-09,45,False
2012-02-10,63,False
2012-02-11,55,False
2012-02-12,52,False
2012-02-13,0,False
2012-02-14,30,False
2012-02-15,61,False
2012-02-16,77,False
2012-02-17,48,False
2012-02-18,37,False
2012-02-19,0,False
2012-02-20,31,False
2012-02-21,46,False
2012-02-22,60,False
2012-02-23,30,False
2012-02-24,63,False
2012-02-25,18,False
2012-02-26,0,False
2012-02-27,45,False
2012-02-28,0,False
2012-02-29,30,False
2012-03-01,16,False
2012-03-02,33,False
2012-03-03,19,False
2012-03-04,37,False
2012-03-05,61,False
2012-03-06,60,False
2012-03-07,59,False
2012-03-08,61,False
2012-03-09,63,False
2012-03-10,36,False
2012-03-11,0,False
2012-03-12,44,False
2012-03-13,0,False
2012-03-14,15,False
2012-03-15,45,False
2012-03-16,80,False
2012-03-17,0,False
2012-03-18,54,False
2012-03-19,15,False
2012-03-20,30,False
2012-03-21,75,False
2012-03-22,0,False
2012-03-23,32,False
2012-03-24,55,False
2012-03-25,0,False
2012-03-26,45,False
2012-03-27,45,False
2012-03-28,15,False
2012-03-29,46,False
2012-03-30,32,False
2012-03-31,18,False
2012-04-01,18,False
2012-04-02,0,False
2012-04-03,61,False
2012-04-04,31,False
2012-04-05,64,False
2012-04-06,17,False
2012-04-07,0,False
2012-04-08,0,False
2012-04-09,90,False
2012-04-10,92,False
2012-04-11,45,False
2012-04-12,60,False
2012-04-13,16,False
2012-04-14,36,False
2012-04-15,18,False
2012-04-16,29,False
2012-04-17,15,False
2012-04-18,59,False
2012-04-19,75,False
2012-04-20,0,False
2012-04-21,0,False
2012-04-22,17,False
2012-04-23,44,False
2012-04-24,88,False
2012-04-25,74,False
2012-04-26,15,False
2012-04-27,0,False
2012-04-28,18,False
2012-04-29,37,False
2012-04-30,31,False
2012-05-01,65,False
2012-05-02,0,False
2012-05-03,30,False
2012-05-04,63,False
2012-05-05,0,False
2012-05-06,0,False
2012-05-07,88,False
2012-05-08,59,False
2012-05-09,73,False
2012-05-10,30,False
2012-05-11,63,False
2012-05-12,0,False
2012-05-13,37,False
2012-05-14,29,False
2012-05-15,14,False
2012-05-16,29,False
2012-05-17,0,False
2012-05-18,47,False
2012-05-19,37,False
2012-05-20,37,False
2012-05-21,15,False
2012-05-22,44,False
2012-05-23,59,False
2012-05-24,45,False
2012-05-25,47,False
2012-05-26,0,False
2012-05-27,57,False
2012-05-28,31,False
2012-05-29,57,False
2012-05-30,88,False
2012-05-31,15,False
2012-06-01,47,False
2012-06-02,18,False
2012-06-03,18,False
2012-06-04,43,False
