date,BioMarin,isPartial
2013-11-06,40,False
2013-11-07,28,False
2013-11-08,50,False
2013-11-09,8,False
2013-11-10,0,False
2013-11-11,34,False
2013-11-12,40,False
2013-11-13,34,False
2013-11-14,41,False
2013-11-15,36,False
2013-11-16,8,False
2013-11-17,16,False
2013-11-18,41,False
2013-11-19,100,False
2013-11-20,40,False
2013-11-21,34,False
2013-11-22,49,False
2013-11-23,24,False
2013-11-24,8,False
2013-11-25,40,False
2013-11-26,47,False
2013-11-27,13,False
2013-11-28,14,False
2013-11-29,14,False
2013-11-30,8,False
2013-12-01,7,False
2013-12-02,19,False
2013-12-03,27,False
2013-12-04,33,False
2013-12-05,27,False
2013-12-06,0,False
2013-12-07,0,False
2013-12-08,0,False
2013-12-09,33,False
2013-12-10,0,False
2013-12-11,34,False
2013-12-12,7,False
2013-12-13,21,False
2013-12-14,8,False
2013-12-15,0,False
2013-12-16,14,False
2013-12-17,41,False
2013-12-18,28,False
2013-12-19,50,False
2013-12-20,7,False
2013-12-21,8,False
2013-12-22,0,False
2013-12-23,30,False
2013-12-24,16,False
2013-12-25,27,False
2013-12-26,8,False
2013-12-27,0,False
2013-12-28,16,False
2013-12-29,8,False
2013-12-30,7,False
2013-12-31,25,False
2014-01-01,0,False
2014-01-02,35,False
2014-01-03,14,False
2014-01-04,8,False
2014-01-05,8,False
2014-01-06,20,False
2014-01-07,33,False
2014-01-08,13,False
2014-01-09,40,False
2014-01-10,14,False
2014-01-11,8,False
2014-01-12,15,False
2014-01-13,32,False
2014-01-14,39,False
2014-01-15,46,False
2014-01-16,7,False
2014-01-17,47,False
2014-01-18,31,False
2014-01-19,15,False
2014-01-20,39,False
2014-01-21,32,False
2014-01-22,44,False
2014-01-23,39,False
2014-01-24,67,False
2014-01-25,15,False
2014-01-26,38,False
2014-01-27,44,False
2014-01-28,25,False
2014-01-29,13,False
2014-01-30,33,False
2014-01-31,53,False
2014-02-01,8,False
2014-02-02,7,False
2014-02-03,6,False
2014-02-04,26,False
2014-02-05,26,False
2014-02-06,26,False
2014-02-07,15,False
2014-02-08,15,False
2014-02-09,7,False
2014-02-10,25,False
