date,BioMarin,isPartial
2010-08-24,34,False
2010-08-25,61,False
2010-08-26,43,False
2010-08-27,45,False
2010-08-28,0,False
2010-08-29,43,False
2010-08-30,66,False
2010-08-31,33,False
2010-09-01,34,False
2010-09-02,25,False
2010-09-03,81,False
2010-09-04,44,False
2010-09-05,0,False
2010-09-06,17,False
2010-09-07,75,False
2010-09-08,100,False
2010-09-09,34,False
2010-09-10,45,False
2010-09-11,0,False
2010-09-12,42,False
2010-09-13,50,False
2010-09-14,48,False
2010-09-15,33,False
2010-09-16,25,False
2010-09-17,35,False
2010-09-18,0,False
2010-09-19,21,False
2010-09-20,25,False
2010-09-21,25,False
2010-09-22,17,False
2010-09-23,73,False
2010-09-24,77,False
2010-09-25,0,False
2010-09-26,0,False
2010-09-27,63,False
2010-09-28,48,False
2010-09-29,40,False
2010-09-30,33,False
2010-10-01,51,False
2010-10-02,21,False
2010-10-03,41,False
2010-10-04,48,False
2010-10-05,56,False
2010-10-06,24,False
2010-10-07,34,False
2010-10-08,26,False
2010-10-09,0,False
2010-10-10,21,False
2010-10-11,33,False
2010-10-12,33,False
2010-10-13,32,False
2010-10-14,32,False
2010-10-15,25,False
2010-10-16,20,False
2010-10-17,20,False
2010-10-18,31,False
2010-10-19,39,False
2010-10-20,48,False
2010-10-21,32,False
2010-10-22,42,False
2010-10-23,0,False
2010-10-24,0,False
2010-10-25,16,False
2010-10-26,16,False
2010-10-27,31,False
2010-10-28,32,False
2010-10-29,34,False
2010-10-30,20,False
2010-10-31,20,False
2010-11-01,49,False
2010-11-02,31,False
2010-11-03,30,False
2010-11-04,31,False
2010-11-05,25,False
2010-11-06,0,False
2010-11-07,19,False
2010-11-08,46,False
2010-11-09,69,False
2010-11-10,31,False
2010-11-11,31,False
2010-11-12,41,False
2010-11-13,20,False
2010-11-14,38,False
2010-11-15,46,False
2010-11-16,39,False
2010-11-17,0,False
2010-11-18,23,False
2010-11-19,33,False
2010-11-20,19,False
2010-11-21,28,False
2010-11-22,22,False
2010-11-23,0,False
2010-11-24,31,False
2010-11-25,25,False
2010-11-26,34,False
2010-11-27,20,False
2010-11-28,0,False
2010-11-29,45,False
2010-11-30,22,False
2010-12-01,15,False
2010-12-02,38,False
2010-12-03,32,False
2010-12-04,38,False
2010-12-05,19,False
2010-12-06,46,False
2010-12-07,31,False
2010-12-08,31,False
2010-12-09,31,False
2010-12-10,49,False
2010-12-11,0,False
2010-12-12,28,False
2010-12-13,38,False
2010-12-14,69,False
2010-12-15,16,False
2010-12-16,40,False
2010-12-17,25,False
2010-12-18,20,False
2010-12-19,20,False
2010-12-20,47,False
2010-12-21,32,False
2010-12-22,33,False
2010-12-23,70,False
2010-12-24,21,False
2010-12-25,48,False
2010-12-26,21,False
2010-12-27,34,False
2010-12-28,17,False
2010-12-29,17,False
2010-12-30,53,False
2010-12-31,51,False
2011-01-01,0,False
2011-01-02,19,False
2011-01-03,24,False
2011-01-04,38,False
2011-01-05,30,False
2011-01-06,39,False
2011-01-07,71,False
2011-01-08,19,False
2011-01-09,18,False
2011-01-10,44,False
2011-01-11,22,False
2011-01-12,44,False
2011-01-13,52,False
2011-01-14,68,False
2011-01-15,0,False
2011-01-16,18,False
2011-01-17,14,False
2011-01-18,29,False
2011-01-19,58,False
2011-01-20,36,False
2011-01-21,38,False
2011-01-22,18,False
2011-01-23,18,False
2011-01-24,21,False
2011-01-25,43,False
2011-01-26,43,False
2011-01-27,29,False
2011-01-28,31,False
2011-01-29,17,False
2011-01-30,17,False
2011-01-31,20,False
2011-02-01,41,False
2011-02-02,41,False
2011-02-03,21,False
2011-02-04,44,False
2011-02-05,17,False
2011-02-06,17,False
2011-02-07,21,False
2011-02-08,35,False
2011-02-09,21,False
2011-02-10,14,False
2011-02-11,30,False
2011-02-12,18,False
2011-02-13,26,False
2011-02-14,28,False
2011-02-15,34,False
2011-02-16,70,False
2011-02-17,29,False
2011-02-18,30,False
2011-02-19,44,False
2011-02-20,51,False
2011-02-21,14,False
2011-02-22,56,False
2011-02-23,21,False
2011-02-24,14,False
2011-02-25,44,False
2011-02-26,17,False
2011-02-27,0,False
2011-02-28,14,False
2011-03-01,41,False
2011-03-02,49,False
2011-03-03,29,False
2011-03-04,22,False
