date,BioMarin,isPartial
2013-06-29,8,False
2013-06-30,0,False
2013-07-01,21,False
2013-07-02,30,False
2013-07-03,18,False
2013-07-04,6,False
2013-07-05,10,False
2013-07-06,8,False
2013-07-07,11,False
2013-07-08,18,False
2013-07-09,18,False
2013-07-10,12,False
2013-07-11,41,False
2013-07-12,20,False
2013-07-13,19,False
2013-07-14,8,False
2013-07-15,18,False
2013-07-16,24,False
2013-07-17,47,False
2013-07-18,25,False
2013-07-19,13,False
2013-07-20,8,False
2013-07-21,8,False
2013-07-22,21,False
2013-07-23,15,False
2013-07-24,37,False
2013-07-25,38,False
2013-07-26,19,False
2013-07-27,15,False
2013-07-28,7,False
2013-07-29,21,False
2013-07-30,9,False
2013-07-31,22,False
2013-08-01,22,False
2013-08-02,13,False
2013-08-03,15,False
2013-08-04,8,False
2013-08-05,31,False
2013-08-06,19,False
2013-08-07,31,False
2013-08-08,13,False
2013-08-09,26,False
2013-08-10,15,False
2013-08-11,8,False
2013-08-12,27,False
2013-08-13,15,False
2013-08-14,18,False
2013-08-15,23,False
2013-08-16,23,False
2013-08-17,15,False
2013-08-18,15,False
2013-08-19,27,False
2013-08-20,24,False
2013-08-21,27,False
2013-08-22,18,False
2013-08-23,13,False
2013-08-24,15,False
2013-08-25,14,False
2013-08-26,29,False
2013-08-27,17,False
2013-08-28,56,False
2013-08-29,33,False
2013-08-30,16,False
2013-08-31,18,False
2013-09-01,21,False
2013-09-02,18,False
2013-09-03,35,False
2013-09-04,50,False
2013-09-05,36,False
2013-09-06,46,False
2013-09-07,11,False
2013-09-08,17,False
2013-09-09,23,False
2013-09-10,43,False
2013-09-11,49,False
2013-09-12,55,False
2013-09-13,82,False
2013-09-14,14,False
2013-09-15,10,False
2013-09-16,31,False
2013-09-17,57,False
2013-09-18,93,False
2013-09-19,81,False
2013-09-20,40,False
2013-09-21,14,False
2013-09-22,20,False
2013-09-23,49,False
2013-09-24,75,False
2013-09-25,32,False
2013-09-26,35,False
