date,BioMarin,isPartial
2014-07-24,34,False
2014-07-25,12,False
2014-07-26,0,False
2014-07-27,14,False
2014-07-28,40,False
2014-07-29,17,False
2014-07-30,58,False
2014-07-31,46,False
2014-08-01,48,False
2014-08-02,27,False
2014-08-03,14,False
2014-08-04,28,False
2014-08-05,34,False
2014-08-06,45,False
2014-08-07,8,False
2014-08-08,47,False
2014-08-09,20,False
2014-08-10,0,False
2014-08-11,17,False
2014-08-12,33,False
2014-08-13,39,False
2014-08-14,29,False
2014-08-15,24,False
2014-08-16,34,False
2014-08-17,27,False
2014-08-18,22,False
2014-08-19,22,False
2014-08-20,28,False
2014-08-21,44,False
2014-08-22,34,False
2014-08-23,7,False
2014-08-24,13,False
2014-08-25,44,False
2014-08-26,43,False
2014-08-27,38,False
2014-08-28,28,False
2014-08-29,58,False
2014-08-30,13,False
2014-08-31,13,False
2014-09-01,16,False
2014-09-02,26,False
2014-09-03,11,False
2014-09-04,32,False
2014-09-05,39,False
2014-09-06,0,False
2014-09-07,6,False
2014-09-08,48,False
2014-09-09,31,False
2014-09-10,42,False
2014-09-11,16,False
2014-09-12,39,False
2014-09-13,0,False
2014-09-14,13,False
2014-09-15,52,False
2014-09-16,26,False
2014-09-17,53,False
2014-09-18,21,False
2014-09-19,17,False
2014-09-20,13,False
2014-09-21,6,False
2014-09-22,21,False
2014-09-23,47,False
2014-09-24,37,False
2014-09-25,21,False
2014-09-26,28,False
2014-09-27,6,False
2014-09-28,13,False
2014-09-29,48,False
2014-09-30,21,False
2014-10-01,26,False
2014-10-02,48,False
2014-10-03,17,False
2014-10-04,6,False
2014-10-05,0,False
2014-10-06,26,False
2014-10-07,26,False
2014-10-08,37,False
2014-10-09,42,False
2014-10-10,5,False
2014-10-11,6,False
2014-10-12,6,False
2014-10-13,26,False
2014-10-14,26,False
2014-10-15,21,False
2014-10-16,26,False
2014-10-17,38,False
2014-10-18,13,False
2014-10-19,6,False
2014-10-20,15,False
2014-10-21,15,False
2014-10-22,31,False
2014-10-23,37,False
2014-10-24,28,False
2014-10-25,6,False
2014-10-26,0,False
2014-10-27,41,False
2014-10-28,35,False
2014-10-29,10,False
2014-10-30,10,False
2014-10-31,11,False
2014-11-01,12,False
2014-11-02,6,False
2014-11-03,31,False
2014-11-04,26,False
2014-11-05,31,False
2014-11-06,15,False
2014-11-07,22,False
2014-11-08,12,False
2014-11-09,0,False
2014-11-10,15,False
2014-11-11,21,False
2014-11-12,26,False
2014-11-13,20,False
2014-11-14,37,False
2014-11-15,6,False
2014-11-16,29,False
2014-11-17,5,False
2014-11-18,16,False
2014-11-19,37,False
2014-11-20,21,False
2014-11-21,37,False
2014-11-22,12,False
2014-11-23,0,False
2014-11-24,90,False
2014-11-25,40,False
2014-11-26,31,False
2014-11-27,16,False
2014-11-28,16,False
2014-11-29,0,False
2014-11-30,18,False
2014-12-01,25,False
2014-12-02,50,False
2014-12-03,25,False
2014-12-04,20,False
2014-12-05,37,False
2014-12-06,0,False
2014-12-07,12,False
2014-12-08,51,False
2014-12-09,25,False
2014-12-10,46,False
2014-12-11,21,False
2014-12-12,16,False
2014-12-13,0,False
2014-12-14,12,False
2014-12-15,20,False
2014-12-16,16,False
2014-12-17,26,False
2014-12-18,16,False
2014-12-19,28,False
2014-12-20,19,False
2014-12-21,6,False
2014-12-22,5,False
2014-12-23,6,False
2014-12-24,31,False
2014-12-25,13,False
2014-12-26,6,False
2014-12-27,31,False
2014-12-28,6,False
2014-12-29,11,False
2014-12-30,6,False
2014-12-31,6,False
2015-01-01,6,False
2015-01-02,0,False
2015-01-03,6,False
2015-01-04,0,False
2015-01-05,40,False
2015-01-06,20,False
2015-01-07,40,False
2015-01-08,20,False
2015-01-09,10,False
2015-01-10,11,False
2015-01-11,28,False
2015-01-12,14,False
2015-01-13,29,False
2015-01-14,29,False
2015-01-15,49,False
2015-01-16,56,False
2015-01-17,46,False
2015-01-18,23,False
2015-01-19,34,False
2015-01-20,29,False
2015-01-21,48,False
2015-01-22,24,False
2015-01-23,20,False
2015-01-24,23,False
2015-01-25,17,False
2015-01-26,33,False
2015-01-27,48,False
2015-01-28,34,False
2015-01-29,44,False
2015-01-30,30,False
2015-01-31,23,False
2015-02-01,17,False
2015-02-02,29,False
2015-02-03,28,False
2015-02-04,47,False
2015-02-05,53,False
2015-02-06,50,False
2015-02-07,6,False
2015-02-08,11,False
2015-02-09,19,False
2015-02-10,33,False
2015-02-11,29,False
2015-02-12,34,False
2015-02-13,30,False
2015-02-14,0,False
2015-02-15,6,False
2015-02-16,34,False
2015-02-17,50,False
2015-02-18,39,False
2015-02-19,44,False
2015-02-20,60,False
2015-02-21,23,False
2015-02-22,6,False
2015-02-23,47,False
2015-02-24,52,False
2015-02-25,43,False
2015-02-26,24,False
2015-02-27,34,False
2015-02-28,17,False
2015-03-01,16,False
2015-03-02,33,False
2015-03-03,19,False
2015-03-04,48,False
2015-03-05,38,False
2015-03-06,40,False
2015-03-07,17,False
2015-03-08,17,False
2015-03-09,24,False
2015-03-10,28,False
2015-03-11,48,False
2015-03-12,29,False
2015-03-13,49,False
2015-03-14,17,False
2015-03-15,22,False
2015-03-16,19,False
2015-03-17,24,False
2015-03-18,47,False
2015-03-19,33,False
2015-03-20,25,False
2015-03-21,11,False
2015-03-22,22,False
2015-03-23,28,False
2015-03-24,14,False
2015-03-25,14,False
2015-03-26,33,False
2015-03-27,100,False
2015-03-28,54,False
2015-03-29,6,False
2015-03-30,67,False
2015-03-31,53,False
2015-04-01,59,False
2015-04-02,36,False
2015-04-03,11,False
2015-04-04,6,False
2015-04-05,18,False
2015-04-06,15,False
2015-04-07,29,False
2015-04-08,29,False
2015-04-09,29,False
2015-04-10,25,False
