date,CSX stock
2017-01-19,100
2017-01-20,81
2017-01-21,14
2017-01-22,14
2017-01-23,40
2017-01-24,45
2017-01-25,58
2017-01-26,57
2017-01-27,48
2017-01-28,13
2017-01-29,6
2017-01-30,32
2017-01-31,26
2017-02-01,37
2017-02-02,31
2017-02-03,36
2017-02-04,10
2017-02-05,11
2017-02-06,24
2017-02-07,38
2017-02-08,28
2017-02-09,29
2017-02-10,36
2017-02-11,10
2017-02-12,1
2017-02-13,32
2017-02-14,32
2017-02-15,22
2017-02-16,38
2017-02-17,39
2017-02-18,18
2017-02-19,9
2017-02-20,6
2017-02-21,43
2017-02-22,35
2017-02-23,32
2017-02-24,39
2017-02-25,8
2017-02-26,4
2017-02-27,25
2017-02-28,29
2017-03-01,50
2017-03-02,41
2017-03-03,35
2017-03-04,13
2017-03-05,8
2017-03-06,37
2017-03-07,54
2017-03-08,34
2017-03-09,36
2017-03-10,23
2017-03-11,17
2017-03-12,5
2017-03-13,25
2017-03-14,22
2017-03-15,30
2017-03-16,31
2017-03-17,18
2017-03-18,10
2017-03-19,4
2017-03-20,14
2017-03-21,31
2017-03-22,19
2017-03-23,18
2017-03-24,19
2017-03-25,8
2017-03-26,3
2017-03-27,18
2017-03-28,30
2017-03-29,26
2017-03-30,33
2017-03-31,16
2017-04-01,10
2017-04-02,0
2017-04-03,21
2017-04-04,23
2017-04-05,28
2017-04-06,16
2017-04-07,17
2017-04-08,3
2017-04-09,5
2017-04-10,16
2017-04-11,10
2017-04-12,16
2017-04-13,16
2017-04-14,8
2017-04-15,7
2017-04-16,4
2017-04-17,15
2017-04-18,12
2017-04-19,21
2017-04-20,51
2017-04-21,40
2017-04-22,14
2017-04-23,4
2017-04-24,29
2017-04-25,34
2017-04-26,38
2017-04-27,33
2017-04-28,33
2017-04-29,16
2017-04-30,13
2017-05-01,34
2017-05-02,28
2017-05-03,31
2017-05-04,33
2017-05-05,33
2017-05-06,13
2017-05-07,4
2017-05-08,17
2017-05-09,27
2017-05-10,23
2017-05-11,23
2017-05-12,24
2017-05-13,9
2017-05-14,3
2017-05-15,24
2017-05-16,20
2017-05-17,32
2017-05-18,28
2017-05-19,23
2017-05-20,10
2017-05-21,4
2017-05-22,21
2017-05-23,26
2017-05-24,31
2017-05-25,29
2017-05-26,19
2017-05-27,6
2017-05-28,9
2017-05-29,6
2017-05-30,22
2017-05-31,27
2017-06-01,30
2017-06-02,34
2017-06-03,11
2017-06-04,1
2017-06-05,32
2017-06-06,43
2017-06-07,24
2017-06-08,29
2017-06-09,26
2017-06-10,7
2017-06-11,6
2017-06-12,29
2017-06-13,29
2017-06-14,21
2017-06-15,26
2017-06-16,24
2017-06-17,4
2017-06-18,6
2017-06-19,23
2017-06-20,26
2017-06-21,23
2017-06-22,20
2017-06-23,22
2017-06-24,18
2017-06-25,9
2017-06-26,15
2017-06-27,23
2017-06-28,26
2017-06-29,29
2017-06-30,22
2017-07-01,11
2017-07-02,3
2017-07-03,9
2017-07-04,8
2017-07-05,20
2017-07-06,32
2017-07-07,28
2017-07-08,6
2017-07-09,4
2017-07-10,31
2017-07-11,31
2017-07-12,21
2017-07-13,32
2017-07-14,18
2017-07-15,6
2017-07-16,6
2017-07-17,33
2017-07-18,38
2017-07-19,48
2017-07-20,46
2017-07-21,30
2017-07-22,7
2017-07-23,11
2017-07-24,18
2017-07-25,21
2017-07-26,34
2017-07-27,43
2017-07-28,40
2017-07-29,13
2017-07-30,3
2017-07-31,34
2017-08-01,44
2017-08-02,57
2017-08-03,31
2017-08-04,29
2017-08-05,15
2017-08-06,4
2017-08-07,39
2017-08-08,28
2017-08-09,36
2017-08-10,29
2017-08-11,29
2017-08-12,15
2017-08-13,7
2017-08-14,24
2017-08-15,22
2017-08-16,33
2017-08-17,21
2017-08-18,39
2017-08-19,5
2017-08-20,1
2017-08-21,24
2017-08-22,24
2017-08-23,25
2017-08-24,37
2017-08-25,27
2017-08-26,11
2017-08-27,1
2017-08-28,18
2017-08-29,31
2017-08-30,30
2017-08-31,20
2017-09-01,22
2017-09-02,8
2017-09-03,4
2017-09-04,7
2017-09-05,19
2017-09-06,22
2017-09-07,21
2017-09-08,24
2017-09-09,5
2017-09-10,5
2017-09-11,13
2017-09-12,24
2017-09-13,23
2017-09-14,31
2017-09-15,24
2017-09-16,8
2017-09-17,1
2017-09-18,17
2017-09-19,27
2017-09-20,17
2017-09-21,19
2017-09-22,15
2017-09-23,8
2017-09-24,8
2017-09-25,16
2017-09-26,24
2017-09-27,23
2017-09-28,20
2017-09-29,22
2017-09-30,11
2017-10-01,4
2017-10-02,24
2017-10-03,24
2017-10-04,26
2017-10-05,32
2017-10-06,19
