date,CSX stock
2016-09-11,1
2016-09-12,10
2016-09-13,7
2016-09-14,7
2016-09-15,15
2016-09-16,10
2016-09-17,3
2016-09-18,5
2016-09-19,2
2016-09-20,8
2016-09-21,8
2016-09-22,10
2016-09-23,11
2016-09-24,1
2016-09-25,0
2016-09-26,3
2016-09-27,8
2016-09-28,12
2016-09-29,16
2016-09-30,8
2016-10-01,0
2016-10-02,1
2016-10-03,14
2016-10-04,16
2016-10-05,8
2016-10-06,11
2016-10-07,10
2016-10-08,0
2016-10-09,0
2016-10-10,7
2016-10-11,12
2016-10-12,11
2016-10-13,18
2016-10-14,9
2016-10-15,4
2016-10-16,0
2016-10-17,9
2016-10-18,5
2016-10-19,3
2016-10-20,10
2016-10-21,9
2016-10-22,3
2016-10-23,1
2016-10-24,2
2016-10-25,10
2016-10-26,11
2016-10-27,12
2016-10-28,10
2016-10-29,1
2016-10-30,2
2016-10-31,2
2016-11-01,7
2016-11-02,4
2016-11-03,10
2016-11-04,9
2016-11-05,4
2016-11-06,1
2016-11-07,4
2016-11-08,11
2016-11-09,21
2016-11-10,20
2016-11-11,18
2016-11-12,4
2016-11-13,1
2016-11-14,10
2016-11-15,11
2016-11-16,9
2016-11-17,12
2016-11-18,10
2016-11-19,4
2016-11-20,1
2016-11-21,10
2016-11-22,19
2016-11-23,21
2016-11-24,7
2016-11-25,10
2016-11-26,8
2016-11-27,2
2016-11-28,4
2016-11-29,9
2016-11-30,21
2016-12-01,14
2016-12-02,14
2016-12-03,4
2016-12-04,2
2016-12-05,7
2016-12-06,10
2016-12-07,20
2016-12-08,16
2016-12-09,10
2016-12-10,5
2016-12-11,3
2016-12-12,7
2016-12-13,10
2016-12-14,4
2016-12-15,6
2016-12-16,20
2016-12-17,2
2016-12-18,1
2016-12-19,6
2016-12-20,5
2016-12-21,9
2016-12-22,17
2016-12-23,13
2016-12-24,5
2016-12-25,6
2016-12-26,6
2016-12-27,11
2016-12-28,13
2016-12-29,16
2016-12-30,9
2016-12-31,4
2017-01-01,4
2017-01-02,1
2017-01-03,8
2017-01-04,19
2017-01-05,19
2017-01-06,11
2017-01-07,5
2017-01-08,2
2017-01-09,11
2017-01-10,8
2017-01-11,11
2017-01-12,12
2017-01-13,13
2017-01-14,4
2017-01-15,1
2017-01-16,4
2017-01-17,23
2017-01-18,22
2017-01-19,100
2017-01-20,72
2017-01-21,22
2017-01-22,14
2017-01-23,33
2017-01-24,33
2017-01-25,44
2017-01-26,48
2017-01-27,39
2017-01-28,14
2017-01-29,8
2017-01-30,43
2017-01-31,35
2017-02-01,31
2017-02-02,30
2017-02-03,35
2017-02-04,14
2017-02-05,3
2017-02-06,19
2017-02-07,43
2017-02-08,25
2017-02-09,35
2017-02-10,31
2017-02-11,5
2017-02-12,3
2017-02-13,30
2017-02-14,33
2017-02-15,25
2017-02-16,31
2017-02-17,27
2017-02-18,14
2017-02-19,3
2017-02-20,8
2017-02-21,33
2017-02-22,27
2017-02-23,29
2017-02-24,30
2017-02-25,9
2017-02-26,7
2017-02-27,20
2017-02-28,34
2017-03-01,28
2017-03-02,28
2017-03-03,45
2017-03-04,8
2017-03-05,6
2017-03-06,33
2017-03-07,46
2017-03-08,43
2017-03-09,33
2017-03-10,26
2017-03-11,9
2017-03-12,4
2017-03-13,16
2017-03-14,27
2017-03-15,21
2017-03-16,21
2017-03-17,21
2017-03-18,6
2017-03-19,2
2017-03-20,14
2017-03-21,23
2017-03-22,27
2017-03-23,20
2017-03-24,14
2017-03-25,3
2017-03-26,2
2017-03-27,17
2017-03-28,21
2017-03-29,15
2017-03-30,23
2017-03-31,17
2017-04-01,9
2017-04-02,1
2017-04-03,15
2017-04-04,21
2017-04-05,19
2017-04-06,18
2017-04-07,18
2017-04-08,5
2017-04-09,5
2017-04-10,20
2017-04-11,9
2017-04-12,7
2017-04-13,13
2017-04-14,8
2017-04-15,5
2017-04-16,2
2017-04-17,11
2017-04-18,13
2017-04-19,24
2017-04-20,38
2017-04-21,32
2017-04-22,7
2017-04-23,4
2017-04-24,26
2017-04-25,30
2017-04-26,39
2017-04-27,32
2017-04-28,31
2017-04-29,14
2017-04-30,11
2017-05-01,19
2017-05-02,33
2017-05-03,30
2017-05-04,27
2017-05-05,28
2017-05-06,7
2017-05-07,3
2017-05-08,25
2017-05-09,19
2017-05-10,16
2017-05-11,34
2017-05-12,21
2017-05-13,9
2017-05-14,2
2017-05-15,25
2017-05-16,21
2017-05-17,20
2017-05-18,28
2017-05-19,21
2017-05-20,5
2017-05-21,4
2017-05-22,14
2017-05-23,21
2017-05-24,28
2017-05-25,33
2017-05-26,23
2017-05-27,10
2017-05-28,8
2017-05-29,7
