date,CSX stock
2018-02-13,88
2018-02-14,100
2018-02-15,85
2018-02-16,70
2018-02-17,34
2018-02-18,19
2018-02-19,43
2018-02-20,68
2018-02-21,73
2018-02-22,56
2018-02-23,58
2018-02-24,23
2018-02-25,10
2018-02-26,67
2018-02-27,71
2018-02-28,46
2018-03-01,81
2018-03-02,61
2018-03-03,21
2018-03-04,12
2018-03-05,79
2018-03-06,75
2018-03-07,92
2018-03-08,67
2018-03-09,72
2018-03-10,32
2018-03-11,13
2018-03-12,60
2018-03-13,73
2018-03-14,58
2018-03-15,76
2018-03-16,76
2018-03-17,36
2018-03-18,12
2018-03-19,57
2018-03-20,64
2018-03-21,53
2018-03-22,67
2018-03-23,77
2018-03-24,26
2018-03-25,13
2018-03-26,69
2018-03-27,56
2018-03-28,69
2018-03-29,65
2018-03-30,34
2018-03-31,26
2018-04-01,7
2018-04-02,81
2018-04-03,59
2018-04-04,65
2018-04-05,70
2018-04-06,49
2018-04-07,32
2018-04-08,11
2018-04-09,55
