date,CSX stock
2015-08-18,20
2015-08-19,26
2015-08-20,21
2015-08-21,37
2015-08-22,6
2015-08-23,0
2015-08-24,100
2015-08-25,55
2015-08-26,81
2015-08-27,93
2015-08-28,37
2015-08-29,12
2015-08-30,0
2015-08-31,30
2015-09-01,45
2015-09-02,40
2015-09-03,41
2015-09-04,53
2015-09-05,24
2015-09-06,0
2015-09-07,11
2015-09-08,40
2015-09-09,54
2015-09-10,25
2015-09-11,21
2015-09-12,12
2015-09-13,6
2015-09-14,5
2015-09-15,39
2015-09-16,40
2015-09-17,45
2015-09-18,26
2015-09-19,29
2015-09-20,6
2015-09-21,43
2015-09-22,44
2015-09-23,25
2015-09-24,41
2015-09-25,47
2015-09-26,24
2015-09-27,23
2015-09-28,19
2015-09-29,19
2015-09-30,49
2015-10-01,39
2015-10-02,36
2015-10-03,0
2015-10-04,34
2015-10-05,39
2015-10-06,5
2015-10-07,39
2015-10-08,39
2015-10-09,30
2015-10-10,6
2015-10-11,34
2015-10-12,35
2015-10-13,29
2015-10-14,58
2015-10-15,39
2015-10-16,20
2015-10-17,11
2015-10-18,11
2015-10-19,43
2015-10-20,43
2015-10-21,29
2015-10-22,49
2015-10-23,26
2015-10-24,17
2015-10-25,17
2015-10-26,24
2015-10-27,43
2015-10-28,24
2015-10-29,24
2015-10-30,26
2015-10-31,29
2015-11-01,12
2015-11-02,34
2015-11-03,28
2015-11-04,24
2015-11-05,34
2015-11-06,15
2015-11-07,11
2015-11-08,0
2015-11-09,43
2015-11-10,62
2015-11-11,40
2015-11-12,15
2015-11-13,25
2015-11-14,0
2015-11-15,6
2015-11-16,29
2015-11-17,10
2015-11-18,44
2015-11-19,49
2015-11-20,45
2015-11-21,17
2015-11-22,0
2015-11-23,24
2015-11-24,14
2015-11-25,29
2015-11-26,10
2015-11-27,15
2015-11-28,22
2015-11-29,11
2015-11-30,14
2015-12-01,14
2015-12-02,19
2015-12-03,20
2015-12-04,40
2015-12-05,0
2015-12-06,0
2015-12-07,34
2015-12-08,34
2015-12-09,43
2015-12-10,34
2015-12-11,60
2015-12-12,22
2015-12-13,22
2015-12-14,47
2015-12-15,45
2015-12-16,50
2015-12-17,26
2015-12-18,21
2015-12-19,12
2015-12-20,6
2015-12-21,25
2015-12-22,52
2015-12-23,50
2015-12-24,55
2015-12-25,0
2015-12-26,12
2015-12-27,12
2015-12-28,47
2015-12-29,26
2015-12-30,32
2015-12-31,30
2016-01-01,7
2016-01-02,0
2016-01-03,0
2016-01-04,37
2016-01-05,31
2016-01-06,32
2016-01-07,42
2016-01-08,53
2016-01-09,18
2016-01-10,17
2016-01-11,45
2016-01-12,80
2016-01-13,87
2016-01-14,76
2016-01-15,42
2016-01-16,12
2016-01-17,11
2016-01-18,15
2016-01-19,41
2016-01-20,61
2016-01-21,78
2016-01-22,32
2016-01-23,23
2016-01-24,6
2016-01-25,76
2016-01-26,56
2016-01-27,61
2016-01-28,72
2016-01-29,47
2016-01-30,35
2016-01-31,17
2016-02-01,41
2016-02-02,85
2016-02-03,71
2016-02-04,26
2016-02-05,42
2016-02-06,24
2016-02-07,12
2016-02-08,78
2016-02-09,62
2016-02-10,51
2016-02-11,41
2016-02-12,37
2016-02-13,35
2016-02-14,6
2016-02-15,15
2016-02-16,30
2016-02-17,86
2016-02-18,35
2016-02-19,37
2016-02-20,29
2016-02-21,17
2016-02-22,69
2016-02-23,30
2016-02-24,50
2016-02-25,46
2016-02-26,63
2016-02-27,6
2016-02-28,0
2016-02-29,20
2016-03-01,59
2016-03-02,65
2016-03-03,40
2016-03-04,77
2016-03-05,17
2016-03-06,11
2016-03-07,54
2016-03-08,65
2016-03-09,10
2016-03-10,36
2016-03-11,37
2016-03-12,17
2016-03-13,6
2016-03-14,40
2016-03-15,80
2016-03-16,65
2016-03-17,92
2016-03-18,97
2016-03-19,6
2016-03-20,6
2016-03-21,46
2016-03-22,41
2016-03-23,26
2016-03-24,54
2016-03-25,11
2016-03-26,18
2016-03-27,0
2016-03-28,42
2016-03-29,45
2016-03-30,51
2016-03-31,51
2016-04-01,32
2016-04-02,12
2016-04-03,12
2016-04-04,20
2016-04-05,46
2016-04-06,30
2016-04-07,20
2016-04-08,21
2016-04-09,35
2016-04-10,0
2016-04-11,25
2016-04-12,90
2016-04-13,61
2016-04-14,67
2016-04-15,42
2016-04-16,6
2016-04-17,6
2016-04-18,30
2016-04-19,65
2016-04-20,51
2016-04-21,52
2016-04-22,27
2016-04-23,23
2016-04-24,23
2016-04-25,45
2016-04-26,55
2016-04-27,46
2016-04-28,31
2016-04-29,27
2016-04-30,6
2016-05-01,12
2016-05-02,51
2016-05-03,61
2016-05-04,31
