date,CSX stock
2013-11-06,34
2013-11-07,39
2013-11-08,28
2013-11-09,50
2013-11-10,18
2013-11-11,31
2013-11-12,49
2013-11-13,23
2013-11-14,42
2013-11-15,32
2013-11-16,9
2013-11-17,9
2013-11-18,45
2013-11-19,26
2013-11-20,53
2013-11-21,54
2013-11-22,31
2013-11-23,13
2013-11-24,13
2013-11-25,30
2013-11-26,45
2013-11-27,57
2013-11-28,16
2013-11-29,41
2013-11-30,18
2013-12-01,8
2013-12-02,22
2013-12-03,49
2013-12-04,37
2013-12-05,53
2013-12-06,40
2013-12-07,23
2013-12-08,18
2013-12-09,37
2013-12-10,45
2013-12-11,53
2013-12-12,51
2013-12-13,32
2013-12-14,23
2013-12-15,13
2013-12-16,15
2013-12-17,31
2013-12-18,31
2013-12-19,28
2013-12-20,51
2013-12-21,14
2013-12-22,24
2013-12-23,30
2013-12-24,33
2013-12-25,10
2013-12-26,34
2013-12-27,55
2013-12-28,0
2013-12-29,18
2013-12-30,25
2013-12-31,69
2014-01-01,15
2014-01-02,28
2014-01-03,48
2014-01-04,13
2014-01-05,0
2014-01-06,45
2014-01-07,48
2014-01-08,33
2014-01-09,22
2014-01-10,31
2014-01-11,13
2014-01-12,17
2014-01-13,43
2014-01-14,73
2014-01-15,63
2014-01-16,100
2014-01-17,46
2014-01-18,17
2014-01-19,30
2014-01-20,33
2014-01-21,58
2014-01-22,36
2014-01-23,33
2014-01-24,64
2014-01-25,21
2014-01-26,17
2014-01-27,50
2014-01-28,32
2014-01-29,54
2014-01-30,40
2014-01-31,57
2014-02-01,30
2014-02-02,25
2014-02-03,39
2014-02-04,65
2014-02-05,43
2014-02-06,49
2014-02-07,37
2014-02-08,17
2014-02-09,21
2014-02-10,43
2014-02-11,46
2014-02-12,25
2014-02-13,51
2014-02-14,19
2014-02-15,17
2014-02-16,8
2014-02-17,14
2014-02-18,11
2014-02-19,47
2014-02-20,37
2014-02-21,30
2014-02-22,21
2014-02-23,13
2014-02-24,39
2014-02-25,21
2014-02-26,43
2014-02-27,36
2014-02-28,30
2014-03-01,9
2014-03-02,13
2014-03-03,25
2014-03-04,44
2014-03-05,43
2014-03-06,47
2014-03-07,49
2014-03-08,21
2014-03-09,26
2014-03-10,55
2014-03-11,39
2014-03-12,32
2014-03-13,33
2014-03-14,42
2014-03-15,8
2014-03-16,8
2014-03-17,29
2014-03-18,28
2014-03-19,36
2014-03-20,36
2014-03-21,38
2014-03-22,25
2014-03-23,16
2014-03-24,46
2014-03-25,35
2014-03-26,53
2014-03-27,44
2014-03-28,30
2014-03-29,25
2014-03-30,25
2014-03-31,57
2014-04-01,32
2014-04-02,40
2014-04-03,36
2014-04-04,60
2014-04-05,13
2014-04-06,17
2014-04-07,46
2014-04-08,50
2014-04-09,18
2014-04-10,26
2014-04-11,65
2014-04-12,0
2014-04-13,13
2014-04-14,11
2014-04-15,55
2014-04-16,59
2014-04-17,46
2014-04-18,17
2014-04-19,9
2014-04-20,18
2014-04-21,16
2014-04-22,46
2014-04-23,22
2014-04-24,44
2014-04-25,38
2014-04-26,17
2014-04-27,8
2014-04-28,29
2014-04-29,50
2014-04-30,69
2014-05-01,47
2014-05-02,47
2014-05-03,9
2014-05-04,25
2014-05-05,25
2014-05-06,36
2014-05-07,14
2014-05-08,54
2014-05-09,26
2014-05-10,17
2014-05-11,13
2014-05-12,46
2014-05-13,28
2014-05-14,25
2014-05-15,36
2014-05-16,45
2014-05-17,26
2014-05-18,17
2014-05-19,36
2014-05-20,25
2014-05-21,24
2014-05-22,48
2014-05-23,53
2014-05-24,14
2014-05-25,0
2014-05-26,16
2014-05-27,35
2014-05-28,32
2014-05-29,24
2014-05-30,42
2014-05-31,14
2014-06-01,19
2014-06-02,47
2014-06-03,31
2014-06-04,39
2014-06-05,16
2014-06-06,34
2014-06-07,25
2014-06-08,10
2014-06-09,28
2014-06-10,36
2014-06-11,20
2014-06-12,44
2014-06-13,21
2014-06-14,19
2014-06-15,19
2014-06-16,32
2014-06-17,36
2014-06-18,48
2014-06-19,66
2014-06-20,42
2014-06-21,25
2014-06-22,0
2014-06-23,44
2014-06-24,36
2014-06-25,56
2014-06-26,69
2014-06-27,43
2014-06-28,20
2014-06-29,20
2014-06-30,36
2014-07-01,36
2014-07-02,53
2014-07-03,46
2014-07-04,18
2014-07-05,10
2014-07-06,15
2014-07-07,36
2014-07-08,52
2014-07-09,45
2014-07-10,28
2014-07-11,34
2014-07-12,39
2014-07-13,10
2014-07-14,52
2014-07-15,36
2014-07-16,46
2014-07-17,21
2014-07-18,21
2014-07-19,20
2014-07-20,20
2014-07-21,36
2014-07-22,48
2014-07-23,29
2014-07-24,37
