date,CSX stock
2014-12-01,57
2014-12-02,60
2014-12-03,48
2014-12-04,76
2014-12-05,50
2014-12-06,12
2014-12-07,16
2014-12-08,38
2014-12-09,41
2014-12-10,45
2014-12-11,56
2014-12-12,44
2014-12-13,21
2014-12-14,12
2014-12-15,55
2014-12-16,41
2014-12-17,46
2014-12-18,54
2014-12-19,72
2014-12-20,26
2014-12-21,17
2014-12-22,37
2014-12-23,76
2014-12-24,51
2014-12-25,23
2014-12-26,20
2014-12-27,17
2014-12-28,17
2014-12-29,55
2014-12-30,45
2014-12-31,29
2015-01-01,26
2015-01-02,42
2015-01-03,48
2015-01-04,0
2015-01-05,51
2015-01-06,31
2015-01-07,34
2015-01-08,37
2015-01-09,55
2015-01-10,12
2015-01-11,15
2015-01-12,43
2015-01-13,45
2015-01-14,66
2015-01-15,50
2015-01-16,41
2015-01-17,27
2015-01-18,0
2015-01-19,20
2015-01-20,36
2015-01-21,23
2015-01-22,49
2015-01-23,48
2015-01-24,23
2015-01-25,8
2015-01-26,36
2015-01-27,35
2015-01-28,39
2015-01-29,33
2015-01-30,24
2015-01-31,15
2015-02-01,11
2015-02-02,52
2015-02-03,51
2015-02-04,55
2015-02-05,46
2015-02-06,34
2015-02-07,23
2015-02-08,23
2015-02-09,32
2015-02-10,32
2015-02-11,49
2015-02-12,57
2015-02-13,100
2015-02-14,16
2015-02-15,12
2015-02-16,27
2015-02-17,54
2015-02-18,76
2015-02-19,63
2015-02-20,38
2015-02-21,46
2015-02-22,19
2015-02-23,32
2015-02-24,41
2015-02-25,32
2015-02-26,49
2015-02-27,64
2015-02-28,38
2015-03-01,7
2015-03-02,52
2015-03-03,26
2015-03-04,42
2015-03-05,33
2015-03-06,31
2015-03-07,30
2015-03-08,8
2015-03-09,52
2015-03-10,26
2015-03-11,42
2015-03-12,39
2015-03-13,30
2015-03-14,15
2015-03-15,0
2015-03-16,52
2015-03-17,55
2015-03-18,29
2015-03-19,32
2015-03-20,33
2015-03-21,15
2015-03-22,22
2015-03-23,26
2015-03-24,42
2015-03-25,24
2015-03-26,38
2015-03-27,44
2015-03-28,12
2015-03-29,8
2015-03-30,36
2015-03-31,45
2015-04-01,46
2015-04-02,28
2015-04-03,29
2015-04-04,24
2015-04-05,16
2015-04-06,35
2015-04-07,16
2015-04-08,39
2015-04-09,13
2015-04-10,24
2015-04-11,31
2015-04-12,8
2015-04-13,19
2015-04-14,48
2015-04-15,48
2015-04-16,32
2015-04-17,37
2015-04-18,43
2015-04-19,15
2015-04-20,51
2015-04-21,58
2015-04-22,68
2015-04-23,62
2015-04-24,62
2015-04-25,46
2015-04-26,15
2015-04-27,64
2015-04-28,54
2015-04-29,58
2015-04-30,70
2015-05-01,48
2015-05-02,12
2015-05-03,15
2015-05-04,55
2015-05-05,45
2015-05-06,48
2015-05-07,36
2015-05-08,45
2015-05-09,28
2015-05-10,23
2015-05-11,32
2015-05-12,48
2015-05-13,55
2015-05-14,43
2015-05-15,40
2015-05-16,46
2015-05-17,38
2015-05-18,58
2015-05-19,44
2015-05-20,19
2015-05-21,29
2015-05-22,31
2015-05-23,31
2015-05-24,12
2015-05-25,7
2015-05-26,19
2015-05-27,32
2015-05-28,29
2015-05-29,61
2015-05-30,15
2015-05-31,15
2015-06-01,26
2015-06-02,26
2015-06-03,39
2015-06-04,47
2015-06-05,38
2015-06-06,23
2015-06-07,16
2015-06-08,41
2015-06-09,22
2015-06-10,48
2015-06-11,46
2015-06-12,64
2015-06-13,31
2015-06-14,8
2015-06-15,32
2015-06-16,32
2015-06-17,23
2015-06-18,46
2015-06-19,34
2015-06-20,27
2015-06-21,12
2015-06-22,38
2015-06-23,32
2015-06-24,36
2015-06-25,33
2015-06-26,37
2015-06-27,31
2015-06-28,31
2015-06-29,42
2015-06-30,49
2015-07-01,36
2015-07-02,42
2015-07-03,28
2015-07-04,16
2015-07-05,24
2015-07-06,29
2015-07-07,42
2015-07-08,55
2015-07-09,73
2015-07-10,61
2015-07-11,31
2015-07-12,16
2015-07-13,32
2015-07-14,32
2015-07-15,46
2015-07-16,57
2015-07-17,42
2015-07-18,38
2015-07-19,8
2015-07-20,27
2015-07-21,49
2015-07-22,36
2015-07-23,26
2015-07-24,37
2015-07-25,27
2015-07-26,16
2015-07-27,29
2015-07-28,54
2015-07-29,32
2015-07-30,39
2015-07-31,44
2015-08-01,46
2015-08-02,0
2015-08-03,45
2015-08-04,32
2015-08-05,42
2015-08-06,33
2015-08-07,31
2015-08-08,8
2015-08-09,12
2015-08-10,39
2015-08-11,39
2015-08-12,59
2015-08-13,33
2015-08-14,34
2015-08-15,12
2015-08-16,23
2015-08-17,42
2015-08-18,38
