date,CSX stock
2017-10-06,15
2017-10-07,9
2017-10-08,5
2017-10-09,14
2017-10-10,15
2017-10-11,16
2017-10-12,21
2017-10-13,16
2017-10-14,8
2017-10-15,5
2017-10-16,16
2017-10-17,29
2017-10-18,23
2017-10-19,13
2017-10-20,18
2017-10-21,7
2017-10-22,6
2017-10-23,20
2017-10-24,13
2017-10-25,19
2017-10-26,15
2017-10-27,22
2017-10-28,7
2017-10-29,2
2017-10-30,20
2017-10-31,25
2017-11-01,19
2017-11-02,19
2017-11-03,21
2017-11-04,10
2017-11-05,4
2017-11-06,20
2017-11-07,19
2017-11-08,15
2017-11-09,14
2017-11-10,15
2017-11-11,7
2017-11-12,2
2017-11-13,16
2017-11-14,16
2017-11-15,18
2017-11-16,17
2017-11-17,17
2017-11-18,10
2017-11-19,3
2017-11-20,12
2017-11-21,23
2017-11-22,17
2017-11-23,6
2017-11-24,8
2017-11-25,5
2017-11-26,3
2017-11-27,14
2017-11-28,17
2017-11-29,22
2017-11-30,33
2017-12-01,23
2017-12-02,7
2017-12-03,5
2017-12-04,23
2017-12-05,27
2017-12-06,20
2017-12-07,22
2017-12-08,19
2017-12-09,9
2017-12-10,1
2017-12-11,23
2017-12-12,21
2017-12-13,22
2017-12-14,16
2017-12-15,77
2017-12-16,42
2017-12-17,39
2017-12-18,100
2017-12-19,56
2017-12-20,38
2017-12-21,35
2017-12-22,31
2017-12-23,8
2017-12-24,5
2017-12-25,2
2017-12-26,14
2017-12-27,20
2017-12-28,23
2017-12-29,22
2017-12-30,8
2017-12-31,6
2018-01-01,6
2018-01-02,14
2018-01-03,28
2018-01-04,24
2018-01-05,24
2018-01-06,10
2018-01-07,7
2018-01-08,24
2018-01-09,31
2018-01-10,24
2018-01-11,26
2018-01-12,23
2018-01-13,12
2018-01-14,7
2018-01-15,9
2018-01-16,29
2018-01-17,33
2018-01-18,27
2018-01-19,21
2018-01-20,7
2018-01-21,6
2018-01-22,18
2018-01-23,23
2018-01-24,21
2018-01-25,24
2018-01-26,19
2018-01-27,7
2018-01-28,3
2018-01-29,14
2018-01-30,24
2018-01-31,20
2018-02-01,17
2018-02-02,23
2018-02-03,8
2018-02-04,7
2018-02-05,24
2018-02-06,33
2018-02-07,25
2018-02-08,23
2018-02-09,31
2018-02-10,5
2018-02-11,4
2018-02-12,14
2018-02-13,21
2018-02-14,23
2018-02-15,18
2018-02-16,16
2018-02-17,10
2018-02-18,5
2018-02-19,7
2018-02-20,20
2018-02-21,16
2018-02-22,19
2018-02-23,13
2018-02-24,6
2018-02-25,2
2018-02-26,12
2018-02-27,17
2018-02-28,11
2018-03-01,17
2018-03-02,16
2018-03-03,6
2018-03-04,4
2018-03-05,18
2018-03-06,16
2018-03-07,18
2018-03-08,12
2018-03-09,15
2018-03-10,5
2018-03-11,4
2018-03-12,15
2018-03-13,11
2018-03-14,17
2018-03-15,18
2018-03-16,18
2018-03-17,7
2018-03-18,4
2018-03-19,11
2018-03-20,14
2018-03-21,11
2018-03-22,17
2018-03-23,17
2018-03-24,8
2018-03-25,3
2018-03-26,13
2018-03-27,14
2018-03-28,16
2018-03-29,16
2018-03-30,10
2018-03-31,5
2018-04-01,3
2018-04-02,17
2018-04-03,17
2018-04-04,16
2018-04-05,19
2018-04-06,14
2018-04-07,5
2018-04-08,4
2018-04-09,16
