date,CSX stock
2012-10-12,29
2012-10-13,0
2012-10-14,0
2012-10-15,18
2012-10-16,27
2012-10-17,18
2012-10-18,37
2012-10-19,47
2012-10-20,11
2012-10-21,0
2012-10-22,18
2012-10-23,0
2012-10-24,9
2012-10-25,18
2012-10-26,10
2012-10-27,0
2012-10-28,11
2012-10-29,17
2012-10-30,18
2012-10-31,18
2012-11-01,29
2012-11-02,19
2012-11-03,11
2012-11-04,0
2012-11-05,26
2012-11-06,9
2012-11-07,26
2012-11-08,36
2012-11-09,19
2012-11-10,11
2012-11-11,21
2012-11-12,18
2012-11-13,27
2012-11-14,45
2012-11-15,100
2012-11-16,56
2012-11-17,0
2012-11-18,10
2012-11-19,44
2012-11-20,0
2012-11-21,27
2012-11-22,0
2012-11-23,19
2012-11-24,32
2012-11-25,0
2012-11-26,34
2012-11-27,52
2012-11-28,35
2012-11-29,53
2012-11-30,37
2012-12-01,0
2012-12-02,10
2012-12-03,26
2012-12-04,42
2012-12-05,9
2012-12-06,18
2012-12-07,27
2012-12-08,0
2012-12-09,0
2012-12-10,17
2012-12-11,51
2012-12-12,26
2012-12-13,26
2012-12-14,18
2012-12-15,31
2012-12-16,0
2012-12-17,34
2012-12-18,26
2012-12-19,45
2012-12-20,36
2012-12-21,10
2012-12-22,0
2012-12-23,0
2012-12-24,0
2012-12-25,12
2012-12-26,10
2012-12-27,19
2012-12-28,28
2012-12-29,0
2012-12-30,0
2012-12-31,22
2013-01-01,11
2013-01-02,36
2013-01-03,26
2013-01-04,18
2013-01-05,10
2013-01-06,20
2013-01-07,8
2013-01-08,17
2013-01-09,25
2013-01-10,34
2013-01-11,53
2013-01-12,10
2013-01-13,10
2013-01-14,33
2013-01-15,41
2013-01-16,17
2013-01-17,33
2013-01-18,34
2013-01-19,10
2013-01-20,19
2013-01-21,24
2013-01-22,41
2013-01-23,41
2013-01-24,42
2013-01-25,26
2013-01-26,29
2013-01-27,10
2013-01-28,49
2013-01-29,41
2013-01-30,41
2013-01-31,33
2013-02-01,9
2013-02-02,39
2013-02-03,0
2013-02-04,25
2013-02-05,16
2013-02-06,33
2013-02-07,17
2013-02-08,51
2013-02-09,30
2013-02-10,10
2013-02-11,25
2013-02-12,42
2013-02-13,50
2013-02-14,34
2013-02-15,60
2013-02-16,20
2013-02-17,10
2013-02-18,16
2013-02-19,65
2013-02-20,41
2013-02-21,33
2013-02-22,43
2013-02-23,10
2013-02-24,10
2013-02-25,56
2013-02-26,8
2013-02-27,32
2013-02-28,49
2013-03-01,17
2013-03-02,0
2013-03-03,9
2013-03-04,32
2013-03-05,40
2013-03-06,89
2013-03-07,41
2013-03-08,42
2013-03-09,28
2013-03-10,9
2013-03-11,0
2013-03-12,55
2013-03-13,16
2013-03-14,32
2013-03-15,42
2013-03-16,28
2013-03-17,9
2013-03-18,16
2013-03-19,40
2013-03-20,56
2013-03-21,65
2013-03-22,41
2013-03-23,28
2013-03-24,19
2013-03-25,32
2013-03-26,65
2013-03-27,66
2013-03-28,34
2013-03-29,27
2013-03-30,10
2013-03-31,0
2013-04-01,42
2013-04-02,32
2013-04-03,40
2013-04-04,8
2013-04-05,33
2013-04-06,9
2013-04-07,0
2013-04-08,8
2013-04-09,24
2013-04-10,8
2013-04-11,65
2013-04-12,17
2013-04-13,29
2013-04-14,10
2013-04-15,16
2013-04-16,39
2013-04-17,16
2013-04-18,32
2013-04-19,17
2013-04-20,10
2013-04-21,10
2013-04-22,40
2013-04-23,40
2013-04-24,81
2013-04-25,41
2013-04-26,42
2013-04-27,28
2013-04-28,9
2013-04-29,24
2013-04-30,32
2013-05-01,26
2013-05-02,33
2013-05-03,43
2013-05-04,29
2013-05-05,49
2013-05-06,56
2013-05-07,48
2013-05-08,57
2013-05-09,25
2013-05-10,0
2013-05-11,29
2013-05-12,29
2013-05-13,31
2013-05-14,31
2013-05-15,32
2013-05-16,24
2013-05-17,33
2013-05-18,0
2013-05-19,10
2013-05-20,32
2013-05-21,15
2013-05-22,47
2013-05-23,24
2013-05-24,8
2013-05-25,19
2013-05-26,0
2013-05-27,8
2013-05-28,31
2013-05-29,78
2013-05-30,56
2013-05-31,42
2013-06-01,0
2013-06-02,9
2013-06-03,39
2013-06-04,24
2013-06-05,47
2013-06-06,24
2013-06-07,25
2013-06-08,19
2013-06-09,10
2013-06-10,69
2013-06-11,39
2013-06-12,0
2013-06-13,24
2013-06-14,25
2013-06-15,0
2013-06-16,29
2013-06-17,55
2013-06-18,24
2013-06-19,24
2013-06-20,48
2013-06-21,0
2013-06-22,29
2013-06-23,10
2013-06-24,24
2013-06-25,63
2013-06-26,16
2013-06-27,24
2013-06-28,34
2013-06-29,10
