date,CSX stock
2014-03-16,0
2014-03-17,36
2014-03-18,35
2014-03-19,12
2014-03-20,67
2014-03-21,44
2014-03-22,21
2014-03-23,7
2014-03-24,41
2014-03-25,47
2014-03-26,18
2014-03-27,36
2014-03-28,13
2014-03-29,0
2014-03-30,14
2014-03-31,42
2014-04-01,42
2014-04-02,42
2014-04-03,36
2014-04-04,37
2014-04-05,14
2014-04-06,7
2014-04-07,53
2014-04-08,18
2014-04-09,12
2014-04-10,12
2014-04-11,32
2014-04-12,14
2014-04-13,14
2014-04-14,30
2014-04-15,30
2014-04-16,56
2014-04-17,19
2014-04-18,42
2014-04-19,15
2014-04-20,8
2014-04-21,26
2014-04-22,54
2014-04-23,6
2014-04-24,30
2014-04-25,19
2014-04-26,0
2014-04-27,7
2014-04-28,12
2014-04-29,35
2014-04-30,43
2014-05-01,39
2014-05-02,45
2014-05-03,22
2014-05-04,28
2014-05-05,24
2014-05-06,30
2014-05-07,18
2014-05-08,91
2014-05-09,31
2014-05-10,36
2014-05-11,14
2014-05-12,12
2014-05-13,71
2014-05-14,30
2014-05-15,18
2014-05-16,37
2014-05-17,29
2014-05-18,7
2014-05-19,18
2014-05-20,0
2014-05-21,26
2014-05-22,46
2014-05-23,41
2014-05-24,16
2014-05-25,8
2014-05-26,13
2014-05-27,38
2014-05-28,13
2014-05-29,34
2014-05-30,28
2014-05-31,8
2014-06-01,0
2014-06-02,46
2014-06-03,20
2014-06-04,32
2014-06-05,40
2014-06-06,28
2014-06-07,25
2014-06-08,25
2014-06-09,34
2014-06-10,34
2014-06-11,20
2014-06-12,61
2014-06-13,35
2014-06-14,40
2014-06-15,8
2014-06-16,20
2014-06-17,20
2014-06-18,41
2014-06-19,41
2014-06-20,28
2014-06-21,25
2014-06-22,8
2014-06-23,27
2014-06-24,40
2014-06-25,59
2014-06-26,27
2014-06-27,36
2014-06-28,16
2014-06-29,16
2014-06-30,34
2014-07-01,27
2014-07-02,41
2014-07-03,28
2014-07-04,22
2014-07-05,8
2014-07-06,8
2014-07-07,27
2014-07-08,20
2014-07-09,27
2014-07-10,27
2014-07-11,21
2014-07-12,32
2014-07-13,8
2014-07-14,27
2014-07-15,46
2014-07-16,28
2014-07-17,21
2014-07-18,28
2014-07-19,17
2014-07-20,0
2014-07-21,27
2014-07-22,54
2014-07-23,28
2014-07-24,14
2014-07-25,57
2014-07-26,8
2014-07-27,25
2014-07-28,41
2014-07-29,20
2014-07-30,28
2014-07-31,41
2014-08-01,36
2014-08-02,16
2014-08-03,33
2014-08-04,13
2014-08-05,33
2014-08-06,13
2014-08-07,58
2014-08-08,36
2014-08-09,0
2014-08-10,0
2014-08-11,13
2014-08-12,7
2014-08-13,40
2014-08-14,34
2014-08-15,36
2014-08-16,16
2014-08-17,0
2014-08-18,13
2014-08-19,27
2014-08-20,33
2014-08-21,20
2014-08-22,41
2014-08-23,16
2014-08-24,8
2014-08-25,6
2014-08-26,33
2014-08-27,6
2014-08-28,13
2014-08-29,34
2014-08-30,16
2014-08-31,0
2014-09-01,13
2014-09-02,6
2014-09-03,32
2014-09-04,19
2014-09-05,27
2014-09-06,0
2014-09-07,8
2014-09-08,38
2014-09-09,25
2014-09-10,19
2014-09-11,19
2014-09-12,26
2014-09-13,8
2014-09-14,8
2014-09-15,44
2014-09-16,44
2014-09-17,44
2014-09-18,44
2014-09-19,40
2014-09-20,23
2014-09-21,7
2014-09-22,13
2014-09-23,31
2014-09-24,31
2014-09-25,90
2014-09-26,26
2014-09-27,8
2014-09-28,8
2014-09-29,19
2014-09-30,75
2014-10-01,6
2014-10-02,39
2014-10-03,34
2014-10-04,31
2014-10-05,22
2014-10-06,25
2014-10-07,38
2014-10-08,37
2014-10-09,51
2014-10-10,53
2014-10-11,8
2014-10-12,15
2014-10-13,93
2014-10-14,49
2014-10-15,100
2014-10-16,69
2014-10-17,32
2014-10-18,45
2014-10-19,38
2014-10-20,56
2014-10-21,61
2014-10-22,37
2014-10-23,31
2014-10-24,59
2014-10-25,45
2014-10-26,14
2014-10-27,36
2014-10-28,43
2014-10-29,43
2014-10-30,57
2014-10-31,20
2014-11-01,38
2014-11-02,0
2014-11-03,43
2014-11-04,18
2014-11-05,43
2014-11-06,31
2014-11-07,45
2014-11-08,22
2014-11-09,7
2014-11-10,36
2014-11-11,73
2014-11-12,42
2014-11-13,55
2014-11-14,44
2014-11-15,36
2014-11-16,7
2014-11-17,36
2014-11-18,39
2014-11-19,25
2014-11-20,67
2014-11-21,77
2014-11-22,29
2014-11-23,14
2014-11-24,36
2014-11-25,60
2014-11-26,48
2014-11-27,6
2014-11-28,19
2014-11-29,29
2014-11-30,0
2014-12-01,36
