date,CSX stock
2015-12-26,9
2015-12-27,9
2015-12-28,28
2015-12-29,8
2015-12-30,20
2015-12-31,22
2016-01-01,5
2016-01-02,9
2016-01-03,4
2016-01-04,28
2016-01-05,32
2016-01-06,36
2016-01-07,36
2016-01-08,24
2016-01-09,4
2016-01-10,13
2016-01-11,34
2016-01-12,57
2016-01-13,58
2016-01-14,46
2016-01-15,73
2016-01-16,18
2016-01-17,17
2016-01-18,16
2016-01-19,31
2016-01-20,46
2016-01-21,36
2016-01-22,41
2016-01-23,0
2016-01-24,22
2016-01-25,31
2016-01-26,31
2016-01-27,54
2016-01-28,39
2016-01-29,48
2016-01-30,9
2016-01-31,9
2016-02-01,35
2016-02-02,34
2016-02-03,46
2016-02-04,20
2016-02-05,32
2016-02-06,13
2016-02-07,9
2016-02-08,59
2016-02-09,51
2016-02-10,42
2016-02-11,47
2016-02-12,20
2016-02-13,22
2016-02-14,4
2016-02-15,12
2016-02-16,23
2016-02-17,53
2016-02-18,53
2016-02-19,27
2016-02-20,4
2016-02-21,9
2016-02-22,34
2016-02-23,34
2016-02-24,15
2016-02-25,27
2016-02-26,40
2016-02-27,22
2016-02-28,4
2016-02-29,33
2016-03-01,59
2016-03-02,45
2016-03-03,38
2016-03-04,55
2016-03-05,9
2016-03-06,9
2016-03-07,38
2016-03-08,42
2016-03-09,34
2016-03-10,27
2016-03-11,52
2016-03-12,18
2016-03-13,17
2016-03-14,38
2016-03-15,26
2016-03-16,27
2016-03-17,43
2016-03-18,24
2016-03-19,13
2016-03-20,4
2016-03-21,31
2016-03-22,35
2016-03-23,20
2016-03-24,53
2016-03-25,26
2016-03-26,0
2016-03-27,5
2016-03-28,32
2016-03-29,38
2016-03-30,35
2016-03-31,31
2016-04-01,16
2016-04-02,17
2016-04-03,4
2016-04-04,34
2016-04-05,23
2016-04-06,58
2016-04-07,27
2016-04-08,52
2016-04-09,27
2016-04-10,0
2016-04-11,19
2016-04-12,30
2016-04-13,62
2016-04-14,27
2016-04-15,24
2016-04-16,9
2016-04-17,4
2016-04-18,46
2016-04-19,34
2016-04-20,42
2016-04-21,31
2016-04-22,20
2016-04-23,13
2016-04-24,4
2016-04-25,38
2016-04-26,34
2016-04-27,27
2016-04-28,31
2016-04-29,36
2016-04-30,4
2016-05-01,4
2016-05-02,31
2016-05-03,30
2016-05-04,23
2016-05-05,20
2016-05-06,25
2016-05-07,9
2016-05-08,9
2016-05-09,23
2016-05-10,27
2016-05-11,15
2016-05-12,4
2016-05-13,16
2016-05-14,13
2016-05-15,9
2016-05-16,19
2016-05-17,19
2016-05-18,23
2016-05-19,16
2016-05-20,36
2016-05-21,9
2016-05-22,0
2016-05-23,15
2016-05-24,23
2016-05-25,16
2016-05-26,36
2016-05-27,50
2016-05-28,5
2016-05-29,9
2016-05-30,8
2016-05-31,15
2016-06-01,19
2016-06-02,8
2016-06-03,28
2016-06-04,5
2016-06-05,0
2016-06-06,19
2016-06-07,27
2016-06-08,27
2016-06-09,24
2016-06-10,16
2016-06-11,5
2016-06-12,0
2016-06-13,11
2016-06-14,42
2016-06-15,31
2016-06-16,15
2016-06-17,12
2016-06-18,5
2016-06-19,5
2016-06-20,31
2016-06-21,16
2016-06-22,35
2016-06-23,24
2016-06-24,71
2016-06-25,19
2016-06-26,0
2016-06-27,31
2016-06-28,39
2016-06-29,48
2016-06-30,32
2016-07-01,38
2016-07-02,0
2016-07-03,0
2016-07-04,8
2016-07-05,37
2016-07-06,21
2016-07-07,13
2016-07-08,26
2016-07-09,5
2016-07-10,5
2016-07-11,20
2016-07-12,45
2016-07-13,100
2016-07-14,51
2016-07-15,51
2016-07-16,14
2016-07-17,0
2016-07-18,45
2016-07-19,16
2016-07-20,17
2016-07-21,29
2016-07-22,30
2016-07-23,15
2016-07-24,5
2016-07-25,12
2016-07-26,20
2016-07-27,49
2016-07-28,58
2016-07-29,17
2016-07-30,0
2016-07-31,0
2016-08-01,37
2016-08-02,12
2016-08-03,16
2016-08-04,29
2016-08-05,26
2016-08-06,10
2016-08-07,5
2016-08-08,30
2016-08-09,42
2016-08-10,9
2016-08-11,9
2016-08-12,14
2016-08-13,10
2016-08-14,0
2016-08-15,14
2016-08-16,17
2016-08-17,9
2016-08-18,31
2016-08-19,31
2016-08-20,0
2016-08-21,5
2016-08-22,13
2016-08-23,17
2016-08-24,25
2016-08-25,20
2016-08-26,21
2016-08-27,14
2016-08-28,0
2016-08-29,28
2016-08-30,24
2016-08-31,20
2016-09-01,32
2016-09-02,38
2016-09-03,19
2016-09-04,0
2016-09-05,16
2016-09-06,31
2016-09-07,45
2016-09-08,29
2016-09-09,25
2016-09-10,5
2016-09-11,14
