date,CSX stock
2011-05-11,30
2011-05-12,30
2011-05-13,16
2011-05-14,19
2011-05-15,0
2011-05-16,66
2011-05-17,15
2011-05-18,30
2011-05-19,23
2011-05-20,40
2011-05-21,19
2011-05-22,19
2011-05-23,15
2011-05-24,60
2011-05-25,22
2011-05-26,37
2011-05-27,48
2011-05-28,19
2011-05-29,19
2011-05-30,16
2011-05-31,44
2011-06-01,68
2011-06-02,55
2011-06-03,48
2011-06-04,20
2011-06-05,19
2011-06-06,45
2011-06-07,0
2011-06-08,37
2011-06-09,22
2011-06-10,32
2011-06-11,19
2011-06-12,0
2011-06-13,15
2011-06-14,15
2011-06-15,45
2011-06-16,98
2011-06-17,63
2011-06-18,38
2011-06-19,48
2011-06-20,80
2011-06-21,52
2011-06-22,67
2011-06-23,55
2011-06-24,64
2011-06-25,38
2011-06-26,19
2011-06-27,67
2011-06-28,44
2011-06-29,75
2011-06-30,46
2011-07-01,56
2011-07-02,49
2011-07-03,20
2011-07-04,16
2011-07-05,53
2011-07-06,60
2011-07-07,46
2011-07-08,32
2011-07-09,20
2011-07-10,39
2011-07-11,52
2011-07-12,75
2011-07-13,46
2011-07-14,54
2011-07-15,33
2011-07-16,79
2011-07-17,19
2011-07-18,45
2011-07-19,52
2011-07-20,68
2011-07-21,15
2011-07-22,48
2011-07-23,28
2011-07-24,47
2011-07-25,52
2011-07-26,30
2011-07-27,45
2011-07-28,30
2011-07-29,40
2011-07-30,19
2011-07-31,0
2011-08-01,23
2011-08-02,38
2011-08-03,15
2011-08-04,23
2011-08-05,94
2011-08-06,57
2011-08-07,18
2011-08-08,72
2011-08-09,94
2011-08-10,96
2011-08-11,59
2011-08-12,39
2011-08-13,38
2011-08-14,19
2011-08-15,54
2011-08-16,37
2011-08-17,15
2011-08-18,52
2011-08-19,62
2011-08-20,19
2011-08-21,36
2011-08-22,43
2011-08-23,43
2011-08-24,58
2011-08-25,50
2011-08-26,38
2011-08-27,45
2011-08-28,18
2011-08-29,14
2011-08-30,57
2011-08-31,29
2011-09-01,36
2011-09-02,30
2011-09-03,18
2011-09-04,0
2011-09-05,14
2011-09-06,35
2011-09-07,42
2011-09-08,42
2011-09-09,22
2011-09-10,26
2011-09-11,0
2011-09-12,14
2011-09-13,13
2011-09-14,14
2011-09-15,35
2011-09-16,29
2011-09-17,17
2011-09-18,0
2011-09-19,27
2011-09-20,27
2011-09-21,68
2011-09-22,48
2011-09-23,65
2011-09-24,17
2011-09-25,17
2011-09-26,34
2011-09-27,27
2011-09-28,54
2011-09-29,41
2011-09-30,51
2011-10-01,34
2011-10-02,0
2011-10-03,28
2011-10-04,33
2011-10-05,20
2011-10-06,41
2011-10-07,100
2011-10-08,16
2011-10-09,16
2011-10-10,40
2011-10-11,38
2011-10-12,33
2011-10-13,54
2011-10-14,28
2011-10-15,33
2011-10-16,0
2011-10-17,13
2011-10-18,13
2011-10-19,46
2011-10-20,40
2011-10-21,43
2011-10-22,17
2011-10-23,24
2011-10-24,39
2011-10-25,39
2011-10-26,67
2011-10-27,47
2011-10-28,35
2011-10-29,17
2011-10-30,16
2011-10-31,41
2011-11-01,48
2011-11-02,33
2011-11-03,40
2011-11-04,82
2011-11-05,0
2011-11-06,16
2011-11-07,33
2011-11-08,33
2011-11-09,46
2011-11-10,53
2011-11-11,35
2011-11-12,32
2011-11-13,16
2011-11-14,39
2011-11-15,52
2011-11-16,20
2011-11-17,20
2011-11-18,41
2011-11-19,16
2011-11-20,24
2011-11-21,26
2011-11-22,26
2011-11-23,40
2011-11-24,0
2011-11-25,36
2011-11-26,16
2011-11-27,16
2011-11-28,32
2011-11-29,64
2011-11-30,45
2011-12-01,52
2011-12-02,62
2011-12-03,0
2011-12-04,0
2011-12-05,19
2011-12-06,32
2011-12-07,13
2011-12-08,26
2011-12-09,48
2011-12-10,31
2011-12-11,15
2011-12-12,19
2011-12-13,25
2011-12-14,19
2011-12-15,33
2011-12-16,41
2011-12-17,0
2011-12-18,16
2011-12-19,20
2011-12-20,13
2011-12-21,14
2011-12-22,35
2011-12-23,44
2011-12-24,18
2011-12-25,38
2011-12-26,0
2011-12-27,55
2011-12-28,0
2011-12-29,28
2011-12-30,30
2011-12-31,0
2012-01-01,0
2012-01-02,14
2012-01-03,19
2012-01-04,19
2012-01-05,51
2012-01-06,13
2012-01-07,15
2012-01-08,15
2012-01-09,50
2012-01-10,31
2012-01-11,62
2012-01-12,44
2012-01-13,52
2012-01-14,15
2012-01-15,0
2012-01-16,18
2012-01-17,30
2012-01-18,18
2012-01-19,31
2012-01-20,32
2012-01-21,37
2012-01-22,29
2012-01-23,31
2012-01-24,30
2012-01-25,61
2012-01-26,31
