date,CSX stock
2014-07-24,39
2014-07-25,49
2014-07-26,19
2014-07-27,19
2014-07-28,43
2014-07-29,35
2014-07-30,36
2014-07-31,44
2014-08-01,41
2014-08-02,14
2014-08-03,24
2014-08-04,47
2014-08-05,35
2014-08-06,19
2014-08-07,45
2014-08-08,37
2014-08-09,19
2014-08-10,9
2014-08-11,8
2014-08-12,15
2014-08-13,62
2014-08-14,24
2014-08-15,42
2014-08-16,14
2014-08-17,14
2014-08-18,39
2014-08-19,19
2014-08-20,34
2014-08-21,38
2014-08-22,36
2014-08-23,14
2014-08-24,14
2014-08-25,26
2014-08-26,38
2014-08-27,22
2014-08-28,38
2014-08-29,28
2014-08-30,18
2014-08-31,18
2014-09-01,8
2014-09-02,18
2014-09-03,33
2014-09-04,48
2014-09-05,46
2014-09-06,9
2014-09-07,13
2014-09-08,29
2014-09-09,25
2014-09-10,40
2014-09-11,37
2014-09-12,35
2014-09-13,9
2014-09-14,17
2014-09-15,25
2014-09-16,22
2014-09-17,48
2014-09-18,37
2014-09-19,38
2014-09-20,18
2014-09-21,0
2014-09-22,29
2014-09-23,43
2014-09-24,37
2014-09-25,52
2014-09-26,34
2014-09-27,18
2014-09-28,0
2014-09-29,14
2014-09-30,51
2014-10-01,22
2014-10-02,52
2014-10-03,47
2014-10-04,31
2014-10-05,9
2014-10-06,29
2014-10-07,58
2014-10-08,58
2014-10-09,40
2014-10-10,49
2014-10-11,26
2014-10-12,13
2014-10-13,100
2014-10-14,93
2014-10-15,90
2014-10-16,86
2014-10-17,71
2014-10-18,48
2014-10-19,30
2014-10-20,53
2014-10-21,56
2014-10-22,39
2014-10-23,22
2014-10-24,68
2014-10-25,22
2014-10-26,17
2014-10-27,77
2014-10-28,63
2014-10-29,29
2014-10-30,69
2014-10-31,45
2014-11-01,30
2014-11-02,17
2014-11-03,36
2014-11-04,49
2014-11-05,84
2014-11-06,39
2014-11-07,74
2014-11-08,21
2014-11-09,12
2014-11-10,63
2014-11-11,66
2014-11-12,46
2014-11-13,56
2014-11-14,43
2014-11-15,33
2014-11-16,28
2014-11-17,45
2014-11-18,34
2014-11-19,44
2014-11-20,36
2014-11-21,62
2014-11-22,16
2014-11-23,20
2014-11-24,45
2014-11-25,79
2014-11-26,56
2014-11-27,22
2014-11-28,55
2014-11-29,33
2014-11-30,8
2014-12-01,54
2014-12-02,55
2014-12-03,49
2014-12-04,56
2014-12-05,40
2014-12-06,8
2014-12-07,16
2014-12-08,35
2014-12-09,45
2014-12-10,32
2014-12-11,78
2014-12-12,44
2014-12-13,21
2014-12-14,12
2014-12-15,49
2014-12-16,28
2014-12-17,40
2014-12-18,51
2014-12-19,80
2014-12-20,26
2014-12-21,26
2014-12-22,56
2014-12-23,89
2014-12-24,26
2014-12-25,14
2014-12-26,29
2014-12-27,13
2014-12-28,21
2014-12-29,41
2014-12-30,68
2014-12-31,25
2015-01-01,31
2015-01-02,27
2015-01-03,16
2015-01-04,12
2015-01-05,66
2015-01-06,38
2015-01-07,37
2015-01-08,37
2015-01-09,38
2015-01-10,12
2015-01-11,16
2015-01-12,30
2015-01-13,40
2015-01-14,73
2015-01-15,44
2015-01-16,42
2015-01-17,24
2015-01-18,12
2015-01-19,17
2015-01-20,43
2015-01-21,33
2015-01-22,37
2015-01-23,45
2015-01-24,27
2015-01-25,16
2015-01-26,26
2015-01-27,33
2015-01-28,56
2015-01-29,53
2015-01-30,21
2015-01-31,31
2015-02-01,15
2015-02-02,36
2015-02-03,69
2015-02-04,33
2015-02-05,46
2015-02-06,59
2015-02-07,16
2015-02-08,23
2015-02-09,36
2015-02-10,33
2015-02-11,56
2015-02-12,44
2015-02-13,84
2015-02-14,24
2015-02-15,16
2015-02-16,35
2015-02-17,62
2015-02-18,54
2015-02-19,34
2015-02-20,31
2015-02-21,23
2015-02-22,8
2015-02-23,43
2015-02-24,39
2015-02-25,23
2015-02-26,60
2015-02-27,51
2015-02-28,50
2015-03-01,8
2015-03-02,55
2015-03-03,46
2015-03-04,39
2015-03-05,43
2015-03-06,31
2015-03-07,20
2015-03-08,16
2015-03-09,39
2015-03-10,39
2015-03-11,33
2015-03-12,30
2015-03-13,31
2015-03-14,27
2015-03-15,15
2015-03-16,46
2015-03-17,46
2015-03-18,40
2015-03-19,46
2015-03-20,30
2015-03-21,35
2015-03-22,11
2015-03-23,33
2015-03-24,46
2015-03-25,43
2015-03-26,38
2015-03-27,59
2015-03-28,8
2015-03-29,8
2015-03-30,43
2015-03-31,49
2015-04-01,30
2015-04-02,21
2015-04-03,11
2015-04-04,16
2015-04-05,16
2015-04-06,28
2015-04-07,16
2015-04-08,43
2015-04-09,16
2015-04-10,31
