date,CSX stock
2013-06-29,30
2013-06-30,10
2013-07-01,24
2013-07-02,32
2013-07-03,8
2013-07-04,17
2013-07-05,35
2013-07-06,10
2013-07-07,10
2013-07-08,16
2013-07-09,32
2013-07-10,41
2013-07-11,16
2013-07-12,26
2013-07-13,10
2013-07-14,20
2013-07-15,8
2013-07-16,56
2013-07-17,49
2013-07-18,25
2013-07-19,59
2013-07-20,50
2013-07-21,10
2013-07-22,40
2013-07-23,32
2013-07-24,24
2013-07-25,25
2013-07-26,17
2013-07-27,10
2013-07-28,10
2013-07-29,24
2013-07-30,32
2013-07-31,41
2013-08-01,50
2013-08-02,43
2013-08-03,10
2013-08-04,20
2013-08-05,49
2013-08-06,24
2013-08-07,33
2013-08-08,17
2013-08-09,78
2013-08-10,10
2013-08-11,10
2013-08-12,16
2013-08-13,40
2013-08-14,24
2013-08-15,43
2013-08-16,60
2013-08-17,10
2013-08-18,19
2013-08-19,24
2013-08-20,32
2013-08-21,32
2013-08-22,16
2013-08-23,17
2013-08-24,0
2013-08-25,0
2013-08-26,31
2013-08-27,31
2013-08-28,46
2013-08-29,47
2013-08-30,16
2013-08-31,9
2013-09-01,0
2013-09-02,24
2013-09-03,46
2013-09-04,31
2013-09-05,8
2013-09-06,49
2013-09-07,19
2013-09-08,0
2013-09-09,8
2013-09-10,23
2013-09-11,30
2013-09-12,46
2013-09-13,55
2013-09-14,0
2013-09-15,0
2013-09-16,30
2013-09-17,46
2013-09-18,30
2013-09-19,31
2013-09-20,24
2013-09-21,0
2013-09-22,0
2013-09-23,31
2013-09-24,53
2013-09-25,38
2013-09-26,47
2013-09-27,32
2013-09-28,9
2013-09-29,0
2013-09-30,30
2013-10-01,52
2013-10-02,46
2013-10-03,8
2013-10-04,24
2013-10-05,36
2013-10-06,0
2013-10-07,23
2013-10-08,30
2013-10-09,45
2013-10-10,38
2013-10-11,32
2013-10-12,28
2013-10-13,9
2013-10-14,23
2013-10-15,54
2013-10-16,76
2013-10-17,31
2013-10-18,40
2013-10-19,9
2013-10-20,17
2013-10-21,15
2013-10-22,29
2013-10-23,45
2013-10-24,46
2013-10-25,39
2013-10-26,18
2013-10-27,9
2013-10-28,22
2013-10-29,22
2013-10-30,7
2013-10-31,54
2013-11-01,24
2013-11-02,27
2013-11-03,0
2013-11-04,45
2013-11-05,44
2013-11-06,51
2013-11-07,38
2013-11-08,54
2013-11-09,53
2013-11-10,26
2013-11-11,30
2013-11-12,37
2013-11-13,7
2013-11-14,30
2013-11-15,23
2013-11-16,0
2013-11-17,9
2013-11-18,22
2013-11-19,58
2013-11-20,37
2013-11-21,66
2013-11-22,15
2013-11-23,17
2013-11-24,34
2013-11-25,57
2013-11-26,58
2013-11-27,29
2013-11-28,16
2013-11-29,8
2013-11-30,9
2013-12-01,8
2013-12-02,14
2013-12-03,37
2013-12-04,36
2013-12-05,52
2013-12-06,38
2013-12-07,9
2013-12-08,9
2013-12-09,36
2013-12-10,15
2013-12-11,51
2013-12-12,30
2013-12-13,39
2013-12-14,9
2013-12-15,35
2013-12-16,7
2013-12-17,7
2013-12-18,53
2013-12-19,39
2013-12-20,57
2013-12-21,18
2013-12-22,9
2013-12-23,33
2013-12-24,54
2013-12-25,0
2013-12-26,51
2013-12-27,33
2013-12-28,9
2013-12-29,18
2013-12-30,24
2013-12-31,44
2014-01-01,9
2014-01-02,23
2014-01-03,38
2014-01-04,8
2014-01-05,0
2014-01-06,51
2014-01-07,43
2014-01-08,50
2014-01-09,44
2014-01-10,30
2014-01-11,17
2014-01-12,33
2014-01-13,42
2014-01-14,56
2014-01-15,78
2014-01-16,100
2014-01-17,29
2014-01-18,25
2014-01-19,41
2014-01-20,56
2014-01-21,56
2014-01-22,28
2014-01-23,28
2014-01-24,58
2014-01-25,8
2014-01-26,16
2014-01-27,21
2014-01-28,21
2014-01-29,77
2014-01-30,49
2014-01-31,15
2014-02-01,16
2014-02-02,24
2014-02-03,35
2014-02-04,76
2014-02-05,42
2014-02-06,38
2014-02-07,40
2014-02-08,8
2014-02-09,8
2014-02-10,34
2014-02-11,48
2014-02-12,21
2014-02-13,49
2014-02-14,37
2014-02-15,8
2014-02-16,0
2014-02-17,21
2014-02-18,7
2014-02-19,49
2014-02-20,43
2014-02-21,37
2014-02-22,8
2014-02-23,0
2014-02-24,34
2014-02-25,14
2014-02-26,41
2014-02-27,14
2014-02-28,44
2014-03-01,0
2014-03-02,8
2014-03-03,42
2014-03-04,49
2014-03-05,63
2014-03-06,71
2014-03-07,51
2014-03-08,25
2014-03-09,16
2014-03-10,42
2014-03-11,49
2014-03-12,34
2014-03-13,43
2014-03-14,89
2014-03-15,16
2014-03-16,0
