date,CSX stock
2015-04-10,26
2015-04-11,13
2015-04-12,10
2015-04-13,8
2015-04-14,32
2015-04-15,51
2015-04-16,32
2015-04-17,31
2015-04-18,22
2015-04-19,6
2015-04-20,34
2015-04-21,48
2015-04-22,56
2015-04-23,49
2015-04-24,50
2015-04-25,32
2015-04-26,9
2015-04-27,55
2015-04-28,34
2015-04-29,61
2015-04-30,50
2015-05-01,45
2015-05-02,16
2015-05-03,9
2015-05-04,59
2015-05-05,48
2015-05-06,29
2015-05-07,19
2015-05-08,40
2015-05-09,10
2015-05-10,29
2015-05-11,21
2015-05-12,13
2015-05-13,40
2015-05-14,44
2015-05-15,28
2015-05-16,22
2015-05-17,16
2015-05-18,29
2015-05-19,29
2015-05-20,24
2015-05-21,22
2015-05-22,31
2015-05-23,19
2015-05-24,10
2015-05-25,14
2015-05-26,18
2015-05-27,34
2015-05-28,21
2015-05-29,42
2015-05-30,19
2015-05-31,16
2015-06-01,21
2015-06-02,21
2015-06-03,26
2015-06-04,28
2015-06-05,28
2015-06-06,19
2015-06-07,10
2015-06-08,26
2015-06-09,31
2015-06-10,24
2015-06-11,38
2015-06-12,42
2015-06-13,13
2015-06-14,6
2015-06-15,16
2015-06-16,29
2015-06-17,29
2015-06-18,35
2015-06-19,28
2015-06-20,13
2015-06-21,6
2015-06-22,21
2015-06-23,35
2015-06-24,34
2015-06-25,24
2015-06-26,19
2015-06-27,19
2015-06-28,32
2015-06-29,40
2015-06-30,27
2015-07-01,41
2015-07-02,30
2015-07-03,23
2015-07-04,7
2015-07-05,23
2015-07-06,16
2015-07-07,16
2015-07-08,40
2015-07-09,43
2015-07-10,45
2015-07-11,26
2015-07-12,13
2015-07-13,24
2015-07-14,37
2015-07-15,56
2015-07-16,33
2015-07-17,34
2015-07-18,24
2015-07-19,21
2015-07-20,17
2015-07-21,40
2015-07-22,32
2015-07-23,33
2015-07-24,28
2015-07-25,26
2015-07-26,13
2015-07-27,26
2015-07-28,37
2015-07-29,19
2015-07-30,38
2015-07-31,37
2015-08-01,45
2015-08-02,6
2015-08-03,19
2015-08-04,24
2015-08-05,30
2015-08-06,30
2015-08-07,20
2015-08-08,13
2015-08-09,6
2015-08-10,27
2015-08-11,42
2015-08-12,40
2015-08-13,24
2015-08-14,42
2015-08-15,19
2015-08-16,19
2015-08-17,29
2015-08-18,47
2015-08-19,27
2015-08-20,42
2015-08-21,41
2015-08-22,25
2015-08-23,12
2015-08-24,66
2015-08-25,82
2015-08-26,70
2015-08-27,100
2015-08-28,36
2015-08-29,25
2015-08-30,9
2015-08-31,43
2015-09-01,36
2015-09-02,39
2015-09-03,42
2015-09-04,54
2015-09-05,12
2015-09-06,6
2015-09-07,11
2015-09-08,43
2015-09-09,25
2015-09-10,23
2015-09-11,32
2015-09-12,12
2015-09-13,12
2015-09-14,20
2015-09-15,30
2015-09-16,35
2015-09-17,33
2015-09-18,42
2015-09-19,9
2015-09-20,9
2015-09-21,37
2015-09-22,23
2015-09-23,30
2015-09-24,39
2015-09-25,43
2015-09-26,18
2015-09-27,24
2015-09-28,49
2015-09-29,25
2015-09-30,63
2015-10-01,33
2015-10-02,40
2015-10-03,24
2015-10-04,20
2015-10-05,30
2015-10-06,39
2015-10-07,30
2015-10-08,43
2015-10-09,36
2015-10-10,12
2015-10-11,21
2015-10-12,44
2015-10-13,25
2015-10-14,40
2015-10-15,60
2015-10-16,23
2015-10-17,23
2015-10-18,17
2015-10-19,22
2015-10-20,34
2015-10-21,37
2015-10-22,33
2015-10-23,39
2015-10-24,12
2015-10-25,6
2015-10-26,19
2015-10-27,34
2015-10-28,34
2015-10-29,23
2015-10-30,37
2015-10-31,21
2015-11-01,9
2015-11-02,22
2015-11-03,29
2015-11-04,32
2015-11-05,27
2015-11-06,39
2015-11-07,23
2015-11-08,29
2015-11-09,29
2015-11-10,42
2015-11-11,33
2015-11-12,25
2015-11-13,23
2015-11-14,9
2015-11-15,14
2015-11-16,20
2015-11-17,32
2015-11-18,37
2015-11-19,47
2015-11-20,36
2015-11-21,26
2015-11-22,6
2015-11-23,32
2015-11-24,27
2015-11-25,30
2015-11-26,8
2015-11-27,8
2015-11-28,20
2015-11-29,11
2015-11-30,24
2015-12-01,29
2015-12-02,39
2015-12-03,20
2015-12-04,39
2015-12-05,9
2015-12-06,6
2015-12-07,15
2015-12-08,27
2015-12-09,44
2015-12-10,40
2015-12-11,44
2015-12-12,23
2015-12-13,11
2015-12-14,44
2015-12-15,43
2015-12-16,30
2015-12-17,42
2015-12-18,30
2015-12-19,12
2015-12-20,12
2015-12-21,29
2015-12-22,56
2015-12-23,25
2015-12-24,35
2015-12-25,10
2015-12-26,12
