date,ADP stock
2014-03-16,0
2014-03-17,26
2014-03-18,9
2014-03-19,9
2014-03-20,9
2014-03-21,9
2014-03-22,0
2014-03-23,10
2014-03-24,17
2014-03-25,8
2014-03-26,9
2014-03-27,0
2014-03-28,9
2014-03-29,30
2014-03-30,0
2014-03-31,17
2014-04-01,9
2014-04-02,17
2014-04-03,9
2014-04-04,18
2014-04-05,10
2014-04-06,0
2014-04-07,51
2014-04-08,51
2014-04-09,35
2014-04-10,35
2014-04-11,46
2014-04-12,0
2014-04-13,0
2014-04-14,17
2014-04-15,17
2014-04-16,35
2014-04-17,28
2014-04-18,0
2014-04-19,0
2014-04-20,0
2014-04-21,28
2014-04-22,43
2014-04-23,9
2014-04-24,26
2014-04-25,28
2014-04-26,0
2014-04-27,0
2014-04-28,17
2014-04-29,34
2014-04-30,35
2014-05-01,19
2014-05-02,28
2014-05-03,10
2014-05-04,0
2014-05-05,9
2014-05-06,9
2014-05-07,9
2014-05-08,17
2014-05-09,37
2014-05-10,0
2014-05-11,0
2014-05-12,0
2014-05-13,34
2014-05-14,17
2014-05-15,26
2014-05-16,27
2014-05-17,0
2014-05-18,0
2014-05-19,0
2014-05-20,26
2014-05-21,0
2014-05-22,0
2014-05-23,0
2014-05-24,12
2014-05-25,0
2014-05-26,0
2014-05-27,9
2014-05-28,19
2014-05-29,0
2014-05-30,10
2014-05-31,0
2014-06-01,0
2014-06-02,38
2014-06-03,19
2014-06-04,9
2014-06-05,10
2014-06-06,31
2014-06-07,0
2014-06-08,12
2014-06-09,10
2014-06-10,19
2014-06-11,19
2014-06-12,19
2014-06-13,20
2014-06-14,12
2014-06-15,11
2014-06-16,28
2014-06-17,0
2014-06-18,29
2014-06-19,49
2014-06-20,10
2014-06-21,0
2014-06-22,0
2014-06-23,19
2014-06-24,10
2014-06-25,0
2014-06-26,0
2014-06-27,0
2014-06-28,12
2014-06-29,0
2014-06-30,29
2014-07-01,19
2014-07-02,10
2014-07-03,10
2014-07-04,0
2014-07-05,12
2014-07-06,0
2014-07-07,58
2014-07-08,19
2014-07-09,0
2014-07-10,20
2014-07-11,10
2014-07-12,0
2014-07-13,0
2014-07-14,19
2014-07-15,0
2014-07-16,10
2014-07-17,20
2014-07-18,10
2014-07-19,12
2014-07-20,24
2014-07-21,10
2014-07-22,29
2014-07-23,40
2014-07-24,10
2014-07-25,21
2014-07-26,0
2014-07-27,0
2014-07-28,0
2014-07-29,49
2014-07-30,30
2014-07-31,0
2014-08-01,41
2014-08-02,24
2014-08-03,24
2014-08-04,10
2014-08-05,29
2014-08-06,10
2014-08-07,28
2014-08-08,10
2014-08-09,0
2014-08-10,0
2014-08-11,10
2014-08-12,39
2014-08-13,29
2014-08-14,20
2014-08-15,32
2014-08-16,12
2014-08-17,0
2014-08-18,19
2014-08-19,10
2014-08-20,19
2014-08-21,39
2014-08-22,20
2014-08-23,0
2014-08-24,11
2014-08-25,9
2014-08-26,9
2014-08-27,37
2014-08-28,10
2014-08-29,20
2014-08-30,11
2014-08-31,0
2014-09-01,0
2014-09-02,27
2014-09-03,18
2014-09-04,19
2014-09-05,48
2014-09-06,0
2014-09-07,11
2014-09-08,9
2014-09-09,9
2014-09-10,9
2014-09-11,18
2014-09-12,38
2014-09-13,0
2014-09-14,0
2014-09-15,27
2014-09-16,18
2014-09-17,37
2014-09-18,18
2014-09-19,19
2014-09-20,11
2014-09-21,0
2014-09-22,18
2014-09-23,27
2014-09-24,9
2014-09-25,18
2014-09-26,19
2014-09-27,11
2014-09-28,11
2014-09-29,18
2014-09-30,18
2014-10-01,100
2014-10-02,64
2014-10-03,49
2014-10-04,11
2014-10-05,0
2014-10-06,54
2014-10-07,27
2014-10-08,9
2014-10-09,9
2014-10-10,29
2014-10-11,0
2014-10-12,0
2014-10-13,9
2014-10-14,0
2014-10-15,36
2014-10-16,9
2014-10-17,0
2014-10-18,0
2014-10-19,0
2014-10-20,9
2014-10-21,26
2014-10-22,18
2014-10-23,18
2014-10-24,0
2014-10-25,22
2014-10-26,0
2014-10-27,9
2014-10-28,18
2014-10-29,18
2014-10-30,27
2014-10-31,10
2014-11-01,0
2014-11-02,21
2014-11-03,9
2014-11-04,35
2014-11-05,17
2014-11-06,0
2014-11-07,28
2014-11-08,0
2014-11-09,10
2014-11-10,63
2014-11-11,18
2014-11-12,18
2014-11-13,0
2014-11-14,18
2014-11-15,0
2014-11-16,10
2014-11-17,17
2014-11-18,28
2014-11-19,0
2014-11-20,9
2014-11-21,18
2014-11-22,10
2014-11-23,0
2014-11-24,17
2014-11-25,0
2014-11-26,9
2014-11-27,0
2014-11-28,19
2014-11-29,10
2014-11-30,10
2014-12-01,26
