date,ADP stock
2015-08-18,15
2015-08-19,44
2015-08-20,44
2015-08-21,0
2015-08-22,35
2015-08-23,0
2015-08-24,71
2015-08-25,71
2015-08-26,29
2015-08-27,29
2015-08-28,46
2015-08-29,0
2015-08-30,34
2015-08-31,42
2015-09-01,56
2015-09-02,71
2015-09-03,57
2015-09-04,59
2015-09-05,34
2015-09-06,0
2015-09-07,30
2015-09-08,28
2015-09-09,70
2015-09-10,43
2015-09-11,74
2015-09-12,16
2015-09-13,0
2015-09-14,14
2015-09-15,0
2015-09-16,14
2015-09-17,14
2015-09-18,29
2015-09-19,49
2015-09-20,16
2015-09-21,41
2015-09-22,41
2015-09-23,28
2015-09-24,14
2015-09-25,15
2015-09-26,33
2015-09-27,17
2015-09-28,54
2015-09-29,55
2015-09-30,41
2015-10-01,14
2015-10-02,29
2015-10-03,0
2015-10-04,16
2015-10-05,41
2015-10-06,14
2015-10-07,28
2015-10-08,14
2015-10-09,43
2015-10-10,0
2015-10-11,0
2015-10-12,57
2015-10-13,27
2015-10-14,27
2015-10-15,55
2015-10-16,43
2015-10-17,16
2015-10-18,16
2015-10-19,41
2015-10-20,13
2015-10-21,27
2015-10-22,55
2015-10-23,43
2015-10-24,32
2015-10-25,16
2015-10-26,27
2015-10-27,0
2015-10-28,54
2015-10-29,83
2015-10-30,14
2015-10-31,0
2015-11-01,33
2015-11-02,55
2015-11-03,40
2015-11-04,80
2015-11-05,27
2015-11-06,43
2015-11-07,16
2015-11-08,0
2015-11-09,27
2015-11-10,13
2015-11-11,56
2015-11-12,28
2015-11-13,14
2015-11-14,0
2015-11-15,0
2015-11-16,53
2015-11-17,54
2015-11-18,41
2015-11-19,14
2015-11-20,14
2015-11-21,0
2015-11-22,0
2015-11-23,14
2015-11-24,40
2015-11-25,14
2015-11-26,29
2015-11-27,58
2015-11-28,0
2015-11-29,62
2015-11-30,40
2015-12-01,40
2015-12-02,13
2015-12-03,14
2015-12-04,28
2015-12-05,32
2015-12-06,16
2015-12-07,14
2015-12-08,27
2015-12-09,41
2015-12-10,55
2015-12-11,14
2015-12-12,0
2015-12-13,16
2015-12-14,40
2015-12-15,28
2015-12-16,42
2015-12-17,14
2015-12-18,30
2015-12-19,0
2015-12-20,0
2015-12-21,0
2015-12-22,15
2015-12-23,46
2015-12-24,17
2015-12-25,0
2015-12-26,0
2015-12-27,34
2015-12-28,15
2015-12-29,45
2015-12-30,15
2015-12-31,33
2016-01-01,19
2016-01-02,0
2016-01-03,0
2016-01-04,59
2016-01-05,44
2016-01-06,15
2016-01-07,59
2016-01-08,60
2016-01-09,49
2016-01-10,16
2016-01-11,71
2016-01-12,57
2016-01-13,72
2016-01-14,43
2016-01-15,45
2016-01-16,17
2016-01-17,0
2016-01-18,72
2016-01-19,43
2016-01-20,43
2016-01-21,0
2016-01-22,30
2016-01-23,16
2016-01-24,0
2016-01-25,28
2016-01-26,71
2016-01-27,14
2016-01-28,72
2016-01-29,59
2016-01-30,0
2016-01-31,16
2016-02-01,72
2016-02-02,29
2016-02-03,43
2016-02-04,14
2016-02-05,45
2016-02-06,0
2016-02-07,16
2016-02-08,15
2016-02-09,15
2016-02-10,14
2016-02-11,58
2016-02-12,59
2016-02-13,16
2016-02-14,16
2016-02-15,57
2016-02-16,70
2016-02-17,43
2016-02-18,43
2016-02-19,29
2016-02-20,16
2016-02-21,0
2016-02-22,0
2016-02-23,70
2016-02-24,14
2016-02-25,43
2016-02-26,15
2016-02-27,0
2016-02-28,0
2016-02-29,41
2016-03-01,69
2016-03-02,55
2016-03-03,43
2016-03-04,59
2016-03-05,16
2016-03-06,16
2016-03-07,42
2016-03-08,14
2016-03-09,28
2016-03-10,28
2016-03-11,30
2016-03-12,0
2016-03-13,16
2016-03-14,28
2016-03-15,42
2016-03-16,56
2016-03-17,44
2016-03-18,89
2016-03-19,0
2016-03-20,0
2016-03-21,71
2016-03-22,14
2016-03-23,44
2016-03-24,15
2016-03-25,16
2016-03-26,0
2016-03-27,0
2016-03-28,30
2016-03-29,28
2016-03-30,14
2016-03-31,72
2016-04-01,59
2016-04-02,49
2016-04-03,32
2016-04-04,28
2016-04-05,14
2016-04-06,85
2016-04-07,28
2016-04-08,45
2016-04-09,50
2016-04-10,33
2016-04-11,28
2016-04-12,14
2016-04-13,14
2016-04-14,57
2016-04-15,60
2016-04-16,17
2016-04-17,33
2016-04-18,100
2016-04-19,14
2016-04-20,14
2016-04-21,29
2016-04-22,30
2016-04-23,17
2016-04-24,0
2016-04-25,0
2016-04-26,42
2016-04-27,28
2016-04-28,43
2016-04-29,30
2016-04-30,0
2016-05-01,0
2016-05-02,58
2016-05-03,56
2016-05-04,43
