date,ADP stock
2018-02-13,49
2018-02-14,69
2018-02-15,79
2018-02-16,72
2018-02-17,45
2018-02-18,0
2018-02-19,10
2018-02-20,48
2018-02-21,68
2018-02-22,58
2018-02-23,91
2018-02-24,0
2018-02-25,22
2018-02-26,58
2018-02-27,67
2018-02-28,76
2018-03-01,38
2018-03-02,50
2018-03-03,11
2018-03-04,22
2018-03-05,56
2018-03-06,38
2018-03-07,19
2018-03-08,39
2018-03-09,41
2018-03-10,11
2018-03-11,11
2018-03-12,9
2018-03-13,48
2018-03-14,76
2018-03-15,20
2018-03-16,59
2018-03-17,45
2018-03-18,22
2018-03-19,38
2018-03-20,38
2018-03-21,58
2018-03-22,20
2018-03-23,80
2018-03-24,23
2018-03-25,0
2018-03-26,68
2018-03-27,59
2018-03-28,100
2018-03-29,52
2018-03-30,55
2018-03-31,11
2018-04-01,23
2018-04-02,62
2018-04-03,49
2018-04-04,39
2018-04-05,49
2018-04-06,82
2018-04-07,23
2018-04-08,45
