date,ADP stock
2017-01-19,7
2017-01-20,22
2017-01-21,4
2017-01-22,8
2017-01-23,22
2017-01-24,22
2017-01-25,37
2017-01-26,25
2017-01-27,15
2017-01-28,13
2017-01-29,8
2017-01-30,18
2017-01-31,11
2017-02-01,39
2017-02-02,4
2017-02-03,30
2017-02-04,8
2017-02-05,12
2017-02-06,10
2017-02-07,21
2017-02-08,11
2017-02-09,7
2017-02-10,4
2017-02-11,8
2017-02-12,8
2017-02-13,11
2017-02-14,14
2017-02-15,15
2017-02-16,11
2017-02-17,18
2017-02-18,4
2017-02-19,8
2017-02-20,14
2017-02-21,18
2017-02-22,7
2017-02-23,4
2017-02-24,11
2017-02-25,0
2017-02-26,0
2017-02-27,18
2017-02-28,24
2017-03-01,30
2017-03-02,24
2017-03-03,18
2017-03-04,4
2017-03-05,0
2017-03-06,17
2017-03-07,13
2017-03-08,17
2017-03-09,21
2017-03-10,15
2017-03-11,12
2017-03-12,12
2017-03-13,7
2017-03-14,14
2017-03-15,21
2017-03-16,14
2017-03-17,7
2017-03-18,12
2017-03-19,8
2017-03-20,14
2017-03-21,14
2017-03-22,18
2017-03-23,0
2017-03-24,15
2017-03-25,8
2017-03-26,4
2017-03-27,18
2017-03-28,7
2017-03-29,11
2017-03-30,4
2017-03-31,7
2017-04-01,0
2017-04-02,4
2017-04-03,0
2017-04-04,25
2017-04-05,21
2017-04-06,14
2017-04-07,7
2017-04-08,8
2017-04-09,0
2017-04-10,7
2017-04-11,15
2017-04-12,0
2017-04-13,8
2017-04-14,16
2017-04-15,4
2017-04-16,4
2017-04-17,19
2017-04-18,10
2017-04-19,14
2017-04-20,7
2017-04-21,11
2017-04-22,0
2017-04-23,0
2017-04-24,7
2017-04-25,14
2017-04-26,25
2017-04-27,14
2017-04-28,7
2017-04-29,4
2017-04-30,0
2017-05-01,23
2017-05-02,32
2017-05-03,36
2017-05-04,22
2017-05-05,15
2017-05-06,4
2017-05-07,4
2017-05-08,11
2017-05-09,7
2017-05-10,21
2017-05-11,4
2017-05-12,11
2017-05-13,4
2017-05-14,0
2017-05-15,7
2017-05-16,19
2017-05-17,15
2017-05-18,11
2017-05-19,20
2017-05-20,4
2017-05-21,0
2017-05-22,15
2017-05-23,11
2017-05-24,4
2017-05-25,19
2017-05-26,12
2017-05-27,0
2017-05-28,0
2017-05-29,0
2017-05-30,4
2017-05-31,11
2017-06-01,16
2017-06-02,8
2017-06-03,9
2017-06-04,0
2017-06-05,15
2017-06-06,15
2017-06-07,15
2017-06-08,15
2017-06-09,12
2017-06-10,9
2017-06-11,5
2017-06-12,11
2017-06-13,22
2017-06-14,4
2017-06-15,19
2017-06-16,24
2017-06-17,5
2017-06-18,0
2017-06-19,34
2017-06-20,11
2017-06-21,14
2017-06-22,7
2017-06-23,15
2017-06-24,0
2017-06-25,4
2017-06-26,4
2017-06-27,19
2017-06-28,23
2017-06-29,8
2017-06-30,4
2017-07-01,0
2017-07-02,0
2017-07-03,24
2017-07-04,4
2017-07-05,12
2017-07-06,23
2017-07-07,0
2017-07-08,9
2017-07-09,5
2017-07-10,8
2017-07-11,8
2017-07-12,15
2017-07-13,8
2017-07-14,8
2017-07-15,13
2017-07-16,9
2017-07-17,8
2017-07-18,12
2017-07-19,19
2017-07-20,11
2017-07-21,12
2017-07-22,0
2017-07-23,9
2017-07-24,19
2017-07-25,15
2017-07-26,0
2017-07-27,100
2017-07-28,55
2017-07-29,27
2017-07-30,22
2017-07-31,34
2017-08-01,22
2017-08-02,14
2017-08-03,19
2017-08-04,78
2017-08-05,9
2017-08-06,13
2017-08-07,29
2017-08-08,28
2017-08-09,26
2017-08-10,34
2017-08-11,12
2017-08-12,4
2017-08-13,0
2017-08-14,19
2017-08-15,27
2017-08-16,22
2017-08-17,49
2017-08-18,23
2017-08-19,9
2017-08-20,4
2017-08-21,37
2017-08-22,22
2017-08-23,7
2017-08-24,11
2017-08-25,20
2017-08-26,0
2017-08-27,17
2017-08-28,15
2017-08-29,15
2017-08-30,15
2017-08-31,26
2017-09-01,39
2017-09-02,9
2017-09-03,13
2017-09-04,4
2017-09-05,7
2017-09-06,18
2017-09-07,7
2017-09-08,11
2017-09-09,13
2017-09-10,4
2017-09-11,7
2017-09-12,11
2017-09-13,22
2017-09-14,15
2017-09-15,19
2017-09-16,0
2017-09-17,0
2017-09-18,15
2017-09-19,25
2017-09-20,22
2017-09-21,22
2017-09-22,8
2017-09-23,4
2017-09-24,8
2017-09-25,14
2017-09-26,14
2017-09-27,7
2017-09-28,7
2017-09-29,12
2017-09-30,0
2017-10-01,0
2017-10-02,14
2017-10-03,11
2017-10-04,18
2017-10-05,29
2017-10-06,22
