date,ADP stock
2015-04-10,25
2015-04-11,14
2015-04-12,0
2015-04-13,23
2015-04-14,46
2015-04-15,35
2015-04-16,23
2015-04-17,12
2015-04-18,0
2015-04-19,14
2015-04-20,23
2015-04-21,35
2015-04-22,70
2015-04-23,36
2015-04-24,37
2015-04-25,14
2015-04-26,0
2015-04-27,46
2015-04-28,12
2015-04-29,23
2015-04-30,0
2015-05-01,13
2015-05-02,14
2015-05-03,27
2015-05-04,23
2015-05-05,0
2015-05-06,23
2015-05-07,24
2015-05-08,37
2015-05-09,14
2015-05-10,14
2015-05-11,34
2015-05-12,23
2015-05-13,0
2015-05-14,12
2015-05-15,12
2015-05-16,14
2015-05-17,28
2015-05-18,34
2015-05-19,23
2015-05-20,11
2015-05-21,0
2015-05-22,12
2015-05-23,14
2015-05-24,0
2015-05-25,12
2015-05-26,0
2015-05-27,23
2015-05-28,23
2015-05-29,12
2015-05-30,14
2015-05-31,27
2015-06-01,34
2015-06-02,11
2015-06-03,58
2015-06-04,24
2015-06-05,25
2015-06-06,0
2015-06-07,0
2015-06-08,11
2015-06-09,46
2015-06-10,46
2015-06-11,35
2015-06-12,24
2015-06-13,28
2015-06-14,14
2015-06-15,11
2015-06-16,34
2015-06-17,23
2015-06-18,47
2015-06-19,12
2015-06-20,28
2015-06-21,14
2015-06-22,46
2015-06-23,23
2015-06-24,35
2015-06-25,81
2015-06-26,12
2015-06-27,0
2015-06-28,28
2015-06-29,47
2015-06-30,57
2015-07-01,23
2015-07-02,24
2015-07-03,13
2015-07-04,0
2015-07-05,0
2015-07-06,34
2015-07-07,0
2015-07-08,23
2015-07-09,35
2015-07-10,48
2015-07-11,0
2015-07-12,0
2015-07-13,11
2015-07-14,12
2015-07-15,47
2015-07-16,0
2015-07-17,50
2015-07-18,15
2015-07-19,45
2015-07-20,49
2015-07-21,0
2015-07-22,23
2015-07-23,23
2015-07-24,37
2015-07-25,14
2015-07-26,14
2015-07-27,0
2015-07-28,12
2015-07-29,0
2015-07-30,93
2015-07-31,85
2015-08-01,28
2015-08-02,14
2015-08-03,35
2015-08-04,35
2015-08-05,47
2015-08-06,47
2015-08-07,37
2015-08-08,0
2015-08-09,14
2015-08-10,23
2015-08-11,23
2015-08-12,58
2015-08-13,47
2015-08-14,36
2015-08-15,28
2015-08-16,27
2015-08-17,57
2015-08-18,23
2015-08-19,58
2015-08-20,35
2015-08-21,12
2015-08-22,27
2015-08-23,13
2015-08-24,78
2015-08-25,100
2015-08-26,45
2015-08-27,11
2015-08-28,47
2015-08-29,14
2015-08-30,13
2015-08-31,22
2015-09-01,55
2015-09-02,56
2015-09-03,23
2015-09-04,81
2015-09-05,27
2015-09-06,13
2015-09-07,0
2015-09-08,22
2015-09-09,33
2015-09-10,34
2015-09-11,23
2015-09-12,38
2015-09-13,0
2015-09-14,0
2015-09-15,11
2015-09-16,22
2015-09-17,0
2015-09-18,35
2015-09-19,52
2015-09-20,13
2015-09-21,11
2015-09-22,54
2015-09-23,22
2015-09-24,0
2015-09-25,12
2015-09-26,39
2015-09-27,26
2015-09-28,43
2015-09-29,43
2015-09-30,33
2015-10-01,22
2015-10-02,0
2015-10-03,26
2015-10-04,12
2015-10-05,0
2015-10-06,32
2015-10-07,11
2015-10-08,0
2015-10-09,34
2015-10-10,0
2015-10-11,0
2015-10-12,22
2015-10-13,21
2015-10-14,21
2015-10-15,65
2015-10-16,22
2015-10-17,13
2015-10-18,37
2015-10-19,43
2015-10-20,32
2015-10-21,11
2015-10-22,22
2015-10-23,34
2015-10-24,25
2015-10-25,12
2015-10-26,43
2015-10-27,21
2015-10-28,43
2015-10-29,22
2015-10-30,34
2015-10-31,13
2015-11-01,26
2015-11-02,32
2015-11-03,43
2015-11-04,32
2015-11-05,11
2015-11-06,45
2015-11-07,0
2015-11-08,0
2015-11-09,21
2015-11-10,0
2015-11-11,33
2015-11-12,22
2015-11-13,45
2015-11-14,0
2015-11-15,12
2015-11-16,21
2015-11-17,31
2015-11-18,32
2015-11-19,22
2015-11-20,11
2015-11-21,0
2015-11-22,0
2015-11-23,11
2015-11-24,21
2015-11-25,11
2015-11-26,23
2015-11-27,11
2015-11-28,13
2015-11-29,12
2015-11-30,10
2015-12-01,21
2015-12-02,21
2015-12-03,22
2015-12-04,33
2015-12-05,52
2015-12-06,12
2015-12-07,0
2015-12-08,22
2015-12-09,11
2015-12-10,11
2015-12-11,0
2015-12-12,13
2015-12-13,12
2015-12-14,22
2015-12-15,44
2015-12-16,22
2015-12-17,11
2015-12-18,47
2015-12-19,0
2015-12-20,13
2015-12-21,11
2015-12-22,23
2015-12-23,36
2015-12-24,14
2015-12-25,0
2015-12-26,0
