date,ADP stock
2016-09-11,13
2016-09-12,29
2016-09-13,40
2016-09-14,45
2016-09-15,58
2016-09-16,42
2016-09-17,0
2016-09-18,13
2016-09-19,39
2016-09-20,39
2016-09-21,17
2016-09-22,69
2016-09-23,47
2016-09-24,20
2016-09-25,26
2016-09-26,33
2016-09-27,28
2016-09-28,17
2016-09-29,34
2016-09-30,53
2016-10-01,13
2016-10-02,0
2016-10-03,17
2016-10-04,28
2016-10-05,22
2016-10-06,28
2016-10-07,12
2016-10-08,13
2016-10-09,13
2016-10-10,22
2016-10-11,22
2016-10-12,23
2016-10-13,22
2016-10-14,12
2016-10-15,26
2016-10-16,13
2016-10-17,44
2016-10-18,55
2016-10-19,33
2016-10-20,11
2016-10-21,12
2016-10-22,13
2016-10-23,0
2016-10-24,33
2016-10-25,11
2016-10-26,33
2016-10-27,11
2016-10-28,23
2016-10-29,0
2016-10-30,0
2016-10-31,23
2016-11-01,23
2016-11-02,56
2016-11-03,33
2016-11-04,34
2016-11-05,13
2016-11-06,25
2016-11-07,49
2016-11-08,27
2016-11-09,55
2016-11-10,84
2016-11-11,23
2016-11-12,13
2016-11-13,12
2016-11-14,16
2016-11-15,61
2016-11-16,38
2016-11-17,44
2016-11-18,11
2016-11-19,25
2016-11-20,0
2016-11-21,11
2016-11-22,60
2016-11-23,27
2016-11-24,23
2016-11-25,11
2016-11-26,25
2016-11-27,0
2016-11-28,46
2016-11-29,58
2016-11-30,64
2016-12-01,32
2016-12-02,39
2016-12-03,12
2016-12-04,23
2016-12-05,24
2016-12-06,46
2016-12-07,57
2016-12-08,86
2016-12-09,28
2016-12-10,12
2016-12-11,0
2016-12-12,26
2016-12-13,58
2016-12-14,37
2016-12-15,22
2016-12-16,34
2016-12-17,19
2016-12-18,25
2016-12-19,44
2016-12-20,83
2016-12-21,91
2016-12-22,52
2016-12-23,48
2016-12-24,14
2016-12-25,14
2016-12-26,12
2016-12-27,45
2016-12-28,40
2016-12-29,29
2016-12-30,18
2016-12-31,13
2017-01-01,13
2017-01-02,34
2017-01-03,43
2017-01-04,38
2017-01-05,65
2017-01-06,45
2017-01-07,18
2017-01-08,12
2017-01-09,52
2017-01-10,47
2017-01-11,36
2017-01-12,26
2017-01-13,48
2017-01-14,12
2017-01-15,12
2017-01-16,11
2017-01-17,20
2017-01-18,20
2017-01-19,10
2017-01-20,53
2017-01-21,12
2017-01-22,23
2017-01-23,20
2017-01-24,61
2017-01-25,67
2017-01-26,56
2017-01-27,59
2017-01-28,30
2017-01-29,18
2017-01-30,40
2017-01-31,51
2017-02-01,100
2017-02-02,51
2017-02-03,59
2017-02-04,12
2017-02-05,12
2017-02-06,30
2017-02-07,51
2017-02-08,15
2017-02-09,62
2017-02-10,37
2017-02-11,29
2017-02-12,23
2017-02-13,30
2017-02-14,35
2017-02-15,15
2017-02-16,51
2017-02-17,15
2017-02-18,35
2017-02-19,23
2017-02-20,50
2017-02-21,35
2017-02-22,35
2017-02-23,36
2017-02-24,58
2017-02-25,12
2017-02-26,34
2017-02-27,20
2017-02-28,25
2017-03-01,49
2017-03-02,68
2017-03-03,57
2017-03-04,23
2017-03-05,11
2017-03-06,48
2017-03-07,43
2017-03-08,40
2017-03-09,45
2017-03-10,37
2017-03-11,35
2017-03-12,32
2017-03-13,37
2017-03-14,30
2017-03-15,70
2017-03-16,41
2017-03-17,32
2017-03-18,35
2017-03-19,17
2017-03-20,10
2017-03-21,35
2017-03-22,20
2017-03-23,15
2017-03-24,31
2017-03-25,12
2017-03-26,12
2017-03-27,51
2017-03-28,35
2017-03-29,31
2017-03-30,57
2017-03-31,26
2017-04-01,18
2017-04-02,12
2017-04-03,10
2017-04-04,66
2017-04-05,60
2017-04-06,82
2017-04-07,47
2017-04-08,24
2017-04-09,12
2017-04-10,41
2017-04-11,52
2017-04-12,10
2017-04-13,22
2017-04-14,17
2017-04-15,24
2017-04-16,12
2017-04-17,58
2017-04-18,20
2017-04-19,25
2017-04-20,25
2017-04-21,27
2017-04-22,18
2017-04-23,0
2017-04-24,51
2017-04-25,20
2017-04-26,60
2017-04-27,51
2017-04-28,32
2017-04-29,24
2017-04-30,24
2017-05-01,49
2017-05-02,40
2017-05-03,91
2017-05-04,86
2017-05-05,58
2017-05-06,12
2017-05-07,23
2017-05-08,46
2017-05-09,25
2017-05-10,30
2017-05-11,26
2017-05-12,42
2017-05-13,12
2017-05-14,0
2017-05-15,22
2017-05-16,43
2017-05-17,27
2017-05-18,16
2017-05-19,57
2017-05-20,0
2017-05-21,0
2017-05-22,60
2017-05-23,32
2017-05-24,27
2017-05-25,39
2017-05-26,35
2017-05-27,26
2017-05-28,13
2017-05-29,17
