date,ADP stock
2011-01-01,26
2011-01-02,0
2011-01-03,18
2011-01-04,18
2011-01-05,0
2011-01-06,18
2011-01-07,19
2011-01-08,0
2011-01-09,0
2011-01-10,0
2011-01-11,51
2011-01-12,17
2011-01-13,34
2011-01-14,36
2011-01-15,21
2011-01-16,21
2011-01-17,17
2011-01-18,17
2011-01-19,0
2011-01-20,0
2011-01-21,18
2011-01-22,0
2011-01-23,42
2011-01-24,33
2011-01-25,100
2011-01-26,0
2011-01-27,51
2011-01-28,18
2011-01-29,20
2011-01-30,0
2011-01-31,0
2011-02-01,32
2011-02-02,33
2011-02-03,0
2011-02-04,34
2011-02-05,0
2011-02-06,0
2011-02-07,32
2011-02-08,0
2011-02-09,33
2011-02-10,17
2011-02-11,35
2011-02-12,0
2011-02-13,0
2011-02-14,17
2011-02-15,0
2011-02-16,0
2011-02-17,17
2011-02-18,35
2011-02-19,21
2011-02-20,0
2011-02-21,17
2011-02-22,0
2011-02-23,33
2011-02-24,34
2011-02-25,0
2011-02-26,20
2011-02-27,20
2011-02-28,32
2011-03-01,49
2011-03-02,0
2011-03-03,34
2011-03-04,17
2011-03-05,21
2011-03-06,0
2011-03-07,17
2011-03-08,50
2011-03-09,49
2011-03-10,16
2011-03-11,33
2011-03-12,0
2011-03-13,0
2011-03-14,51
2011-03-15,0
2011-03-16,0
2011-03-17,0
2011-03-18,0
2011-03-19,0
2011-03-20,0
2011-03-21,0
2011-03-22,0
2011-03-23,0
2011-03-24,17
2011-03-25,52
2011-03-26,0
2011-03-27,0
2011-03-28,48
2011-03-29,33
2011-03-30,0
2011-03-31,16
2011-04-01,17
2011-04-02,0
2011-04-03,0
2011-04-04,16
2011-04-05,32
2011-04-06,0
2011-04-07,0
2011-04-08,0
2011-04-09,21
2011-04-10,0
2011-04-11,48
2011-04-12,32
2011-04-13,0
2011-04-14,0
2011-04-15,35
2011-04-16,0
2011-04-17,21
2011-04-18,17
2011-04-19,0
2011-04-20,52
2011-04-21,18
2011-04-22,20
2011-04-23,22
2011-04-24,0
2011-04-25,36
2011-04-26,0
2011-04-27,16
2011-04-28,16
2011-04-29,0
2011-04-30,21
2011-05-01,0
2011-05-02,16
2011-05-03,0
2011-05-04,16
2011-05-05,33
2011-05-06,0
2011-05-07,0
2011-05-08,0
2011-05-09,48
2011-05-10,16
2011-05-11,16
2011-05-12,16
2011-05-13,17
2011-05-14,62
2011-05-15,0
2011-05-16,0
2011-05-17,16
2011-05-18,0
2011-05-19,0
2011-05-20,0
2011-05-21,0
2011-05-22,0
2011-05-23,16
2011-05-24,32
2011-05-25,0
2011-05-26,0
2011-05-27,0
2011-05-28,0
2011-05-29,0
2011-05-30,0
2011-05-31,16
2011-06-01,49
2011-06-02,0
2011-06-03,0
2011-06-04,0
2011-06-05,0
2011-06-06,0
2011-06-07,16
2011-06-08,16
2011-06-09,0
2011-06-10,17
2011-06-11,0
2011-06-12,0
2011-06-13,16
2011-06-14,0
2011-06-15,0
2011-06-16,49
2011-06-17,34
2011-06-18,0
2011-06-19,21
2011-06-20,0
2011-06-21,16
2011-06-22,0
2011-06-23,34
2011-06-24,0
2011-06-25,21
2011-06-26,42
2011-06-27,16
2011-06-28,0
2011-06-29,16
2011-06-30,0
2011-07-01,0
2011-07-02,0
2011-07-03,21
2011-07-04,0
2011-07-05,0
2011-07-06,0
2011-07-07,16
2011-07-08,0
2011-07-09,0
2011-07-10,0
2011-07-11,32
2011-07-12,0
2011-07-13,16
2011-07-14,17
2011-07-15,0
2011-07-16,21
2011-07-17,0
2011-07-18,0
2011-07-19,0
2011-07-20,33
2011-07-21,33
2011-07-22,0
2011-07-23,0
2011-07-24,0
2011-07-25,16
2011-07-26,0
2011-07-27,16
2011-07-28,0
2011-07-29,0
2011-07-30,0
2011-07-31,0
2011-08-01,0
2011-08-02,17
2011-08-03,33
2011-08-04,33
2011-08-05,17
2011-08-06,0
2011-08-07,0
2011-08-08,62
2011-08-09,47
2011-08-10,16
2011-08-11,33
2011-08-12,0
2011-08-13,0
2011-08-14,20
2011-08-15,17
2011-08-16,32
2011-08-17,0
2011-08-18,16
2011-08-19,17
2011-08-20,40
2011-08-21,0
2011-08-22,0
2011-08-23,15
2011-08-24,31
2011-08-25,62
2011-08-26,0
2011-08-27,0
2011-08-28,0
2011-08-29,0
2011-08-30,15
2011-08-31,16
2011-09-01,32
2011-09-02,16
2011-09-03,19
2011-09-04,0
2011-09-05,0
2011-09-06,0
2011-09-07,15
2011-09-08,30
2011-09-09,0
2011-09-10,0
2011-09-11,18
2011-09-12,0
2011-09-13,15
2011-09-14,15
2011-09-15,30
2011-09-16,16
2011-09-17,19
2011-09-18,18
