date,ADP stock
2011-05-11,25
2011-05-12,25
2011-05-13,27
2011-05-14,64
2011-05-15,31
2011-05-16,24
2011-05-17,25
2011-05-18,0
2011-05-19,51
2011-05-20,27
2011-05-21,0
2011-05-22,0
2011-05-23,25
2011-05-24,25
2011-05-25,25
2011-05-26,0
2011-05-27,27
2011-05-28,32
2011-05-29,33
2011-05-30,0
2011-05-31,38
2011-06-01,51
2011-06-02,27
2011-06-03,41
2011-06-04,0
2011-06-05,0
2011-06-06,50
2011-06-07,25
2011-06-08,38
2011-06-09,0
2011-06-10,53
2011-06-11,0
2011-06-12,32
2011-06-13,25
2011-06-14,25
2011-06-15,25
2011-06-16,89
2011-06-17,53
2011-06-18,0
2011-06-19,32
2011-06-20,25
2011-06-21,0
2011-06-22,0
2011-06-23,40
2011-06-24,27
2011-06-25,33
2011-06-26,0
2011-06-27,51
2011-06-28,50
2011-06-29,25
2011-06-30,51
2011-07-01,27
2011-07-02,0
2011-07-03,0
2011-07-04,27
2011-07-05,52
2011-07-06,51
2011-07-07,26
2011-07-08,0
2011-07-09,0
2011-07-10,0
2011-07-11,25
2011-07-12,38
2011-07-13,38
2011-07-14,0
2011-07-15,55
2011-07-16,33
2011-07-17,32
2011-07-18,25
2011-07-19,0
2011-07-20,77
2011-07-21,26
2011-07-22,54
2011-07-23,0
2011-07-24,0
2011-07-25,25
2011-07-26,25
2011-07-27,51
2011-07-28,26
2011-07-29,27
2011-07-30,0
2011-07-31,0
2011-08-01,51
2011-08-02,77
2011-08-03,51
2011-08-04,25
2011-08-05,53
2011-08-06,0
2011-08-07,32
2011-08-08,37
2011-08-09,24
2011-08-10,50
2011-08-11,100
2011-08-12,27
2011-08-13,32
2011-08-14,32
2011-08-15,26
2011-08-16,25
2011-08-17,0
2011-08-18,37
2011-08-19,0
2011-08-20,31
2011-08-21,0
2011-08-22,25
2011-08-23,24
2011-08-24,24
2011-08-25,36
2011-08-26,25
2011-08-27,30
2011-08-28,30
2011-08-29,24
2011-08-30,24
2011-08-31,24
2011-09-01,0
2011-09-02,25
2011-09-03,30
2011-09-04,0
2011-09-05,24
2011-09-06,23
2011-09-07,35
2011-09-08,24
2011-09-09,0
2011-09-10,0
2011-09-11,28
2011-09-12,46
2011-09-13,23
2011-09-14,35
2011-09-15,35
2011-09-16,50
2011-09-17,29
2011-09-18,28
2011-09-19,46
2011-09-20,34
2011-09-21,0
2011-09-22,0
2011-09-23,37
2011-09-24,0
2011-09-25,0
2011-09-26,46
2011-09-27,23
2011-09-28,46
2011-09-29,23
2011-09-30,0
2011-10-01,29
2011-10-02,0
2011-10-03,23
2011-10-04,0
2011-10-05,34
2011-10-06,58
2011-10-07,24
2011-10-08,0
2011-10-09,27
2011-10-10,90
2011-10-11,0
2011-10-12,45
2011-10-13,23
2011-10-14,36
2011-10-15,0
2011-10-16,0
2011-10-17,45
2011-10-18,0
2011-10-19,0
2011-10-20,0
2011-10-21,0
2011-10-22,28
2011-10-23,27
2011-10-24,22
2011-10-25,22
2011-10-26,23
2011-10-27,23
2011-10-28,36
2011-10-29,0
2011-10-30,0
2011-10-31,23
2011-11-01,23
2011-11-02,0
2011-11-03,0
2011-11-04,0
2011-11-05,0
2011-11-06,0
2011-11-07,22
2011-11-08,22
2011-11-09,44
2011-11-10,22
2011-11-11,0
2011-11-12,54
2011-11-13,26
2011-11-14,22
2011-11-15,22
2011-11-16,22
2011-11-17,66
2011-11-18,46
2011-11-19,27
2011-11-20,0
2011-11-21,0
2011-11-22,43
2011-11-23,22
2011-11-24,0
2011-11-25,24
2011-11-26,27
2011-11-27,0
2011-11-28,64
2011-11-29,32
2011-11-30,21
2011-12-01,22
2011-12-02,35
2011-12-03,0
2011-12-04,0
2011-12-05,43
2011-12-06,22
2011-12-07,0
2011-12-08,22
2011-12-09,23
2011-12-10,27
2011-12-11,0
2011-12-12,22
2011-12-13,21
2011-12-14,0
2011-12-15,44
2011-12-16,35
2011-12-17,27
2011-12-18,0
2011-12-19,22
2011-12-20,45
2011-12-21,0
2011-12-22,23
2011-12-23,25
2011-12-24,30
2011-12-25,32
2011-12-26,26
2011-12-27,23
2011-12-28,0
2011-12-29,36
2011-12-30,0
2011-12-31,0
2012-01-01,60
2012-01-02,0
2012-01-03,22
2012-01-04,0
2012-01-05,22
2012-01-06,68
2012-01-07,52
2012-01-08,0
2012-01-09,0
2012-01-10,21
2012-01-11,21
2012-01-12,21
2012-01-13,33
2012-01-14,0
2012-01-15,25
2012-01-16,21
2012-01-17,21
2012-01-18,20
2012-01-19,52
2012-01-20,43
2012-01-21,0
2012-01-22,0
2012-01-23,41
2012-01-24,51
2012-01-25,31
2012-01-26,42
