date,ADP stock
2017-10-06,49
2017-10-07,18
2017-10-08,18
2017-10-09,23
2017-10-10,100
2017-10-11,23
2017-10-12,24
2017-10-13,8
2017-10-14,0
2017-10-15,27
2017-10-16,16
2017-10-17,47
2017-10-18,47
2017-10-19,32
2017-10-20,58
2017-10-21,0
2017-10-22,0
2017-10-23,61
2017-10-24,15
2017-10-25,31
2017-10-26,55
2017-10-27,41
2017-10-28,0
2017-10-29,18
2017-10-30,23
2017-10-31,47
2017-11-01,55
2017-11-02,79
2017-11-03,48
2017-11-04,0
2017-11-05,25
2017-11-06,38
2017-11-07,91
2017-11-08,15
2017-11-09,31
2017-11-10,16
2017-11-11,9
2017-11-12,9
2017-11-13,45
2017-11-14,15
2017-11-15,30
2017-11-16,38
2017-11-17,24
2017-11-18,9
2017-11-19,9
2017-11-20,23
2017-11-21,8
2017-11-22,15
2017-11-23,8
2017-11-24,16
2017-11-25,9
2017-11-26,9
2017-11-27,29
2017-11-28,45
2017-11-29,31
2017-11-30,62
2017-12-01,24
2017-12-02,26
2017-12-03,17
2017-12-04,15
2017-12-05,30
2017-12-06,30
2017-12-07,46
2017-12-08,81
2017-12-09,44
2017-12-10,9
2017-12-11,23
2017-12-12,37
2017-12-13,83
2017-12-14,62
2017-12-15,89
2017-12-16,0
2017-12-17,9
2017-12-18,38
2017-12-19,54
2017-12-20,24
2017-12-21,41
2017-12-22,17
2017-12-23,9
2017-12-24,0
2017-12-25,0
2017-12-26,9
2017-12-27,0
2017-12-28,33
2017-12-29,9
2017-12-30,9
2017-12-31,19
2018-01-01,28
2018-01-02,31
2018-01-03,46
2018-01-04,62
2018-01-05,55
2018-01-06,9
2018-01-07,9
2018-01-08,38
2018-01-09,30
2018-01-10,30
2018-01-11,45
2018-01-12,62
2018-01-13,9
2018-01-14,8
2018-01-15,22
2018-01-16,30
2018-01-17,51
2018-01-18,52
2018-01-19,38
2018-01-20,34
2018-01-21,17
2018-01-22,44
2018-01-23,66
2018-01-24,58
2018-01-25,52
2018-01-26,54
2018-01-27,8
2018-01-28,17
2018-01-29,22
2018-01-30,44
2018-01-31,73
2018-02-01,59
2018-02-02,31
2018-02-03,51
2018-02-04,0
2018-02-05,59
2018-02-06,51
2018-02-07,37
2018-02-08,30
2018-02-09,92
2018-02-10,9
2018-02-11,8
2018-02-12,60
2018-02-13,37
2018-02-14,22
2018-02-15,53
2018-02-16,39
2018-02-17,17
2018-02-18,0
2018-02-19,7
2018-02-20,51
2018-02-21,44
2018-02-22,44
2018-02-23,38
2018-02-24,8
2018-02-25,16
2018-02-26,36
2018-02-27,65
2018-02-28,79
2018-03-01,7
2018-03-02,30
2018-03-03,8
2018-03-04,16
2018-03-05,7
2018-03-06,22
2018-03-07,22
2018-03-08,37
2018-03-09,38
2018-03-10,17
2018-03-11,17
2018-03-12,29
2018-03-13,51
2018-03-14,58
2018-03-15,44
2018-03-16,45
2018-03-17,51
2018-03-18,25
2018-03-19,22
2018-03-20,15
2018-03-21,15
2018-03-22,30
2018-03-23,38
2018-03-24,9
2018-03-25,0
2018-03-26,59
2018-03-27,30
2018-03-28,68
2018-03-29,47
2018-03-30,25
2018-03-31,9
2018-04-01,9
2018-04-02,86
2018-04-03,22
2018-04-04,22
2018-04-05,38
2018-04-06,23
2018-04-07,0
2018-04-08,51
