date,ADP stock
2014-12-01,42
2014-12-02,28
2014-12-03,43
2014-12-04,29
2014-12-05,46
2014-12-06,69
2014-12-07,0
2014-12-08,0
2014-12-09,28
2014-12-10,29
2014-12-11,0
2014-12-12,46
2014-12-13,70
2014-12-14,0
2014-12-15,14
2014-12-16,15
2014-12-17,15
2014-12-18,0
2014-12-19,16
2014-12-20,18
2014-12-21,0
2014-12-22,46
2014-12-23,64
2014-12-24,0
2014-12-25,0
2014-12-26,17
2014-12-27,0
2014-12-28,70
2014-12-29,31
2014-12-30,16
2014-12-31,0
2015-01-01,0
2015-01-02,32
2015-01-03,34
2015-01-04,0
2015-01-05,57
2015-01-06,29
2015-01-07,28
2015-01-08,42
2015-01-09,29
2015-01-10,33
2015-01-11,16
2015-01-12,14
2015-01-13,14
2015-01-14,41
2015-01-15,0
2015-01-16,73
2015-01-17,16
2015-01-18,0
2015-01-19,14
2015-01-20,14
2015-01-21,55
2015-01-22,27
2015-01-23,100
2015-01-24,65
2015-01-25,16
2015-01-26,14
2015-01-27,13
2015-01-28,41
2015-01-29,14
2015-01-30,57
2015-01-31,16
2015-02-01,16
2015-02-02,41
2015-02-03,41
2015-02-04,14
2015-02-05,41
2015-02-06,43
2015-02-07,0
2015-02-08,32
2015-02-09,14
2015-02-10,27
2015-02-11,27
2015-02-12,55
2015-02-13,72
2015-02-14,0
2015-02-15,33
2015-02-16,0
2015-02-17,14
2015-02-18,14
2015-02-19,28
2015-02-20,43
2015-02-21,16
2015-02-22,16
2015-02-23,40
2015-02-24,14
2015-02-25,0
2015-02-26,27
2015-02-27,42
2015-02-28,16
2015-03-01,31
2015-03-02,13
2015-03-03,27
2015-03-04,41
2015-03-05,54
2015-03-06,29
2015-03-07,64
2015-03-08,16
2015-03-09,41
2015-03-10,0
2015-03-11,68
2015-03-12,69
2015-03-13,14
2015-03-14,63
2015-03-15,0
2015-03-16,14
2015-03-17,27
2015-03-18,13
2015-03-19,41
2015-03-20,28
2015-03-21,0
2015-03-22,0
2015-03-23,54
2015-03-24,13
2015-03-25,40
2015-03-26,0
2015-03-27,43
2015-03-28,0
2015-03-29,17
2015-03-30,14
2015-03-31,41
2015-04-01,14
2015-04-02,29
2015-04-03,31
2015-04-04,17
2015-04-05,0
2015-04-06,44
2015-04-07,13
2015-04-08,27
2015-04-09,28
2015-04-10,72
2015-04-11,0
2015-04-12,16
2015-04-13,55
2015-04-14,27
2015-04-15,27
2015-04-16,14
2015-04-17,14
2015-04-18,0
2015-04-19,16
2015-04-20,40
2015-04-21,27
2015-04-22,55
2015-04-23,41
2015-04-24,29
2015-04-25,16
2015-04-26,16
2015-04-27,40
2015-04-28,0
2015-04-29,13
2015-04-30,14
2015-05-01,45
2015-05-02,16
2015-05-03,32
2015-05-04,54
2015-05-05,13
2015-05-06,41
2015-05-07,41
2015-05-08,14
2015-05-09,16
2015-05-10,0
2015-05-11,54
2015-05-12,13
2015-05-13,0
2015-05-14,0
2015-05-15,42
2015-05-16,16
2015-05-17,0
2015-05-18,41
2015-05-19,0
2015-05-20,13
2015-05-21,0
2015-05-22,28
2015-05-23,0
2015-05-24,0
2015-05-25,0
2015-05-26,0
2015-05-27,0
2015-05-28,27
2015-05-29,0
2015-05-30,16
2015-05-31,16
2015-06-01,27
2015-06-02,53
2015-06-03,54
2015-06-04,14
2015-06-05,43
2015-06-06,0
2015-06-07,0
2015-06-08,13
2015-06-09,40
2015-06-10,54
2015-06-11,14
2015-06-12,43
2015-06-13,33
2015-06-14,0
2015-06-15,26
2015-06-16,66
2015-06-17,27
2015-06-18,14
2015-06-19,14
2015-06-20,0
2015-06-21,16
2015-06-22,27
2015-06-23,0
2015-06-24,27
2015-06-25,96
2015-06-26,14
2015-06-27,16
2015-06-28,33
2015-06-29,27
2015-06-30,68
2015-07-01,27
2015-07-02,70
2015-07-03,0
2015-07-04,0
2015-07-05,0
2015-07-06,54
2015-07-07,13
2015-07-08,41
2015-07-09,28
2015-07-10,28
2015-07-11,0
2015-07-12,0
2015-07-13,13
2015-07-14,0
2015-07-15,55
2015-07-16,28
2015-07-17,29
2015-07-18,35
2015-07-19,18
2015-07-20,43
2015-07-21,14
2015-07-22,41
2015-07-23,14
2015-07-24,43
2015-07-25,16
2015-07-26,16
2015-07-27,27
2015-07-28,0
2015-07-29,14
2015-07-30,41
2015-07-31,57
2015-08-01,16
2015-08-02,0
2015-08-03,28
2015-08-04,14
2015-08-05,41
2015-08-06,56
2015-08-07,29
2015-08-08,0
2015-08-09,0
2015-08-10,54
2015-08-11,14
2015-08-12,27
2015-08-13,55
2015-08-14,42
2015-08-15,32
2015-08-16,32
2015-08-17,40
2015-08-18,13
