date,ADP stock
2015-12-26,0
2015-12-27,0
2015-12-28,50
2015-12-29,50
2015-12-30,13
2015-12-31,28
2016-01-01,16
2016-01-02,14
2016-01-03,0
2016-01-04,37
2016-01-05,12
2016-01-06,25
2016-01-07,37
2016-01-08,50
2016-01-09,41
2016-01-10,0
2016-01-11,12
2016-01-12,12
2016-01-13,60
2016-01-14,0
2016-01-15,25
2016-01-16,0
2016-01-17,27
2016-01-18,24
2016-01-19,24
2016-01-20,36
2016-01-21,24
2016-01-22,13
2016-01-23,0
2016-01-24,14
2016-01-25,24
2016-01-26,36
2016-01-27,12
2016-01-28,0
2016-01-29,25
2016-01-30,14
2016-01-31,14
2016-02-01,48
2016-02-02,12
2016-02-03,47
2016-02-04,37
2016-02-05,51
2016-02-06,14
2016-02-07,14
2016-02-08,0
2016-02-09,25
2016-02-10,72
2016-02-11,61
2016-02-12,50
2016-02-13,27
2016-02-14,27
2016-02-15,24
2016-02-16,47
2016-02-17,24
2016-02-18,12
2016-02-19,49
2016-02-20,0
2016-02-21,0
2016-02-22,0
2016-02-23,35
2016-02-24,47
2016-02-25,36
2016-02-26,49
2016-02-27,14
2016-02-28,0
2016-02-29,23
2016-03-01,23
2016-03-02,35
2016-03-03,35
2016-03-04,49
2016-03-05,27
2016-03-06,13
2016-03-07,35
2016-03-08,12
2016-03-09,24
2016-03-10,24
2016-03-11,49
2016-03-12,0
2016-03-13,13
2016-03-14,35
2016-03-15,59
2016-03-16,24
2016-03-17,49
2016-03-18,100
2016-03-19,0
2016-03-20,0
2016-03-21,60
2016-03-22,24
2016-03-23,25
2016-03-24,0
2016-03-25,13
2016-03-26,0
2016-03-27,0
2016-03-28,12
2016-03-29,24
2016-03-30,24
2016-03-31,24
2016-04-01,37
2016-04-02,14
2016-04-03,0
2016-04-04,24
2016-04-05,24
2016-04-06,82
2016-04-07,24
2016-04-08,25
2016-04-09,14
2016-04-10,0
2016-04-11,12
2016-04-12,24
2016-04-13,0
2016-04-14,24
2016-04-15,50
2016-04-16,14
2016-04-17,27
2016-04-18,12
2016-04-19,12
2016-04-20,12
2016-04-21,37
2016-04-22,13
2016-04-23,14
2016-04-24,0
2016-04-25,12
2016-04-26,35
2016-04-27,47
2016-04-28,36
2016-04-29,25
2016-04-30,0
2016-05-01,0
2016-05-02,60
2016-05-03,47
2016-05-04,12
2016-05-05,13
2016-05-06,77
2016-05-07,0
2016-05-08,0
2016-05-09,24
2016-05-10,24
2016-05-11,12
2016-05-12,36
2016-05-13,25
2016-05-14,14
2016-05-15,0
2016-05-16,24
2016-05-17,47
2016-05-18,24
2016-05-19,36
2016-05-20,25
2016-05-21,0
2016-05-22,0
2016-05-23,24
2016-05-24,24
2016-05-25,0
2016-05-26,38
2016-05-27,0
2016-05-28,28
2016-05-29,0
2016-05-30,0
2016-05-31,24
2016-06-01,24
2016-06-02,37
2016-06-03,13
2016-06-04,0
2016-06-05,14
2016-06-06,12
2016-06-07,12
2016-06-08,24
2016-06-09,37
2016-06-10,25
2016-06-11,14
2016-06-12,14
2016-06-13,12
2016-06-14,12
2016-06-15,36
2016-06-16,12
2016-06-17,0
2016-06-18,14
2016-06-19,0
2016-06-20,61
2016-06-21,0
2016-06-22,24
2016-06-23,50
2016-06-24,90
2016-06-25,14
2016-06-26,0
2016-06-27,48
2016-06-28,49
2016-06-29,74
2016-06-30,37
2016-07-01,39
2016-07-02,0
2016-07-03,15
2016-07-04,26
2016-07-05,26
2016-07-06,39
2016-07-07,53
2016-07-08,54
2016-07-09,15
2016-07-10,29
2016-07-11,38
2016-07-12,51
2016-07-13,39
2016-07-14,37
2016-07-15,53
2016-07-16,0
2016-07-17,15
2016-07-18,77
2016-07-19,25
2016-07-20,65
2016-07-21,26
2016-07-22,0
2016-07-23,0
2016-07-24,0
2016-07-25,50
2016-07-26,25
2016-07-27,13
2016-07-28,39
2016-07-29,27
2016-07-30,15
2016-07-31,0
2016-08-01,51
2016-08-02,51
2016-08-03,39
2016-08-04,26
2016-08-05,28
2016-08-06,0
2016-08-07,0
2016-08-08,0
2016-08-09,39
2016-08-10,0
2016-08-11,54
2016-08-12,56
2016-08-13,15
2016-08-14,31
2016-08-15,42
2016-08-16,13
2016-08-17,27
2016-08-18,14
2016-08-19,56
2016-08-20,0
2016-08-21,0
2016-08-22,40
2016-08-23,13
2016-08-24,13
2016-08-25,13
2016-08-26,13
2016-08-27,0
2016-08-28,15
2016-08-29,25
2016-08-30,13
2016-08-31,37
2016-09-01,25
2016-09-02,0
2016-09-03,15
2016-09-04,0
2016-09-05,13
2016-09-06,25
2016-09-07,25
2016-09-08,38
2016-09-09,52
2016-09-10,15
2016-09-11,14
