date,FAST stock
2014-12-01,23
2014-12-02,51
2014-12-03,29
2014-12-04,29
2014-12-05,43
2014-12-06,21
2014-12-07,41
2014-12-08,41
2014-12-09,46
2014-12-10,35
2014-12-11,24
2014-12-12,43
2014-12-13,28
2014-12-14,7
2014-12-15,64
2014-12-16,41
2014-12-17,47
2014-12-18,42
2014-12-19,38
2014-12-20,36
2014-12-21,36
2014-12-22,19
2014-12-23,65
2014-12-24,43
2014-12-25,23
2014-12-26,68
2014-12-27,42
2014-12-28,77
2014-12-29,44
2014-12-30,44
2014-12-31,56
2015-01-01,15
2015-01-02,25
2015-01-03,27
2015-01-04,40
2015-01-05,35
2015-01-06,52
2015-01-07,28
2015-01-08,34
2015-01-09,17
2015-01-10,46
2015-01-11,39
2015-01-12,61
2015-01-13,33
2015-01-14,45
2015-01-15,33
2015-01-16,17
2015-01-17,40
2015-01-18,32
2015-01-19,34
2015-01-20,39
2015-01-21,28
2015-01-22,28
2015-01-23,52
2015-01-24,45
2015-01-25,45
2015-01-26,22
2015-01-27,49
2015-01-28,50
2015-01-29,28
2015-01-30,29
2015-01-31,45
2015-02-01,19
2015-02-02,49
2015-02-03,44
2015-02-04,60
2015-02-05,45
2015-02-06,29
2015-02-07,19
2015-02-08,32
2015-02-09,33
2015-02-10,22
2015-02-11,55
2015-02-12,34
2015-02-13,58
2015-02-14,26
2015-02-15,33
2015-02-16,28
2015-02-17,29
2015-02-18,45
2015-02-19,40
2015-02-20,64
2015-02-21,19
2015-02-22,39
2015-02-23,38
2015-02-24,32
2015-02-25,65
2015-02-26,55
2015-02-27,23
2015-02-28,25
2015-03-01,25
2015-03-02,22
2015-03-03,60
2015-03-04,49
2015-03-05,22
2015-03-06,46
2015-03-07,51
2015-03-08,58
2015-03-09,60
2015-03-10,16
2015-03-11,44
2015-03-12,28
2015-03-13,40
2015-03-14,26
2015-03-15,50
2015-03-16,22
2015-03-17,72
2015-03-18,60
2015-03-19,38
2015-03-20,56
2015-03-21,51
2015-03-22,25
2015-03-23,33
2015-03-24,43
2015-03-25,40
2015-03-26,51
2015-03-27,23
2015-03-28,55
2015-03-29,7
2015-03-30,61
2015-03-31,38
2015-04-01,39
2015-04-02,53
2015-04-03,99
2015-04-04,94
2015-04-05,40
2015-04-06,100
2015-04-07,60
2015-04-08,77
2015-04-09,66
2015-04-10,58
2015-04-11,40
2015-04-12,65
2015-04-13,44
2015-04-14,76
2015-04-15,99
2015-04-16,49
2015-04-17,29
2015-04-18,33
2015-04-19,39
2015-04-20,48
2015-04-21,49
2015-04-22,49
2015-04-23,67
2015-04-24,81
2015-04-25,52
2015-04-26,39
2015-04-27,38
2015-04-28,43
2015-04-29,27
2015-04-30,79
2015-05-01,31
2015-05-02,39
2015-05-03,32
2015-05-04,16
2015-05-05,32
2015-05-06,54
2015-05-07,28
2015-05-08,46
2015-05-09,40
2015-05-10,33
2015-05-11,49
2015-05-12,21
2015-05-13,83
2015-05-14,34
2015-05-15,28
2015-05-16,19
2015-05-17,39
2015-05-18,38
2015-05-19,32
2015-05-20,43
2015-05-21,39
2015-05-22,35
2015-05-23,26
2015-05-24,33
2015-05-25,40
2015-05-26,53
2015-05-27,49
2015-05-28,49
2015-05-29,57
2015-05-30,45
2015-05-31,32
2015-06-01,27
2015-06-02,16
2015-06-03,22
2015-06-04,23
2015-06-05,41
2015-06-06,46
2015-06-07,33
2015-06-08,32
2015-06-09,54
2015-06-10,27
2015-06-11,28
2015-06-12,40
2015-06-13,59
2015-06-14,39
2015-06-15,48
2015-06-16,27
2015-06-17,38
2015-06-18,28
2015-06-19,34
2015-06-20,20
2015-06-21,26
2015-06-22,87
2015-06-23,59
2015-06-24,60
2015-06-25,62
2015-06-26,34
2015-06-27,27
2015-06-28,26
2015-06-29,44
2015-06-30,77
2015-07-01,33
2015-07-02,44
2015-07-03,35
2015-07-04,27
2015-07-05,40
2015-07-06,59
2015-07-07,38
2015-07-08,81
2015-07-09,39
2015-07-10,80
2015-07-11,53
2015-07-12,46
2015-07-13,49
2015-07-14,66
2015-07-15,77
2015-07-16,45
2015-07-17,47
2015-07-18,42
2015-07-19,50
2015-07-20,46
2015-07-21,33
2015-07-22,11
2015-07-23,28
2015-07-24,46
2015-07-25,19
2015-07-26,59
2015-07-27,65
2015-07-28,65
2015-07-29,32
2015-07-30,71
2015-07-31,40
2015-08-01,46
2015-08-02,46
2015-08-03,27
2015-08-04,49
2015-08-05,44
2015-08-06,33
2015-08-07,69
2015-08-08,20
2015-08-09,33
2015-08-10,27
2015-08-11,27
2015-08-12,28
2015-08-13,39
2015-08-14,28
2015-08-15,20
2015-08-16,45
2015-08-17,43
2015-08-18,22
