date,FAST stock
2013-02-19,27
2013-02-20,35
2013-02-21,39
2013-02-22,16
2013-02-23,32
2013-02-24,32
2013-02-25,50
2013-02-26,77
2013-02-27,50
2013-02-28,32
2013-03-01,78
2013-03-02,28
2013-03-03,23
2013-03-04,74
2013-03-05,55
2013-03-06,39
2013-03-07,48
2013-03-08,45
2013-03-09,27
2013-03-10,45
2013-03-11,54
2013-03-12,23
2013-03-13,41
2013-03-14,54
2013-03-15,36
2013-03-16,59
2013-03-17,45
2013-03-18,96
2013-03-19,61
2013-03-20,39
2013-03-21,27
2013-03-22,32
2013-03-23,27
2013-03-24,32
2013-03-25,54
2013-03-26,19
2013-03-27,28
2013-03-28,54
2013-03-29,62
2013-03-30,43
2013-03-31,39
2013-04-01,36
2013-04-02,61
2013-04-03,34
2013-04-04,43
2013-04-05,28
2013-04-06,32
2013-04-07,45
2013-04-08,57
2013-04-09,49
2013-04-10,38
2013-04-11,35
2013-04-12,32
2013-04-13,42
2013-04-14,28
2013-04-15,34
2013-04-16,42
2013-04-17,61
2013-04-18,58
2013-04-19,28
2013-04-20,65
2013-04-21,18
2013-04-22,38
2013-04-23,42
2013-04-24,74
2013-04-25,64
2013-04-26,24
2013-04-27,46
2013-04-28,50
2013-04-29,42
2013-04-30,43
2013-05-01,38
2013-05-02,51
2013-05-03,70
2013-05-04,52
2013-05-05,52
2013-05-06,39
2013-05-07,54
2013-05-08,70
2013-05-09,56
2013-05-10,33
2013-05-11,51
2013-05-12,42
2013-05-13,34
2013-05-14,49
2013-05-15,19
2013-05-16,46
2013-05-17,60
2013-05-18,37
2013-05-19,60
2013-05-20,42
2013-05-21,67
2013-05-22,53
2013-05-23,61
2013-05-24,40
2013-05-25,33
2013-05-26,28
2013-05-27,51
2013-05-28,63
2013-05-29,64
2013-05-30,50
2013-05-31,56
2013-06-01,37
2013-06-02,55
2013-06-03,64
2013-06-04,64
2013-06-05,76
2013-06-06,58
2013-06-07,44
2013-06-08,23
2013-06-09,50
2013-06-10,49
2013-06-11,45
2013-06-12,57
2013-06-13,69
2013-06-14,40
2013-06-15,52
2013-06-16,37
2013-06-17,42
2013-06-18,42
2013-06-19,73
2013-06-20,43
2013-06-21,49
2013-06-22,33
2013-06-23,28
2013-06-24,65
2013-06-25,45
2013-06-26,42
2013-06-27,50
2013-06-28,32
2013-06-29,33
2013-06-30,28
2013-07-01,50
2013-07-02,58
2013-07-03,58
2013-07-04,57
2013-07-05,21
2013-07-06,49
2013-07-07,29
2013-07-08,66
2013-07-09,39
2013-07-10,71
2013-07-11,95
2013-07-12,78
2013-07-13,48
2013-07-14,43
2013-07-15,43
2013-07-16,47
2013-07-17,43
2013-07-18,72
2013-07-19,54
2013-07-20,43
2013-07-21,43
2013-07-22,43
2013-07-23,31
2013-07-24,67
2013-07-25,52
2013-07-26,33
2013-07-27,72
2013-07-28,42
2013-07-29,46
2013-07-30,42
2013-07-31,35
2013-08-01,55
2013-08-02,58
2013-08-03,29
2013-08-04,53
2013-08-05,39
2013-08-06,23
2013-08-07,36
2013-08-08,48
2013-08-09,17
2013-08-10,53
2013-08-11,38
2013-08-12,27
2013-08-13,42
2013-08-14,63
2013-08-15,74
2013-08-16,45
2013-08-17,37
2013-08-18,51
2013-08-19,62
2013-08-20,34
2013-08-21,27
2013-08-22,47
2013-08-23,36
2013-08-24,83
2013-08-25,54
2013-08-26,22
2013-08-27,41
2013-08-28,45
2013-08-29,42
2013-08-30,40
2013-08-31,64
2013-09-01,31
2013-09-02,38
2013-09-03,37
2013-09-04,56
2013-09-05,26
2013-09-06,74
2013-09-07,40
2013-09-08,52
2013-09-09,40
2013-09-10,65
2013-09-11,51
2013-09-12,29
2013-09-13,31
2013-09-14,48
2013-09-15,34
2013-09-16,40
2013-09-17,47
2013-09-18,51
2013-09-19,74
2013-09-20,70
2013-09-21,100
2013-09-22,82
2013-09-23,91
2013-09-24,62
2013-09-25,78
2013-09-26,75
2013-09-27,58
2013-09-28,84
2013-09-29,47
2013-09-30,72
2013-10-01,61
2013-10-02,58
2013-10-03,48
2013-10-04,69
2013-10-05,47
2013-10-06,38
2013-10-07,47
2013-10-08,54
2013-10-09,44
2013-10-10,48
2013-10-11,54
2013-10-12,40
2013-10-13,70
2013-10-14,67
2013-10-15,63
2013-10-16,33
2013-10-17,33
2013-10-18,65
2013-10-19,52
2013-10-20,34
2013-10-21,78
2013-10-22,71
2013-10-23,72
2013-10-24,51
2013-10-25,38
2013-10-26,60
2013-10-27,58
2013-10-28,49
2013-10-29,74
2013-10-30,61
2013-10-31,37
2013-11-01,47
2013-11-02,35
2013-11-03,59
2013-11-04,68
2013-11-05,85
2013-11-06,60
