date,FAST stock
2015-12-26,35
2015-12-27,56
2015-12-28,37
2015-12-29,31
2015-12-30,50
2015-12-31,14
2016-01-01,15
2016-01-02,14
2016-01-03,55
2016-01-04,73
2016-01-05,73
2016-01-06,55
2016-01-07,24
2016-01-08,25
2016-01-09,47
2016-01-10,40
2016-01-11,59
2016-01-12,24
2016-01-13,42
2016-01-14,29
2016-01-15,87
2016-01-16,35
2016-01-17,40
2016-01-18,36
2016-01-19,53
2016-01-20,30
2016-01-21,49
2016-01-22,69
2016-01-23,27
2016-01-24,27
2016-01-25,35
2016-01-26,47
2016-01-27,47
2016-01-28,53
2016-01-29,37
2016-01-30,41
2016-01-31,67
2016-02-01,59
2016-02-02,47
2016-02-03,53
2016-02-04,90
2016-02-05,43
2016-02-06,14
2016-02-07,20
2016-02-08,72
2016-02-09,61
2016-02-10,41
2016-02-11,48
2016-02-12,98
2016-02-13,33
2016-02-14,47
2016-02-15,36
2016-02-16,53
2016-02-17,52
2016-02-18,41
2016-02-19,95
2016-02-20,20
2016-02-21,33
2016-02-22,40
2016-02-23,76
2016-02-24,53
2016-02-25,71
2016-02-26,80
2016-02-27,54
2016-02-28,33
2016-02-29,34
2016-03-01,51
2016-03-02,40
2016-03-03,47
2016-03-04,55
2016-03-05,27
2016-03-06,46
2016-03-07,29
2016-03-08,82
2016-03-09,35
2016-03-10,35
2016-03-11,49
2016-03-12,48
2016-03-13,26
2016-03-14,17
2016-03-15,41
2016-03-16,41
2016-03-17,72
2016-03-18,43
2016-03-19,13
2016-03-20,40
2016-03-21,53
2016-03-22,53
2016-03-23,6
2016-03-24,25
2016-03-25,39
2016-03-26,21
2016-03-27,43
2016-03-28,68
2016-03-29,59
2016-03-30,53
2016-03-31,48
2016-04-01,55
2016-04-02,20
2016-04-03,33
2016-04-04,70
2016-04-05,41
2016-04-06,18
2016-04-07,65
2016-04-08,25
2016-04-09,62
2016-04-10,13
2016-04-11,53
2016-04-12,53
2016-04-13,41
2016-04-14,72
2016-04-15,68
2016-04-16,28
2016-04-17,27
2016-04-18,29
2016-04-19,35
2016-04-20,59
2016-04-21,36
2016-04-22,37
2016-04-23,34
2016-04-24,47
2016-04-25,35
2016-04-26,35
2016-04-27,41
2016-04-28,36
2016-04-29,43
2016-04-30,14
2016-05-01,21
2016-05-02,24
2016-05-03,59
2016-05-04,53
2016-05-05,49
2016-05-06,19
2016-05-07,28
2016-05-08,14
2016-05-09,90
2016-05-10,83
2016-05-11,29
2016-05-12,53
2016-05-13,61
2016-05-14,21
2016-05-15,34
2016-05-16,53
2016-05-17,41
2016-05-18,52
2016-05-19,42
2016-05-20,37
2016-05-21,14
2016-05-22,27
2016-05-23,23
2016-05-24,53
2016-05-25,36
2016-05-26,6
2016-05-27,38
2016-05-28,49
2016-05-29,35
2016-05-30,62
2016-05-31,83
2016-06-01,42
2016-06-02,61
2016-06-03,100
2016-06-04,28
2016-06-05,48
2016-06-06,48
2016-06-07,54
2016-06-08,42
2016-06-09,49
2016-06-10,25
2016-06-11,21
2016-06-12,41
2016-06-13,18
2016-06-14,35
2016-06-15,36
2016-06-16,30
2016-06-17,63
2016-06-18,50
2016-06-19,42
2016-06-20,30
2016-06-21,30
2016-06-22,47
2016-06-23,56
2016-06-24,25
2016-06-25,43
2016-06-26,42
2016-06-27,72
2016-06-28,66
2016-06-29,86
2016-06-30,37
2016-07-01,19
2016-07-02,14
2016-07-03,43
2016-07-04,32
2016-07-05,70
2016-07-06,38
2016-07-07,39
2016-07-08,47
2016-07-09,60
2016-07-10,36
2016-07-11,44
2016-07-12,44
2016-07-13,58
2016-07-14,30
2016-07-15,26
2016-07-16,22
2016-07-17,60
2016-07-18,51
2016-07-19,32
2016-07-20,44
2016-07-21,58
2016-07-22,52
2016-07-23,7
2016-07-24,37
2016-07-25,56
2016-07-26,32
2016-07-27,50
2016-07-28,45
2016-07-29,79
2016-07-30,15
2016-07-31,37
2016-08-01,57
2016-08-02,50
2016-08-03,32
2016-08-04,58
2016-08-05,34
2016-08-06,23
2016-08-07,23
2016-08-08,39
2016-08-09,39
2016-08-10,39
2016-08-11,40
2016-08-12,63
2016-08-13,45
2016-08-14,23
2016-08-15,49
2016-08-16,40
2016-08-17,40
2016-08-18,47
2016-08-19,28
2016-08-20,23
2016-08-21,46
2016-08-22,33
2016-08-23,59
2016-08-24,38
2016-08-25,44
2016-08-26,33
2016-08-27,36
2016-08-28,29
2016-08-29,43
2016-08-30,37
2016-08-31,49
2016-09-01,25
2016-09-02,38
2016-09-03,51
2016-09-04,35
2016-09-05,25
2016-09-06,18
2016-09-07,56
2016-09-08,38
2016-09-09,45
2016-09-10,22
2016-09-11,0
