date,FAST stock
2015-04-10,59
2015-04-11,48
2015-04-12,24
2015-04-13,35
2015-04-14,69
2015-04-15,81
2015-04-16,46
2015-04-17,42
2015-04-18,24
2015-04-19,41
2015-04-20,25
2015-04-21,40
2015-04-22,35
2015-04-23,82
2015-04-24,100
2015-04-25,23
2015-04-26,35
2015-04-27,10
2015-04-28,45
2015-04-29,35
2015-04-30,52
2015-05-01,17
2015-05-02,42
2015-05-03,35
2015-05-04,20
2015-05-05,40
2015-05-06,40
2015-05-07,46
2015-05-08,32
2015-05-09,30
2015-05-10,36
2015-05-11,60
2015-05-12,25
2015-05-13,50
2015-05-14,46
2015-05-15,37
2015-05-16,6
2015-05-17,18
2015-05-18,39
2015-05-19,39
2015-05-20,54
2015-05-21,15
2015-05-22,21
2015-05-23,24
2015-05-24,30
2015-05-25,36
2015-05-26,49
2015-05-27,49
2015-05-28,15
2015-05-29,42
2015-05-30,48
2015-05-31,24
2015-06-01,30
2015-06-02,20
2015-06-03,15
2015-06-04,32
2015-06-05,32
2015-06-06,31
2015-06-07,30
2015-06-08,34
2015-06-09,39
2015-06-10,20
2015-06-11,25
2015-06-12,42
2015-06-13,18
2015-06-14,30
2015-06-15,25
2015-06-16,10
2015-06-17,30
2015-06-18,20
2015-06-19,42
2015-06-20,18
2015-06-21,12
2015-06-22,85
2015-06-23,40
2015-06-24,35
2015-06-25,61
2015-06-26,58
2015-06-27,6
2015-06-28,42
2015-06-29,15
2015-06-30,60
2015-07-01,10
2015-07-02,26
2015-07-03,38
2015-07-04,31
2015-07-05,31
2015-07-06,34
2015-07-07,15
2015-07-08,60
2015-07-09,31
2015-07-10,57
2015-07-11,43
2015-07-12,42
2015-07-13,40
2015-07-14,66
2015-07-15,41
2015-07-16,36
2015-07-17,32
2015-07-18,19
2015-07-19,39
2015-07-20,37
2015-07-21,41
2015-07-22,35
2015-07-23,15
2015-07-24,53
2015-07-25,24
2015-07-26,36
2015-07-27,45
2015-07-28,50
2015-07-29,35
2015-07-30,35
2015-07-31,21
2015-08-01,48
2015-08-02,30
2015-08-03,10
2015-08-04,25
2015-08-05,30
2015-08-06,26
2015-08-07,52
2015-08-08,36
2015-08-09,42
2015-08-10,20
2015-08-11,20
2015-08-12,35
2015-08-13,36
2015-08-14,47
2015-08-15,30
2015-08-16,35
2015-08-17,25
2015-08-18,10
2015-08-19,25
2015-08-20,20
2015-08-21,31
2015-08-22,42
2015-08-23,40
2015-08-24,24
2015-08-25,39
2015-08-26,34
2015-08-27,29
2015-08-28,46
2015-08-29,12
2015-08-30,34
2015-08-31,29
2015-09-01,62
2015-09-02,58
2015-09-03,25
2015-09-04,30
2015-09-05,29
2015-09-06,34
2015-09-07,30
2015-09-08,43
2015-09-09,57
2015-09-10,48
2015-09-11,55
2015-09-12,28
2015-09-13,50
2015-09-14,42
2015-09-15,62
2015-09-16,24
2015-09-17,62
2015-09-18,40
2015-09-19,34
2015-09-20,33
2015-09-21,23
2015-09-22,38
2015-09-23,43
2015-09-24,19
2015-09-25,30
2015-09-26,17
2015-09-27,23
2015-09-28,46
2015-09-29,14
2015-09-30,33
2015-10-01,33
2015-10-02,35
2015-10-03,22
2015-10-04,11
2015-10-05,28
2015-10-06,32
2015-10-07,42
2015-10-08,66
2015-10-09,44
2015-10-10,44
2015-10-11,33
2015-10-12,39
2015-10-13,23
2015-10-14,23
2015-10-15,42
2015-10-16,39
2015-10-17,38
2015-10-18,32
2015-10-19,55
2015-10-20,50
2015-10-21,46
2015-10-22,24
2015-10-23,54
2015-10-24,28
2015-10-25,21
2015-10-26,50
2015-10-27,23
2015-10-28,51
2015-10-29,33
2015-10-30,40
2015-10-31,33
2015-11-01,22
2015-11-02,42
2015-11-03,79
2015-11-04,23
2015-11-05,14
2015-11-06,44
2015-11-07,27
2015-11-08,22
2015-11-09,37
2015-11-10,46
2015-11-11,57
2015-11-12,53
2015-11-13,25
2015-11-14,33
2015-11-15,27
2015-11-16,23
2015-11-17,65
2015-11-18,23
2015-11-19,32
2015-11-20,53
2015-11-21,21
2015-11-22,32
2015-11-23,47
2015-11-24,18
2015-11-25,19
2015-11-26,19
2015-11-27,35
2015-11-28,22
2015-11-29,37
2015-11-30,36
2015-12-01,32
2015-12-02,37
2015-12-03,42
2015-12-04,58
2015-12-05,28
2015-12-06,32
2015-12-07,41
2015-12-08,51
2015-12-09,56
2015-12-10,47
2015-12-11,44
2015-12-12,27
2015-12-13,32
2015-12-14,37
2015-12-15,53
2015-12-16,53
2015-12-17,29
2015-12-18,41
2015-12-19,29
2015-12-20,17
2015-12-21,35
2015-12-22,35
2015-12-23,47
2015-12-24,47
2015-12-25,45
2015-12-26,17
