date,FAST stock
2012-06-04,100
2012-06-05,49
2012-06-06,38
2012-06-07,20
2012-06-08,20
2012-06-09,38
2012-06-10,38
2012-06-11,8
2012-06-12,26
2012-06-13,39
2012-06-14,51
2012-06-15,21
2012-06-16,19
2012-06-17,19
2012-06-18,23
2012-06-19,46
2012-06-20,51
2012-06-21,20
2012-06-22,32
2012-06-23,34
2012-06-24,24
2012-06-25,19
2012-06-26,46
2012-06-27,39
2012-06-28,16
2012-06-29,41
2012-06-30,5
2012-07-01,19
2012-07-02,20
2012-07-03,12
2012-07-04,25
2012-07-05,8
2012-07-06,8
2012-07-07,5
2012-07-08,29
2012-07-09,23
2012-07-10,12
2012-07-11,20
2012-07-12,16
2012-07-13,12
2012-07-14,5
2012-07-15,10
2012-07-16,8
2012-07-17,8
2012-07-18,12
2012-07-19,40
2012-07-20,21
2012-07-21,25
2012-07-22,10
2012-07-23,12
2012-07-24,20
2012-07-25,16
2012-07-26,16
2012-07-27,25
2012-07-28,10
2012-07-29,14
2012-07-30,12
2012-07-31,20
2012-08-01,16
2012-08-02,8
2012-08-03,8
2012-08-04,15
2012-08-05,10
2012-08-06,12
2012-08-07,35
2012-08-08,28
2012-08-09,12
2012-08-10,17
2012-08-11,15
2012-08-12,29
2012-08-13,31
2012-08-14,8
2012-08-15,41
2012-08-16,16
2012-08-17,13
2012-08-18,5
2012-08-19,35
2012-08-20,24
2012-08-21,31
2012-08-22,16
2012-08-23,12
2012-08-24,25
2012-08-25,9
2012-08-26,14
2012-08-27,15
2012-08-28,30
2012-08-29,4
2012-08-30,23
2012-08-31,12
2012-09-01,9
2012-09-02,14
2012-09-03,20
2012-09-04,15
2012-09-05,34
2012-09-06,27
2012-09-07,0
2012-09-08,9
2012-09-09,23
2012-09-10,11
2012-09-11,15
2012-09-12,41
2012-09-13,23
2012-09-14,16
2012-09-15,18
2012-09-16,41
2012-09-17,11
2012-09-18,33
2012-09-19,26
2012-09-20,15
2012-09-21,20
2012-09-22,45
2012-09-23,0
2012-09-24,18
2012-09-25,22
2012-09-26,29
2012-09-27,23
2012-09-28,16
2012-09-29,27
2012-09-30,18
2012-10-01,7
2012-10-02,33
2012-10-03,22
2012-10-04,11
2012-10-05,19
2012-10-06,4
2012-10-07,26
2012-10-08,11
2012-10-09,18
2012-10-10,21
2012-10-11,22
2012-10-12,7
2012-10-13,9
2012-10-14,13
2012-10-15,18
2012-10-16,32
2012-10-17,18
2012-10-18,42
2012-10-19,15
2012-10-20,4
2012-10-21,26
2012-10-22,11
2012-10-23,14
2012-10-24,28
2012-10-25,22
2012-10-26,23
2012-10-27,4
2012-10-28,4
2012-10-29,10
2012-10-30,17
2012-10-31,29
2012-11-01,4
2012-11-02,27
2012-11-03,17
2012-11-04,12
2012-11-05,10
2012-11-06,10
2012-11-07,3
2012-11-08,21
2012-11-09,15
2012-11-10,25
2012-11-11,12
2012-11-12,7
2012-11-13,32
2012-11-14,14
2012-11-15,32
2012-11-16,29
2012-11-17,4
2012-11-18,16
2012-11-19,21
2012-11-20,31
2012-11-21,17
2012-11-22,4
2012-11-23,30
2012-11-24,12
2012-11-25,16
2012-11-26,20
2012-11-27,14
2012-11-28,17
2012-11-29,24
2012-11-30,4
2012-12-01,21
2012-12-02,16
2012-12-03,24
2012-12-04,20
2012-12-05,14
2012-12-06,18
2012-12-07,18
2012-12-08,0
2012-12-09,12
2012-12-10,3
2012-12-11,17
2012-12-12,7
2012-12-13,24
2012-12-14,25
2012-12-15,4
2012-12-16,16
2012-12-17,7
2012-12-18,14
2012-12-19,11
2012-12-20,11
2012-12-21,26
2012-12-22,9
2012-12-23,18
2012-12-24,17
2012-12-25,5
2012-12-26,16
2012-12-27,22
2012-12-28,15
2012-12-29,25
2012-12-30,8
2012-12-31,21
2013-01-01,18
2013-01-02,11
2013-01-03,14
2013-01-04,14
2013-01-05,16
2013-01-06,28
2013-01-07,13
2013-01-08,17
2013-01-09,13
2013-01-10,7
2013-01-11,14
2013-01-12,19
2013-01-13,4
2013-01-14,13
2013-01-15,22
2013-01-16,20
2013-01-17,26
2013-01-18,17
2013-01-19,23
2013-01-20,11
2013-01-21,19
2013-01-22,32
2013-01-23,26
2013-01-24,26
2013-01-25,13
2013-01-26,4
2013-01-27,23
2013-01-28,10
2013-01-29,10
2013-01-30,13
2013-01-31,23
2013-02-01,3
2013-02-02,27
2013-02-03,19
2013-02-04,19
2013-02-05,29
2013-02-06,16
2013-02-07,16
2013-02-08,34
2013-02-09,12
2013-02-10,19
2013-02-11,13
2013-02-12,17
2013-02-13,16
2013-02-14,24
2013-02-15,14
2013-02-16,8
2013-02-17,23
2013-02-18,22
2013-02-19,19
