date,FAST stock
2012-10-12,35
2012-10-13,20
2012-10-14,69
2012-10-15,41
2012-10-16,8
2012-10-17,33
2012-10-18,51
2012-10-19,18
2012-10-20,30
2012-10-21,30
2012-10-22,33
2012-10-23,50
2012-10-24,8
2012-10-25,25
2012-10-26,81
2012-10-27,21
2012-10-28,49
2012-10-29,24
2012-10-30,33
2012-10-31,17
2012-11-01,18
2012-11-02,44
2012-11-03,30
2012-11-04,29
2012-11-05,48
2012-11-06,56
2012-11-07,32
2012-11-08,75
2012-11-09,26
2012-11-10,10
2012-11-11,19
2012-11-12,49
2012-11-13,25
2012-11-14,66
2012-11-15,42
2012-11-16,43
2012-11-17,10
2012-11-18,48
2012-11-19,65
2012-11-20,65
2012-11-21,33
2012-11-22,17
2012-11-23,52
2012-11-24,49
2012-11-25,67
2012-11-26,24
2012-11-27,8
2012-11-28,64
2012-11-29,8
2012-11-30,25
2012-12-01,58
2012-12-02,38
2012-12-03,63
2012-12-04,39
2012-12-05,16
2012-12-06,33
2012-12-07,42
2012-12-08,29
2012-12-09,28
2012-12-10,32
2012-12-11,39
2012-12-12,32
2012-12-13,24
2012-12-14,25
2012-12-15,57
2012-12-16,10
2012-12-17,63
2012-12-18,41
2012-12-19,25
2012-12-20,17
2012-12-21,63
2012-12-22,30
2012-12-23,10
2012-12-24,20
2012-12-25,32
2012-12-26,83
2012-12-27,17
2012-12-28,26
2012-12-29,50
2012-12-30,40
2012-12-31,10
2013-01-01,21
2013-01-02,75
2013-01-03,16
2013-01-04,17
2013-01-05,19
2013-01-06,18
2013-01-07,16
2013-01-08,47
2013-01-09,15
2013-01-10,54
2013-01-11,57
2013-01-12,64
2013-01-13,27
2013-01-14,15
2013-01-15,38
2013-01-16,38
2013-01-17,54
2013-01-18,24
2013-01-19,36
2013-01-20,36
2013-01-21,67
2013-01-22,61
2013-01-23,84
2013-01-24,54
2013-01-25,48
2013-01-26,54
2013-01-27,44
2013-01-28,45
2013-01-29,45
2013-01-30,38
2013-01-31,31
2013-02-01,32
2013-02-02,27
2013-02-03,53
2013-02-04,61
2013-02-05,82
2013-02-06,46
2013-02-07,31
2013-02-08,55
2013-02-09,91
2013-02-10,100
2013-02-11,46
2013-02-12,39
2013-02-13,54
2013-02-14,39
2013-02-15,79
2013-02-16,36
2013-02-17,27
2013-02-18,38
2013-02-19,52
2013-02-20,45
2013-02-21,15
2013-02-22,0
2013-02-23,27
2013-02-24,26
2013-02-25,37
2013-02-26,74
2013-02-27,37
2013-02-28,30
2013-03-01,63
2013-03-02,27
2013-03-03,53
2013-03-04,67
2013-03-05,45
2013-03-06,30
2013-03-07,30
2013-03-08,39
2013-03-09,35
2013-03-10,9
2013-03-11,22
2013-03-12,29
2013-03-13,22
2013-03-14,67
2013-03-15,39
2013-03-16,52
2013-03-17,34
2013-03-18,88
2013-03-19,66
2013-03-20,52
2013-03-21,7
2013-03-22,54
2013-03-23,9
2013-03-24,26
2013-03-25,37
2013-03-26,37
2013-03-27,38
2013-03-28,31
2013-03-29,42
2013-03-30,73
2013-03-31,47
2013-04-01,31
2013-04-02,44
2013-04-03,66
2013-04-04,45
2013-04-05,30
2013-04-06,26
2013-04-07,43
2013-04-08,29
2013-04-09,36
2013-04-10,7
2013-04-11,22
2013-04-12,23
2013-04-13,45
2013-04-14,53
2013-04-15,37
2013-04-16,51
2013-04-17,52
2013-04-18,67
2013-04-19,46
2013-04-20,45
2013-04-21,9
2013-04-22,44
2013-04-23,37
2013-04-24,52
2013-04-25,46
2013-04-26,70
2013-04-27,26
2013-04-28,61
2013-04-29,37
2013-04-30,37
2013-05-01,64
2013-05-02,75
2013-05-03,55
2013-05-04,36
2013-05-05,36
2013-05-06,30
2013-05-07,81
2013-05-08,75
2013-05-09,23
2013-05-10,32
2013-05-11,18
2013-05-12,53
2013-05-13,7
2013-05-14,51
2013-05-15,36
2013-05-16,22
2013-05-17,39
2013-05-18,53
2013-05-19,36
2013-05-20,66
2013-05-21,79
2013-05-22,51
2013-05-23,66
2013-05-24,23
2013-05-25,18
2013-05-26,72
2013-05-27,53
2013-05-28,71
2013-05-29,65
2013-05-30,30
2013-05-31,54
2013-06-01,53
2013-06-02,52
2013-06-03,29
2013-06-04,51
2013-06-05,73
2013-06-06,66
2013-06-07,61
2013-06-08,45
2013-06-09,27
2013-06-10,57
2013-06-11,36
2013-06-12,66
2013-06-13,29
2013-06-14,38
2013-06-15,54
2013-06-16,27
2013-06-17,44
2013-06-18,29
2013-06-19,29
2013-06-20,45
2013-06-21,54
2013-06-22,45
2013-06-23,44
2013-06-24,29
2013-06-25,36
2013-06-26,37
2013-06-27,30
2013-06-28,47
2013-06-29,45
