date,FAST stock
2014-07-24,25
2014-07-25,21
2014-07-26,12
2014-07-27,25
2014-07-28,31
2014-07-29,46
2014-07-30,41
2014-07-31,26
2014-08-01,37
2014-08-02,24
2014-08-03,25
2014-08-04,30
2014-08-05,35
2014-08-06,15
2014-08-07,22
2014-08-08,38
2014-08-09,43
2014-08-10,24
2014-08-11,20
2014-08-12,45
2014-08-13,20
2014-08-14,41
2014-08-15,48
2014-08-16,24
2014-08-17,12
2014-08-18,25
2014-08-19,25
2014-08-20,25
2014-08-21,45
2014-08-22,21
2014-08-23,71
2014-08-24,24
2014-08-25,30
2014-08-26,54
2014-08-27,43
2014-08-28,50
2014-08-29,26
2014-08-30,29
2014-08-31,23
2014-09-01,24
2014-09-02,28
2014-09-03,33
2014-09-04,10
2014-09-05,35
2014-09-06,17
2014-09-07,45
2014-09-08,48
2014-09-09,38
2014-09-10,14
2014-09-11,19
2014-09-12,20
2014-09-13,6
2014-09-14,17
2014-09-15,14
2014-09-16,28
2014-09-17,33
2014-09-18,67
2014-09-19,44
2014-09-20,17
2014-09-21,50
2014-09-22,70
2014-09-23,24
2014-09-24,33
2014-09-25,53
2014-09-26,35
2014-09-27,23
2014-09-28,11
2014-09-29,14
2014-09-30,23
2014-10-01,19
2014-10-02,24
2014-10-03,41
2014-10-04,41
2014-10-05,11
2014-10-06,23
2014-10-07,56
2014-10-08,28
2014-10-09,52
2014-10-10,24
2014-10-11,23
2014-10-12,34
2014-10-13,23
2014-10-14,32
2014-10-15,33
2014-10-16,28
2014-10-17,29
2014-10-18,34
2014-10-19,22
2014-10-20,28
2014-10-21,41
2014-10-22,32
2014-10-23,19
2014-10-24,24
2014-10-25,50
2014-10-26,27
2014-10-27,32
2014-10-28,49
2014-10-29,42
2014-10-30,33
2014-10-31,30
2014-11-01,11
2014-11-02,16
2014-11-03,23
2014-11-04,50
2014-11-05,55
2014-11-06,55
2014-11-07,24
2014-11-08,27
2014-11-09,27
2014-11-10,28
2014-11-11,23
2014-11-12,18
2014-11-13,23
2014-11-14,28
2014-11-15,21
2014-11-16,11
2014-11-17,18
2014-11-18,19
2014-11-19,14
2014-11-20,37
2014-11-21,57
2014-11-22,21
2014-11-23,21
2014-11-24,31
2014-11-25,13
2014-11-26,36
2014-11-27,24
2014-11-28,29
2014-11-29,32
2014-11-30,37
2014-12-01,31
2014-12-02,44
2014-12-03,45
2014-12-04,27
2014-12-05,19
2014-12-06,5
2014-12-07,27
2014-12-08,46
2014-12-09,40
2014-12-10,18
2014-12-11,37
2014-12-12,29
2014-12-13,16
2014-12-14,16
2014-12-15,27
2014-12-16,27
2014-12-17,51
2014-12-18,38
2014-12-19,39
2014-12-20,22
2014-12-21,28
2014-12-22,39
2014-12-23,40
2014-12-24,45
2014-12-25,30
2014-12-26,65
2014-12-27,22
2014-12-28,66
2014-12-29,24
2014-12-30,54
2014-12-31,33
2015-01-01,12
2015-01-02,45
2015-01-03,21
2015-01-04,21
2015-01-05,36
2015-01-06,36
2015-01-07,40
2015-01-08,31
2015-01-09,27
2015-01-10,41
2015-01-11,31
2015-01-12,22
2015-01-13,22
2015-01-14,44
2015-01-15,40
2015-01-16,36
2015-01-17,31
2015-01-18,25
2015-01-19,26
2015-01-20,22
2015-01-21,30
2015-01-22,35
2015-01-23,13
2015-01-24,30
2015-01-25,46
2015-01-26,17
2015-01-27,21
2015-01-28,30
2015-01-29,30
2015-01-30,13
2015-01-31,35
2015-02-01,25
2015-02-02,43
2015-02-03,26
2015-02-04,43
2015-02-05,48
2015-02-06,36
2015-02-07,25
2015-02-08,25
2015-02-09,38
2015-02-10,13
2015-02-11,30
2015-02-12,52
2015-02-13,41
2015-02-14,10
2015-02-15,26
2015-02-16,27
2015-02-17,36
2015-02-18,35
2015-02-19,22
2015-02-20,41
2015-02-21,25
2015-02-22,40
2015-02-23,25
2015-02-24,55
2015-02-25,51
2015-02-26,17
2015-02-27,22
2015-02-28,10
2015-03-01,10
2015-03-02,25
2015-03-03,43
2015-03-04,56
2015-03-05,13
2015-03-06,41
2015-03-07,51
2015-03-08,35
2015-03-09,56
2015-03-10,38
2015-03-11,34
2015-03-12,26
2015-03-13,13
2015-03-14,35
2015-03-15,49
2015-03-16,17
2015-03-17,56
2015-03-18,30
2015-03-19,21
2015-03-20,52
2015-03-21,45
2015-03-22,29
2015-03-23,30
2015-03-24,39
2015-03-25,31
2015-03-26,59
2015-03-27,13
2015-03-28,60
2015-03-29,21
2015-03-30,34
2015-03-31,21
2015-04-01,31
2015-04-02,55
2015-04-03,53
2015-04-04,100
2015-04-05,42
2015-04-06,64
2015-04-07,56
2015-04-08,21
2015-04-09,60
2015-04-10,41
