date,FAST stock
2011-09-18,33
2011-09-19,33
2011-09-20,11
2011-09-21,39
2011-09-22,17
2011-09-23,41
2011-09-24,7
2011-09-25,21
2011-09-26,22
2011-09-27,22
2011-09-28,11
2011-09-29,11
2011-09-30,6
2011-10-01,14
2011-10-02,14
2011-10-03,11
2011-10-04,0
2011-10-05,22
2011-10-06,28
2011-10-07,17
2011-10-08,13
2011-10-09,20
2011-10-10,22
2011-10-11,15
2011-10-12,26
2011-10-13,0
2011-10-14,17
2011-10-15,13
2011-10-16,33
2011-10-17,16
2011-10-18,16
2011-10-19,21
2011-10-20,17
2011-10-21,0
2011-10-22,13
2011-10-23,6
2011-10-24,16
2011-10-25,16
2011-10-26,22
2011-10-27,27
2011-10-28,6
2011-10-29,41
2011-10-30,13
2011-10-31,33
2011-11-01,33
2011-11-02,16
2011-11-03,22
2011-11-04,17
2011-11-05,13
2011-11-06,19
2011-11-07,16
2011-11-08,21
2011-11-09,27
2011-11-10,54
2011-11-11,40
2011-11-12,13
2011-11-13,32
2011-11-14,21
2011-11-15,26
2011-11-16,48
2011-11-17,11
2011-11-18,28
2011-11-19,32
2011-11-20,25
2011-11-21,31
2011-11-22,26
2011-11-23,11
2011-11-24,6
2011-11-25,12
2011-11-26,19
2011-11-27,25
2011-11-28,21
2011-11-29,26
2011-11-30,5
2011-12-01,21
2011-12-02,11
2011-12-03,13
2011-12-04,12
2011-12-05,21
2011-12-06,26
2011-12-07,31
2011-12-08,16
2011-12-09,11
2011-12-10,6
2011-12-11,0
2011-12-12,26
2011-12-13,10
2011-12-14,10
2011-12-15,11
2011-12-16,22
2011-12-17,6
2011-12-18,19
2011-12-19,11
2011-12-20,11
2011-12-21,22
2011-12-22,29
2011-12-23,6
2011-12-24,7
2011-12-25,0
2011-12-26,6
2011-12-27,11
2011-12-28,11
2011-12-29,23
2011-12-30,18
2011-12-31,0
2012-01-01,14
2012-01-02,33
2012-01-03,41
2012-01-04,26
2012-01-05,16
2012-01-06,16
2012-01-07,19
2012-01-08,29
2012-01-09,15
2012-01-10,20
2012-01-11,30
2012-01-12,10
2012-01-13,21
2012-01-14,18
2012-01-15,18
2012-01-16,15
2012-01-17,45
2012-01-18,20
2012-01-19,15
2012-01-20,26
2012-01-21,18
2012-01-22,18
2012-01-23,15
2012-01-24,15
2012-01-25,20
2012-01-26,25
2012-01-27,41
2012-01-28,12
2012-01-29,18
2012-01-30,39
2012-01-31,10
2012-02-01,20
2012-02-02,15
2012-02-03,15
2012-02-04,23
2012-02-05,23
2012-02-06,29
2012-02-07,29
2012-02-08,14
2012-02-09,29
2012-02-10,30
2012-02-11,18
2012-02-12,17
2012-02-13,5
2012-02-14,5
2012-02-15,15
2012-02-16,20
2012-02-17,10
2012-02-18,24
2012-02-19,12
2012-02-20,10
2012-02-21,15
2012-02-22,29
2012-02-23,25
2012-02-24,25
2012-02-25,35
2012-02-26,23
2012-02-27,14
2012-02-28,10
2012-02-29,29
2012-03-01,15
2012-03-02,37
2012-03-03,6
2012-03-04,6
2012-03-05,20
2012-03-06,24
2012-03-07,19
2012-03-08,20
2012-03-09,25
2012-03-10,17
2012-03-11,6
2012-03-12,14
2012-03-13,29
2012-03-14,19
2012-03-15,10
2012-03-16,21
2012-03-17,0
2012-03-18,17
2012-03-19,29
2012-03-20,5
2012-03-21,10
2012-03-22,25
2012-03-23,26
2012-03-24,29
2012-03-25,18
2012-03-26,14
2012-03-27,14
2012-03-28,34
2012-03-29,5
2012-03-30,15
2012-03-31,17
2012-04-01,29
2012-04-02,78
2012-04-03,83
2012-04-04,65
2012-04-05,72
2012-04-06,28
2012-04-07,43
2012-04-08,31
2012-04-09,64
2012-04-10,75
2012-04-11,53
2012-04-12,44
2012-04-13,25
2012-04-14,23
2012-04-15,40
2012-04-16,38
2012-04-17,38
2012-04-18,62
2012-04-19,44
2012-04-20,5
2012-04-21,46
2012-04-22,56
2012-04-23,47
2012-04-24,28
2012-04-25,38
2012-04-26,29
2012-04-27,46
2012-04-28,18
2012-04-29,18
2012-04-30,25
2012-05-01,21
2012-05-02,24
2012-05-03,34
2012-05-04,10
2012-05-05,12
2012-05-06,17
2012-05-07,5
2012-05-08,37
2012-05-09,24
2012-05-10,20
2012-05-11,10
2012-05-12,12
2012-05-13,12
2012-05-14,19
2012-05-15,23
2012-05-16,14
2012-05-17,29
2012-05-18,35
2012-05-19,18
2012-05-20,12
2012-05-21,19
2012-05-22,28
2012-05-23,43
2012-05-24,19
2012-05-25,31
2012-05-26,6
2012-05-27,12
2012-05-28,20
2012-05-29,42
2012-05-30,28
2012-05-31,52
2012-06-01,70
2012-06-02,100
2012-06-03,58
2012-06-04,94
