date,FAST stock
2015-08-18,0
2015-08-19,42
2015-08-20,24
2015-08-21,43
2015-08-22,70
2015-08-23,76
2015-08-24,80
2015-08-25,63
2015-08-26,35
2015-08-27,58
2015-08-28,74
2015-08-29,28
2015-08-30,27
2015-08-31,46
2015-09-01,57
2015-09-02,52
2015-09-03,23
2015-09-04,30
2015-09-05,48
2015-09-06,48
2015-09-07,42
2015-09-08,46
2015-09-09,34
2015-09-10,75
2015-09-11,71
2015-09-12,46
2015-09-13,33
2015-09-14,22
2015-09-15,80
2015-09-16,23
2015-09-17,57
2015-09-18,47
2015-09-19,40
2015-09-20,46
2015-09-21,44
2015-09-22,34
2015-09-23,68
2015-09-24,41
2015-09-25,42
2015-09-26,47
2015-09-27,14
2015-09-28,66
2015-09-29,33
2015-09-30,22
2015-10-01,51
2015-10-02,35
2015-10-03,33
2015-10-04,7
2015-10-05,45
2015-10-06,50
2015-10-07,56
2015-10-08,56
2015-10-09,23
2015-10-10,59
2015-10-11,33
2015-10-12,34
2015-10-13,66
2015-10-14,22
2015-10-15,50
2015-10-16,52
2015-10-17,32
2015-10-18,52
2015-10-19,66
2015-10-20,43
2015-10-21,72
2015-10-22,22
2015-10-23,41
2015-10-24,26
2015-10-25,38
2015-10-26,16
2015-10-27,17
2015-10-28,60
2015-10-29,45
2015-10-30,35
2015-10-31,33
2015-11-01,26
2015-11-02,39
2015-11-03,100
2015-11-04,38
2015-11-05,33
2015-11-06,81
2015-11-07,19
2015-11-08,19
2015-11-09,44
2015-11-10,49
2015-11-11,45
2015-11-12,45
2015-11-13,75
2015-11-14,26
2015-11-15,26
2015-11-16,44
2015-11-17,65
2015-11-18,16
2015-11-19,44
2015-11-20,63
2015-11-21,19
2015-11-22,45
2015-11-23,44
2015-11-24,16
2015-11-25,6
2015-11-26,58
2015-11-27,18
2015-11-28,19
2015-11-29,25
2015-11-30,38
2015-12-01,32
2015-12-02,49
2015-12-03,61
2015-12-04,57
2015-12-05,20
2015-12-06,51
2015-12-07,38
2015-12-08,33
2015-12-09,55
2015-12-10,28
2015-12-11,69
2015-12-12,26
2015-12-13,51
2015-12-14,49
2015-12-15,57
2015-12-16,80
2015-12-17,46
2015-12-18,18
2015-12-19,55
2015-12-20,27
2015-12-21,24
2015-12-22,30
2015-12-23,75
2015-12-24,35
2015-12-25,30
2015-12-26,14
2015-12-27,41
2015-12-28,42
2015-12-29,30
2015-12-30,37
2015-12-31,61
2016-01-01,15
2016-01-02,14
2016-01-03,47
2016-01-04,71
2016-01-05,66
2016-01-06,66
2016-01-07,48
2016-01-08,67
2016-01-09,60
2016-01-10,52
2016-01-11,58
2016-01-12,23
2016-01-13,40
2016-01-14,17
2016-01-15,79
2016-01-16,41
2016-01-17,46
2016-01-18,53
2016-01-19,52
2016-01-20,46
2016-01-21,48
2016-01-22,54
2016-01-23,33
2016-01-24,26
2016-01-25,35
2016-01-26,69
2016-01-27,81
2016-01-28,53
2016-01-29,43
2016-01-30,40
2016-01-31,46
2016-02-01,58
2016-02-02,29
2016-02-03,52
2016-02-04,66
2016-02-05,37
2016-02-06,21
2016-02-07,40
2016-02-08,47
2016-02-09,47
2016-02-10,23
2016-02-11,17
2016-02-12,66
2016-02-13,59
2016-02-14,26
2016-02-15,17
2016-02-16,52
2016-02-17,34
2016-02-18,69
2016-02-19,65
2016-02-20,33
2016-02-21,58
2016-02-22,68
2016-02-23,68
2016-02-24,57
2016-02-25,70
2016-02-26,54
2016-02-27,72
2016-02-28,39
2016-02-29,33
2016-03-01,67
2016-03-02,51
2016-03-03,57
2016-03-04,24
2016-03-05,20
2016-03-06,26
2016-03-07,56
2016-03-08,74
2016-03-09,69
2016-03-10,35
2016-03-11,66
2016-03-12,47
2016-03-13,19
2016-03-14,23
2016-03-15,51
2016-03-16,40
2016-03-17,77
2016-03-18,36
2016-03-19,39
2016-03-20,39
2016-03-21,52
2016-03-22,23
2016-03-23,35
2016-03-24,43
2016-03-25,39
2016-03-26,28
2016-03-27,28
2016-03-28,60
2016-03-29,46
2016-03-30,52
2016-03-31,58
2016-04-01,60
2016-04-02,20
2016-04-03,39
2016-04-04,63
2016-04-05,46
2016-04-06,17
2016-04-07,70
2016-04-08,60
2016-04-09,27
2016-04-10,33
2016-04-11,29
2016-04-12,34
2016-04-13,23
2016-04-14,76
2016-04-15,67
2016-04-16,27
2016-04-17,26
2016-04-18,40
2016-04-19,57
2016-04-20,57
2016-04-21,29
2016-04-22,31
2016-04-23,27
2016-04-24,32
2016-04-25,28
2016-04-26,39
2016-04-27,34
2016-04-28,24
2016-04-29,67
2016-04-30,34
2016-05-01,34
2016-05-02,29
2016-05-03,40
2016-05-04,41
