date,FAST stock
2018-02-13,61
2018-02-14,37
2018-02-15,75
2018-02-16,77
2018-02-17,71
2018-02-18,78
2018-02-19,48
2018-02-20,85
2018-02-21,79
2018-02-22,67
2018-02-23,70
2018-02-24,21
2018-02-25,27
2018-02-26,95
2018-02-27,66
2018-02-28,72
2018-03-01,77
2018-03-02,51
2018-03-03,63
2018-03-04,48
2018-03-05,47
2018-03-06,54
2018-03-07,91
2018-03-08,61
2018-03-09,77
2018-03-10,35
2018-03-11,69
2018-03-12,30
2018-03-13,48
2018-03-14,60
2018-03-15,55
2018-03-16,63
2018-03-17,35
2018-03-18,88
2018-03-19,79
2018-03-20,42
2018-03-21,90
2018-03-22,68
2018-03-23,82
2018-03-24,28
2018-03-25,35
2018-03-26,62
2018-03-27,68
2018-03-28,69
2018-03-29,26
2018-03-30,14
2018-03-31,36
2018-04-01,66
2018-04-02,97
2018-04-03,61
2018-04-04,43
2018-04-05,100
2018-04-06,64
2018-04-07,50
2018-04-08,49
2018-04-09,55
