date,Citrix Systems,isPartial
2014-03-16,0,False
2014-03-17,35,False
2014-03-18,46,False
2014-03-19,35,False
2014-03-20,0,False
2014-03-21,49,False
2014-03-22,14,False
2014-03-23,13,False
2014-03-24,12,False
2014-03-25,23,False
2014-03-26,58,False
2014-03-27,24,False
2014-03-28,0,False
2014-03-29,14,False
2014-03-30,27,False
2014-03-31,23,False
2014-04-01,35,False
2014-04-02,59,False
2014-04-03,24,False
2014-04-04,0,False
2014-04-05,14,False
2014-04-06,0,False
2014-04-07,23,False
2014-04-08,35,False
2014-04-09,23,False
2014-04-10,24,False
2014-04-11,25,False
2014-04-12,14,False
2014-04-13,14,False
2014-04-14,36,False
2014-04-15,12,False
2014-04-16,48,False
2014-04-17,13,False
2014-04-18,14,False
2014-04-19,0,False
2014-04-20,30,False
2014-04-21,26,False
2014-04-22,46,False
2014-04-23,59,False
2014-04-24,24,False
2014-04-25,12,False
2014-04-26,14,False
2014-04-27,14,False
2014-04-28,35,False
2014-04-29,11,False
2014-04-30,36,False
2014-05-01,13,False
2014-05-02,13,False
2014-05-03,14,False
2014-05-04,14,False
2014-05-05,12,False
2014-05-06,58,False
2014-05-07,58,False
2014-05-08,24,False
2014-05-09,37,False
2014-05-10,0,False
2014-05-11,0,False
2014-05-12,23,False
2014-05-13,23,False
2014-05-14,59,False
2014-05-15,0,False
2014-05-16,49,False
2014-05-17,0,False
2014-05-18,0,False
2014-05-19,47,False
2014-05-20,12,False
2014-05-21,0,False
2014-05-22,13,False
2014-05-23,54,False
2014-05-24,16,False
2014-05-25,0,False
2014-05-26,26,False
2014-05-27,25,False
2014-05-28,77,False
2014-05-29,13,False
2014-05-30,55,False
2014-05-31,32,False
2014-06-01,31,False
2014-06-02,13,False
2014-06-03,64,False
2014-06-04,38,False
2014-06-05,13,False
2014-06-06,55,False
2014-06-07,0,False
2014-06-08,0,False
2014-06-09,13,False
2014-06-10,40,False
2014-06-11,13,False
2014-06-12,26,False
2014-06-13,27,False
2014-06-14,16,False
2014-06-15,0,False
2014-06-16,39,False
2014-06-17,13,False
2014-06-18,39,False
2014-06-19,13,False
2014-06-20,0,False
2014-06-21,0,False
2014-06-22,16,False
2014-06-23,26,False
2014-06-24,13,False
2014-06-25,52,False
2014-06-26,13,False
2014-06-27,28,False
2014-06-28,16,False
2014-06-29,0,False
2014-06-30,13,False
2014-07-01,66,False
2014-07-02,40,False
2014-07-03,0,False
2014-07-04,14,False
2014-07-05,0,False
2014-07-06,0,False
2014-07-07,0,False
2014-07-08,0,False
2014-07-09,54,False
2014-07-10,40,False
2014-07-11,28,False
2014-07-12,32,False
2014-07-13,16,False
2014-07-14,39,False
2014-07-15,39,False
2014-07-16,14,False
2014-07-17,13,False
2014-07-18,0,False
2014-07-19,0,False
2014-07-20,16,False
2014-07-21,26,False
2014-07-22,40,False
2014-07-23,27,False
2014-07-24,0,False
2014-07-25,42,False
2014-07-26,0,False
2014-07-27,0,False
2014-07-28,13,False
2014-07-29,27,False
2014-07-30,53,False
2014-07-31,27,False
2014-08-01,42,False
2014-08-02,16,False
2014-08-03,16,False
2014-08-04,26,False
2014-08-05,0,False
2014-08-06,26,False
2014-08-07,0,False
2014-08-08,28,False
2014-08-09,16,False
2014-08-10,31,False
2014-08-11,39,False
2014-08-12,13,False
2014-08-13,26,False
2014-08-14,13,False
2014-08-15,0,False
2014-08-16,16,False
2014-08-17,0,False
2014-08-18,26,False
2014-08-19,39,False
2014-08-20,39,False
2014-08-21,13,False
2014-08-22,14,False
2014-08-23,0,False
2014-08-24,46,False
2014-08-25,13,False
2014-08-26,51,False
2014-08-27,13,False
2014-08-28,26,False
2014-08-29,40,False
2014-08-30,46,False
2014-08-31,0,False
2014-09-01,13,False
2014-09-02,12,False
2014-09-03,49,False
2014-09-04,0,False
2014-09-05,13,False
2014-09-06,15,False
2014-09-07,15,False
2014-09-08,12,False
2014-09-09,49,False
2014-09-10,25,False
2014-09-11,100,False
2014-09-12,26,False
2014-09-13,0,False
2014-09-14,0,False
2014-09-15,25,False
2014-09-16,25,False
2014-09-17,50,False
2014-09-18,12,False
2014-09-19,26,False
2014-09-20,15,False
2014-09-21,0,False
2014-09-22,12,False
2014-09-23,37,False
2014-09-24,25,False
2014-09-25,25,False
2014-09-26,26,False
2014-09-27,0,False
2014-09-28,0,False
2014-09-29,0,False
2014-09-30,25,False
2014-10-01,37,False
2014-10-02,13,False
2014-10-03,40,False
2014-10-04,30,False
2014-10-05,0,False
2014-10-06,25,False
2014-10-07,12,False
2014-10-08,24,False
2014-10-09,25,False
2014-10-10,13,False
2014-10-11,0,False
2014-10-12,0,False
2014-10-13,36,False
2014-10-14,36,False
2014-10-15,37,False
2014-10-16,24,False
2014-10-17,13,False
2014-10-18,15,False
2014-10-19,15,False
2014-10-20,24,False
2014-10-21,48,False
2014-10-22,24,False
2014-10-23,62,False
2014-10-24,13,False
2014-10-25,0,False
2014-10-26,0,False
2014-10-27,24,False
2014-10-28,36,False
2014-10-29,73,False
2014-10-30,12,False
2014-10-31,39,False
2014-11-01,15,False
2014-11-02,14,False
2014-11-03,0,False
2014-11-04,47,False
2014-11-05,47,False
2014-11-06,24,False
2014-11-07,38,False
2014-11-08,14,False
2014-11-09,0,False
2014-11-10,36,False
2014-11-11,12,False
2014-11-12,12,False
2014-11-13,47,False
2014-11-14,0,False
2014-11-15,0,False
2014-11-16,0,False
2014-11-17,12,False
2014-11-18,38,False
2014-11-19,12,False
2014-11-20,24,False
2014-11-21,12,False
2014-11-22,14,False
2014-11-23,27,False
2014-11-24,12,False
2014-11-25,12,False
2014-11-26,36,False
2014-11-27,12,False
2014-11-28,13,False
2014-11-29,14,False
2014-11-30,0,False
2014-12-01,23,False
