date,Citrix Systems,isPartial
2016-09-11,0,False
2016-09-12,0,False
2016-09-13,65,False
2016-09-14,65,False
2016-09-15,44,False
2016-09-16,45,False
2016-09-17,0,False
2016-09-18,0,False
2016-09-19,21,False
2016-09-20,21,False
2016-09-21,21,False
2016-09-22,22,False
2016-09-23,23,False
2016-09-24,0,False
2016-09-25,24,False
2016-09-26,21,False
2016-09-27,21,False
2016-09-28,64,False
2016-09-29,21,False
2016-09-30,0,False
2016-10-01,0,False
2016-10-02,47,False
2016-10-03,21,False
2016-10-04,21,False
2016-10-05,84,False
2016-10-06,42,False
2016-10-07,0,False
2016-10-08,0,False
2016-10-09,0,False
2016-10-10,21,False
2016-10-11,42,False
2016-10-12,0,False
2016-10-13,21,False
2016-10-14,0,False
2016-10-15,0,False
2016-10-16,48,False
2016-10-17,21,False
2016-10-18,82,False
2016-10-19,21,False
2016-10-20,62,False
2016-10-21,22,False
2016-10-22,24,False
2016-10-23,0,False
2016-10-24,21,False
2016-10-25,21,False
2016-10-26,21,False
2016-10-27,43,False
2016-10-28,0,False
2016-10-29,24,False
2016-10-30,24,False
2016-10-31,21,False
2016-11-01,43,False
2016-11-02,42,False
2016-11-03,21,False
2016-11-04,22,False
2016-11-05,0,False
2016-11-06,23,False
2016-11-07,41,False
2016-11-08,20,False
2016-11-09,57,False
2016-11-10,42,False
2016-11-11,0,False
2016-11-12,0,False
2016-11-13,0,False
2016-11-14,21,False
2016-11-15,41,False
2016-11-16,41,False
2016-11-17,0,False
2016-11-18,21,False
2016-11-19,0,False
2016-11-20,23,False
2016-11-21,82,False
2016-11-22,41,False
2016-11-23,21,False
2016-11-24,21,False
2016-11-25,0,False
2016-11-26,23,False
2016-11-27,0,False
2016-11-28,39,False
2016-11-29,0,False
2016-11-30,20,False
2016-12-01,0,False
2016-12-02,0,False
2016-12-03,0,False
2016-12-04,0,False
2016-12-05,0,False
2016-12-06,39,False
2016-12-07,60,False
2016-12-08,62,False
2016-12-09,42,False
2016-12-10,70,False
2016-12-11,0,False
2016-12-12,19,False
2016-12-13,40,False
2016-12-14,20,False
2016-12-15,0,False
2016-12-16,0,False
2016-12-17,0,False
2016-12-18,0,False
2016-12-19,42,False
2016-12-20,0,False
2016-12-21,21,False
2016-12-22,22,False
2016-12-23,67,False
2016-12-24,0,False
2016-12-25,0,False
2016-12-26,0,False
2016-12-27,43,False
2016-12-28,0,False
2016-12-29,0,False
2016-12-30,0,False
2016-12-31,0,False
2017-01-01,0,False
2017-01-02,0,False
2017-01-03,41,False
2017-01-04,40,False
2017-01-05,41,False
2017-01-06,21,False
2017-01-07,22,False
2017-01-08,0,False
2017-01-09,0,False
2017-01-10,58,False
2017-01-11,39,False
2017-01-12,79,False
2017-01-13,40,False
2017-01-14,0,False
2017-01-15,0,False
2017-01-16,0,False
2017-01-17,78,False
2017-01-18,58,False
2017-01-19,58,False
2017-01-20,61,False
2017-01-21,0,False
2017-01-22,22,False
2017-01-23,19,False
2017-01-24,77,False
2017-01-25,19,False
2017-01-26,38,False
2017-01-27,41,False
2017-01-28,0,False
2017-01-29,22,False
2017-01-30,19,False
2017-01-31,97,False
2017-02-01,94,False
2017-02-02,20,False
2017-02-03,40,False
2017-02-04,0,False
2017-02-05,0,False
2017-02-06,37,False
2017-02-07,76,False
2017-02-08,58,False
2017-02-09,0,False
2017-02-10,0,False
2017-02-11,0,False
2017-02-12,0,False
2017-02-13,38,False
2017-02-14,76,False
2017-02-15,20,False
2017-02-16,76,False
2017-02-17,38,False
2017-02-18,0,False
2017-02-19,0,False
2017-02-20,19,False
2017-02-21,57,False
2017-02-22,38,False
2017-02-23,39,False
2017-02-24,20,False
2017-02-25,44,False
2017-02-26,22,False
2017-02-27,37,False
2017-02-28,0,False
