date,Marriott,isPartial
2015-04-10,79,False
2015-04-11,69,False
2015-04-12,66,False
2015-04-13,80,False
2015-04-14,77,False
2015-04-15,80,False
2015-04-16,80,False
2015-04-17,81,False
2015-04-18,68,False
2015-04-19,68,False
2015-04-20,82,False
2015-04-21,79,False
2015-04-22,79,False
2015-04-23,75,False
2015-04-24,83,False
2015-04-25,66,False
2015-04-26,63,False
2015-04-27,79,False
2015-04-28,78,False
2015-04-29,83,False
2015-04-30,77,False
2015-05-01,79,False
2015-05-02,64,False
2015-05-03,62,False
2015-05-04,76,False
2015-05-05,79,False
2015-05-06,74,False
2015-05-07,78,False
2015-05-08,79,False
2015-05-09,67,False
2015-05-10,62,False
2015-05-11,79,False
2015-05-12,86,False
2015-05-13,84,False
2015-05-14,77,False
2015-05-15,80,False
2015-05-16,70,False
2015-05-17,68,False
2015-05-18,81,False
2015-05-19,78,False
2015-05-20,81,False
2015-05-21,80,False
2015-05-22,77,False
2015-05-23,72,False
2015-05-24,65,False
2015-05-25,62,False
2015-05-26,81,False
2015-05-27,78,False
2015-05-28,79,False
2015-05-29,78,False
2015-05-30,66,False
2015-05-31,66,False
2015-06-01,82,False
2015-06-02,79,False
2015-06-03,80,False
2015-06-04,82,False
2015-06-05,78,False
2015-06-06,72,False
2015-06-07,66,False
2015-06-08,84,False
2015-06-09,84,False
2015-06-10,79,False
2015-06-11,82,False
2015-06-12,83,False
2015-06-13,72,False
2015-06-14,71,False
2015-06-15,79,False
2015-06-16,83,False
2015-06-17,81,False
2015-06-18,82,False
2015-06-19,79,False
2015-06-20,71,False
2015-06-21,66,False
2015-06-22,85,False
2015-06-23,85,False
2015-06-24,85,False
2015-06-25,83,False
2015-06-26,83,False
2015-06-27,77,False
2015-06-28,70,False
2015-06-29,83,False
2015-06-30,83,False
2015-07-01,81,False
2015-07-02,79,False
2015-07-03,69,False
2015-07-04,70,False
2015-07-05,68,False
2015-07-06,88,False
2015-07-07,84,False
2015-07-08,86,False
2015-07-09,87,False
2015-07-10,83,False
2015-07-11,75,False
2015-07-12,74,False
2015-07-13,91,False
2015-07-14,89,False
2015-07-15,84,False
2015-07-16,82,False
2015-07-17,89,False
2015-07-18,84,False
2015-07-19,77,False
2015-07-20,91,False
2015-07-21,95,False
2015-07-22,92,False
2015-07-23,85,False
2015-07-24,88,False
2015-07-25,76,False
2015-07-26,77,False
2015-07-27,88,False
2015-07-28,89,False
2015-07-29,85,False
2015-07-30,80,False
2015-07-31,86,False
2015-08-01,75,False
2015-08-02,72,False
2015-08-03,87,False
2015-08-04,85,False
2015-08-05,83,False
2015-08-06,83,False
2015-08-07,83,False
2015-08-08,72,False
2015-08-09,67,False
2015-08-10,82,False
2015-08-11,85,False
2015-08-12,83,False
2015-08-13,78,False
2015-08-14,82,False
2015-08-15,80,False
2015-08-16,66,False
2015-08-17,78,False
2015-08-18,82,False
2015-08-19,81,False
2015-08-20,76,False
2015-08-21,77,False
2015-08-22,64,False
2015-08-23,66,False
2015-08-24,74,False
2015-08-25,74,False
2015-08-26,76,False
2015-08-27,74,False
2015-08-28,72,False
2015-08-29,63,False
2015-08-30,61,False
2015-08-31,72,False
2015-09-01,77,False
2015-09-02,79,False
2015-09-03,76,False
2015-09-04,78,False
2015-09-05,65,False
2015-09-06,61,False
2015-09-07,61,False
2015-09-08,78,False
2015-09-09,76,False
2015-09-10,78,False
2015-09-11,76,False
2015-09-12,63,False
2015-09-13,58,False
2015-09-14,77,False
2015-09-15,74,False
2015-09-16,74,False
2015-09-17,73,False
2015-09-18,76,False
2015-09-19,63,False
2015-09-20,61,False
2015-09-21,76,False
2015-09-22,76,False
2015-09-23,71,False
2015-09-24,73,False
2015-09-25,75,False
2015-09-26,62,False
2015-09-27,57,False
2015-09-28,75,False
2015-09-29,74,False
2015-09-30,69,False
2015-10-01,72,False
2015-10-02,75,False
2015-10-03,62,False
2015-10-04,60,False
2015-10-05,79,False
2015-10-06,79,False
2015-10-07,79,False
2015-10-08,75,False
2015-10-09,74,False
2015-10-10,65,False
2015-10-11,61,False
2015-10-12,77,False
2015-10-13,75,False
2015-10-14,77,False
2015-10-15,70,False
2015-10-16,74,False
2015-10-17,61,False
2015-10-18,58,False
2015-10-19,73,False
2015-10-20,73,False
2015-10-21,72,False
2015-10-22,69,False
2015-10-23,70,False
2015-10-24,59,False
2015-10-25,59,False
2015-10-26,75,False
2015-10-27,78,False
2015-10-28,72,False
2015-10-29,66,False
2015-10-30,64,False
2015-10-31,57,False
2015-11-01,54,False
2015-11-02,76,False
2015-11-03,78,False
2015-11-04,73,False
2015-11-05,70,False
2015-11-06,73,False
2015-11-07,62,False
2015-11-08,56,False
2015-11-09,73,False
2015-11-10,72,False
2015-11-11,68,False
2015-11-12,65,False
2015-11-13,68,False
2015-11-14,57,False
2015-11-15,52,False
2015-11-16,100,False
2015-11-17,86,False
2015-11-18,78,False
2015-11-19,71,False
