date,Marriott,isPartial
2014-12-01,77,False
2014-12-02,76,False
2014-12-03,77,False
2014-12-04,69,False
2014-12-05,73,False
2014-12-06,67,False
2014-12-07,60,False
2014-12-08,81,False
2014-12-09,72,False
2014-12-10,68,False
2014-12-11,68,False
2014-12-12,74,False
2014-12-13,59,False
2014-12-14,58,False
2014-12-15,68,False
2014-12-16,69,False
2014-12-17,66,False
2014-12-18,61,False
2014-12-19,64,False
2014-12-20,62,False
2014-12-21,59,False
2014-12-22,65,False
2014-12-23,64,False
2014-12-24,54,False
2014-12-25,52,False
2014-12-26,66,False
2014-12-27,73,False
2014-12-28,71,False
2014-12-29,81,False
2014-12-30,85,False
2014-12-31,86,False
2015-01-01,69,False
2015-01-02,75,False
2015-01-03,66,False
2015-01-04,63,False
2015-01-05,79,False
2015-01-06,84,False
2015-01-07,80,False
2015-01-08,82,False
2015-01-09,81,False
2015-01-10,67,False
2015-01-11,68,False
2015-01-12,82,False
2015-01-13,84,False
2015-01-14,82,False
2015-01-15,83,False
2015-01-16,85,False
2015-01-17,77,False
2015-01-18,68,False
2015-01-19,74,False
2015-01-20,85,False
2015-01-21,85,False
2015-01-22,78,False
2015-01-23,82,False
2015-01-24,68,False
2015-01-25,70,False
2015-01-26,82,False
2015-01-27,80,False
2015-01-28,80,False
2015-01-29,77,False
2015-01-30,74,False
2015-01-31,66,False
2015-02-01,62,False
2015-02-02,76,False
2015-02-03,84,False
2015-02-04,86,False
2015-02-05,84,False
2015-02-06,83,False
2015-02-07,71,False
2015-02-08,68,False
2015-02-09,88,False
2015-02-10,88,False
2015-02-11,84,False
2015-02-12,86,False
2015-02-13,88,False
2015-02-14,82,False
2015-02-15,81,False
2015-02-16,77,False
2015-02-17,85,False
2015-02-18,80,False
2015-02-19,81,False
2015-02-20,84,False
2015-02-21,75,False
2015-02-22,72,False
2015-02-23,83,False
2015-02-24,85,False
2015-02-25,84,False
2015-02-26,83,False
2015-02-27,83,False
2015-02-28,74,False
2015-03-01,72,False
2015-03-02,89,False
2015-03-03,88,False
2015-03-04,85,False
2015-03-05,88,False
2015-03-06,86,False
2015-03-07,77,False
2015-03-08,75,False
2015-03-09,93,False
2015-03-10,90,False
2015-03-11,89,False
2015-03-12,84,False
2015-03-13,86,False
2015-03-14,77,False
2015-03-15,72,False
2015-03-16,89,False
2015-03-17,86,False
2015-03-18,84,False
2015-03-19,84,False
2015-03-20,87,False
2015-03-21,78,False
2015-03-22,75,False
2015-03-23,90,False
2015-03-24,90,False
2015-03-25,79,False
2015-03-26,86,False
2015-03-27,82,False
2015-03-28,78,False
2015-03-29,69,False
2015-03-30,88,False
2015-03-31,87,False
2015-04-01,82,False
2015-04-02,86,False
2015-04-03,82,False
2015-04-04,71,False
2015-04-05,61,False
2015-04-06,89,False
2015-04-07,90,False
2015-04-08,93,False
2015-04-09,86,False
2015-04-10,89,False
2015-04-11,73,False
2015-04-12,70,False
2015-04-13,88,False
2015-04-14,89,False
2015-04-15,84,False
2015-04-16,84,False
2015-04-17,85,False
2015-04-18,72,False
2015-04-19,68,False
2015-04-20,90,False
2015-04-21,82,False
2015-04-22,87,False
2015-04-23,85,False
2015-04-24,83,False
2015-04-25,72,False
2015-04-26,65,False
2015-04-27,86,False
2015-04-28,88,False
2015-04-29,81,False
2015-04-30,84,False
2015-05-01,84,False
2015-05-02,66,False
2015-05-03,68,False
2015-05-04,85,False
2015-05-05,87,False
2015-05-06,81,False
2015-05-07,86,False
2015-05-08,84,False
2015-05-09,66,False
2015-05-10,66,False
2015-05-11,88,False
2015-05-12,89,False
2015-05-13,83,False
2015-05-14,90,False
2015-05-15,88,False
2015-05-16,77,False
2015-05-17,72,False
2015-05-18,89,False
2015-05-19,91,False
2015-05-20,85,False
2015-05-21,83,False
2015-05-22,85,False
2015-05-23,76,False
2015-05-24,69,False
2015-05-25,68,False
2015-05-26,84,False
2015-05-27,85,False
2015-05-28,82,False
2015-05-29,85,False
2015-05-30,74,False
2015-05-31,72,False
2015-06-01,89,False
2015-06-02,93,False
2015-06-03,87,False
2015-06-04,89,False
2015-06-05,84,False
2015-06-06,75,False
2015-06-07,72,False
2015-06-08,89,False
2015-06-09,90,False
2015-06-10,90,False
2015-06-11,90,False
2015-06-12,89,False
2015-06-13,79,False
2015-06-14,75,False
2015-06-15,92,False
2015-06-16,90,False
2015-06-17,92,False
2015-06-18,86,False
2015-06-19,88,False
2015-06-20,76,False
2015-06-21,75,False
2015-06-22,92,False
2015-06-23,94,False
2015-06-24,93,False
2015-06-25,91,False
2015-06-26,85,False
2015-06-27,78,False
2015-06-28,81,False
2015-06-29,96,False
2015-06-30,94,False
2015-07-01,88,False
2015-07-02,88,False
2015-07-03,80,False
2015-07-04,69,False
2015-07-05,72,False
2015-07-06,93,False
2015-07-07,94,False
2015-07-08,94,False
2015-07-09,94,False
2015-07-10,93,False
2015-07-11,82,False
2015-07-12,78,False
2015-07-13,94,False
2015-07-14,100,False
2015-07-15,97,False
2015-07-16,92,False
2015-07-17,94,False
2015-07-18,86,False
