date,Marriott,isPartial
2014-03-16,77,False
2014-03-17,87,False
2014-03-18,87,False
2014-03-19,88,False
2014-03-20,83,False
2014-03-21,85,False
2014-03-22,78,False
2014-03-23,74,False
2014-03-24,87,False
2014-03-25,87,False
2014-03-26,84,False
2014-03-27,86,False
2014-03-28,84,False
2014-03-29,84,False
2014-03-30,72,False
2014-03-31,83,False
2014-04-01,89,False
2014-04-02,87,False
2014-04-03,89,False
2014-04-04,84,False
2014-04-05,75,False
2014-04-06,76,False
2014-04-07,92,False
2014-04-08,87,False
2014-04-09,83,False
2014-04-10,87,False
2014-04-11,85,False
2014-04-12,76,False
2014-04-13,74,False
2014-04-14,86,False
2014-04-15,88,False
2014-04-16,87,False
2014-04-17,89,False
2014-04-18,83,False
2014-04-19,70,False
2014-04-20,69,False
2014-04-21,89,False
2014-04-22,90,False
2014-04-23,88,False
2014-04-24,85,False
2014-04-25,85,False
2014-04-26,74,False
2014-04-27,70,False
2014-04-28,89,False
2014-04-29,85,False
2014-04-30,89,False
2014-05-01,93,False
2014-05-02,89,False
2014-05-03,71,False
2014-05-04,71,False
2014-05-05,90,False
2014-05-06,89,False
2014-05-07,84,False
2014-05-08,84,False
2014-05-09,82,False
2014-05-10,67,False
2014-05-11,69,False
2014-05-12,88,False
2014-05-13,88,False
2014-05-14,86,False
2014-05-15,87,False
2014-05-16,86,False
2014-05-17,75,False
2014-05-18,75,False
2014-05-19,95,False
2014-05-20,87,False
2014-05-21,86,False
2014-05-22,84,False
2014-05-23,85,False
2014-05-24,81,False
2014-05-25,64,False
2014-05-26,63,False
2014-05-27,84,False
2014-05-28,84,False
2014-05-29,87,False
2014-05-30,86,False
2014-05-31,73,False
2014-06-01,65,False
2014-06-02,83,False
2014-06-03,92,False
2014-06-04,90,False
2014-06-05,87,False
2014-06-06,86,False
2014-06-07,76,False
2014-06-08,75,False
2014-06-09,91,False
2014-06-10,93,False
2014-06-11,89,False
2014-06-12,84,False
2014-06-13,84,False
2014-06-14,71,False
2014-06-15,69,False
2014-06-16,86,False
2014-06-17,92,False
