date,Marriott,isPartial
2013-06-29,75,False
2013-06-30,75,False
2013-07-01,82,False
2013-07-02,83,False
2013-07-03,83,False
2013-07-04,69,False
2013-07-05,74,False
2013-07-06,77,False
2013-07-07,74,False
2013-07-08,92,False
2013-07-09,87,False
2013-07-10,85,False
2013-07-11,88,False
2013-07-12,88,False
2013-07-13,76,False
2013-07-14,75,False
2013-07-15,85,False
2013-07-16,91,False
2013-07-17,100,False
2013-07-18,92,False
2013-07-19,91,False
2013-07-20,79,False
2013-07-21,79,False
2013-07-22,92,False
2013-07-23,91,False
2013-07-24,88,False
2013-07-25,87,False
2013-07-26,85,False
2013-07-27,81,False
2013-07-28,74,False
2013-07-29,88,False
2013-07-30,87,False
2013-07-31,85,False
2013-08-01,86,False
2013-08-02,91,False
2013-08-03,85,False
2013-08-04,75,False
2013-08-05,88,False
2013-08-06,87,False
2013-08-07,88,False
2013-08-08,88,False
2013-08-09,85,False
2013-08-10,80,False
2013-08-11,72,False
2013-08-12,84,False
2013-08-13,87,False
2013-08-14,82,False
2013-08-15,83,False
2013-08-16,84,False
2013-08-17,77,False
2013-08-18,65,False
2013-08-19,80,False
2013-08-20,87,False
2013-08-21,79,False
2013-08-22,78,False
2013-08-23,84,False
2013-08-24,64,False
2013-08-25,65,False
2013-08-26,81,False
2013-08-27,80,False
2013-08-28,79,False
2013-08-29,77,False
2013-08-30,77,False
2013-08-31,72,False
2013-09-01,62,False
2013-09-02,63,False
2013-09-03,79,False
2013-09-04,77,False
2013-09-05,79,False
2013-09-06,75,False
2013-09-07,66,False
2013-09-08,62,False
2013-09-09,80,False
2013-09-10,78,False
2013-09-11,73,False
2013-09-12,78,False
2013-09-13,76,False
2013-09-14,63,False
2013-09-15,61,False
2013-09-16,82,False
2013-09-17,81,False
2013-09-18,77,False
2013-09-19,76,False
2013-09-20,78,False
2013-09-21,65,False
2013-09-22,60,False
2013-09-23,81,False
2013-09-24,79,False
2013-09-25,76,False
2013-09-26,73,False
2013-09-27,74,False
2013-09-28,62,False
2013-09-29,61,False
2013-09-30,75,False
2013-10-01,77,False
2013-10-02,72,False
2013-10-03,73,False
2013-10-04,75,False
2013-10-05,63,False
2013-10-06,61,False
2013-10-07,75,False
2013-10-08,75,False
2013-10-09,74,False
2013-10-10,70,False
2013-10-11,78,False
2013-10-12,65,False
2013-10-13,59,False
