date,Marriott,isPartial
2017-05-29,57,False
2017-05-30,65,False
2017-05-31,64,False
2017-06-01,67,False
2017-06-02,66,False
2017-06-03,62,False
2017-06-04,62,False
2017-06-05,70,False
2017-06-06,70,False
2017-06-07,68,False
2017-06-08,66,False
2017-06-09,68,False
2017-06-10,64,False
2017-06-11,61,False
2017-06-12,71,False
2017-06-13,68,False
2017-06-14,69,False
2017-06-15,69,False
2017-06-16,69,False
2017-06-17,63,False
2017-06-18,60,False
2017-06-19,73,False
2017-06-20,76,False
2017-06-21,69,False
2017-06-22,67,False
2017-06-23,72,False
2017-06-24,68,False
2017-06-25,64,False
2017-06-26,72,False
2017-06-27,73,False
2017-06-28,69,False
2017-06-29,70,False
2017-06-30,69,False
2017-07-01,69,False
2017-07-02,63,False
2017-07-03,62,False
2017-07-04,56,False
2017-07-05,76,False
2017-07-06,78,False
2017-07-07,74,False
2017-07-08,67,False
2017-07-09,65,False
2017-07-10,77,False
2017-07-11,73,False
2017-07-12,75,False
2017-07-13,73,False
2017-07-14,73,False
2017-07-15,69,False
2017-07-16,66,False
2017-07-17,73,False
2017-07-18,74,False
2017-07-19,72,False
2017-07-20,69,False
2017-07-21,73,False
2017-07-22,68,False
2017-07-23,65,False
2017-07-24,75,False
2017-07-25,74,False
2017-07-26,82,False
2017-07-27,71,False
2017-07-28,75,False
2017-07-29,66,False
2017-07-30,62,False
2017-07-31,71,False
2017-08-01,75,False
2017-08-02,74,False
2017-08-03,73,False
2017-08-04,73,False
2017-08-05,72,False
2017-08-06,65,False
2017-08-07,73,False
2017-08-08,70,False
2017-08-09,70,False
2017-08-10,67,False
2017-08-11,69,False
2017-08-12,64,False
2017-08-13,61,False
2017-08-14,70,False
2017-08-15,69,False
2017-08-16,66,False
2017-08-17,67,False
2017-08-18,66,False
2017-08-19,62,False
2017-08-20,55,False
2017-08-21,67,False
2017-08-22,67,False
2017-08-23,64,False
2017-08-24,65,False
2017-08-25,66,False
2017-08-26,55,False
2017-08-27,53,False
2017-08-28,66,False
2017-08-29,65,False
2017-08-30,63,False
2017-08-31,62,False
2017-09-01,67,False
2017-09-02,64,False
2017-09-03,58,False
2017-09-04,57,False
2017-09-05,66,False
2017-09-06,69,False
2017-09-07,73,False
2017-09-08,72,False
2017-09-09,62,False
2017-09-10,55,False
2017-09-11,70,False
2017-09-12,74,False
2017-09-13,73,False
2017-09-14,70,False
2017-09-15,67,False
2017-09-16,62,False
2017-09-17,54,False
2017-09-18,69,False
2017-09-19,68,False
2017-09-20,63,False
2017-09-21,62,False
2017-09-22,64,False
2017-09-23,60,False
2017-09-24,57,False
2017-09-25,69,False
2017-09-26,63,False
2017-09-27,66,False
2017-09-28,64,False
2017-09-29,64,False
2017-09-30,59,False
2017-10-01,56,False
2017-10-02,64,False
2017-10-03,65,False
2017-10-04,66,False
2017-10-05,65,False
2017-10-06,67,False
2017-10-07,63,False
2017-10-08,57,False
2017-10-09,63,False
2017-10-10,76,False
2017-10-11,65,False
2017-10-12,69,False
2017-10-13,100,False
2017-10-14,56,False
2017-10-15,57,False
2017-10-16,70,False
2017-10-17,64,False
2017-10-18,63,False
2017-10-19,65,False
2017-10-20,63,False
2017-10-21,58,False
2017-10-22,51,False
2017-10-23,67,False
2017-10-24,63,False
2017-10-25,61,False
2017-10-26,65,False
2017-10-27,61,False
2017-10-28,52,False
2017-10-29,51,False
2017-10-30,59,False
2017-10-31,58,False
2017-11-01,61,False
2017-11-02,65,False
2017-11-03,66,False
2017-11-04,57,False
2017-11-05,54,False
2017-11-06,64,False
2017-11-07,68,False
2017-11-08,65,False
2017-11-09,67,False
2017-11-10,64,False
2017-11-11,60,False
2017-11-12,54,False
2017-11-13,61,False
2017-11-14,62,False
2017-11-15,62,False
2017-11-16,59,False
2017-11-17,61,False
2017-11-18,55,False
2017-11-19,48,False
2017-11-20,61,False
2017-11-21,58,False
2017-11-22,53,False
2017-11-23,43,False
2017-11-24,48,False
2017-11-25,49,False
2017-11-26,46,False
2017-11-27,59,False
2017-11-28,61,False
2017-11-29,57,False
2017-11-30,57,False
2017-12-01,59,False
2017-12-02,51,False
2017-12-03,52,False
2017-12-04,62,False
2017-12-05,59,False
2017-12-06,57,False
2017-12-07,57,False
2017-12-08,61,False
2017-12-09,53,False
2017-12-10,48,False
2017-12-11,55,False
2017-12-12,56,False
2017-12-13,52,False
2017-12-14,53,False
2017-12-15,55,False
2017-12-16,49,False
2017-12-17,49,False
2017-12-18,56,False
2017-12-19,55,False
2017-12-20,56,False
2017-12-21,50,False
2017-12-22,50,False
2017-12-23,47,False
2017-12-24,43,False
2017-12-25,44,False
2017-12-26,55,False
2017-12-27,64,False
2017-12-28,67,False
2017-12-29,65,False
2017-12-30,62,False
2017-12-31,63,False
2018-01-01,54,False
2018-01-02,67,False
2018-01-03,65,False
2018-01-04,67,False
2018-01-05,68,False
2018-01-06,58,False
2018-01-07,56,False
2018-01-08,65,False
2018-01-09,68,False
2018-01-10,64,False
2018-01-11,68,False
2018-01-12,67,False
2018-01-13,58,False
2018-01-14,61,False
2018-01-15,63,False
2018-01-16,64,False
2018-01-17,64,False
2018-01-18,67,False
2018-01-19,63,False
2018-01-20,58,False
2018-01-21,57,False
2018-01-22,66,False
2018-01-23,67,False
2018-01-24,66,False
2018-01-25,67,False
2018-01-26,66,False
2018-01-27,59,False
2018-01-28,56,False
2018-01-29,67,False
2018-01-30,66,False
2018-01-31,63,False
2018-02-01,63,False
2018-02-02,65,False
2018-02-03,55,False
2018-02-04,51,False
2018-02-05,62,False
2018-02-06,66,False
2018-02-07,66,False
2018-02-08,65,False
2018-02-09,65,False
2018-02-10,58,False
2018-02-11,58,False
2018-02-12,70,False
2018-02-13,69,False
