date,Marriott,isPartial
2010-08-24,95,False
2010-08-25,92,False
2010-08-26,83,False
2010-08-27,92,False
2010-08-28,68,False
2010-08-29,65,False
2010-08-30,83,False
2010-08-31,88,False
2010-09-01,92,False
2010-09-02,89,False
2010-09-03,89,False
2010-09-04,69,False
2010-09-05,64,False
2010-09-06,65,False
2010-09-07,94,False
2010-09-08,89,False
2010-09-09,91,False
2010-09-10,93,False
2010-09-11,72,False
2010-09-12,67,False
2010-09-13,96,False
2010-09-14,93,False
2010-09-15,98,False
2010-09-16,96,False
2010-09-17,89,False
2010-09-18,68,False
2010-09-19,71,False
2010-09-20,96,False
2010-09-21,92,False
2010-09-22,87,False
2010-09-23,84,False
2010-09-24,82,False
2010-09-25,67,False
2010-09-26,62,False
2010-09-27,96,False
2010-09-28,90,False
2010-09-29,83,False
2010-09-30,88,False
2010-10-01,87,False
2010-10-02,63,False
2010-10-03,69,False
2010-10-04,92,False
2010-10-05,87,False
2010-10-06,88,False
2010-10-07,90,False
2010-10-08,96,False
2010-10-09,68,False
2010-10-10,64,False
2010-10-11,84,False
2010-10-12,84,False
2010-10-13,84,False
2010-10-14,85,False
2010-10-15,88,False
2010-10-16,65,False
2010-10-17,64,False
2010-10-18,90,False
2010-10-19,85,False
2010-10-20,86,False
2010-10-21,86,False
2010-10-22,84,False
2010-10-23,63,False
2010-10-24,58,False
2010-10-25,85,False
2010-10-26,82,False
2010-10-27,80,False
2010-10-28,83,False
2010-10-29,78,False
2010-10-30,59,False
2010-10-31,62,False
2010-11-01,88,False
2010-11-02,83,False
2010-11-03,84,False
2010-11-04,87,False
2010-11-05,84,False
2010-11-06,60,False
2010-11-07,61,False
2010-11-08,89,False
2010-11-09,92,False
2010-11-10,82,False
2010-11-11,79,False
2010-11-12,83,False
2010-11-13,68,False
2010-11-14,60,False
2010-11-15,87,False
2010-11-16,88,False
2010-11-17,77,False
2010-11-18,78,False
2010-11-19,75,False
2010-11-20,63,False
2010-11-21,57,False
2010-11-22,73,False
2010-11-23,71,False
2010-11-24,69,False
2010-11-25,53,False
2010-11-26,54,False
2010-11-27,52,False
