date,Marriott,isPartial
2018-02-13,92,False
2018-02-14,84,False
2018-02-15,82,False
2018-02-16,90,False
2018-02-17,84,False
2018-02-18,80,False
2018-02-19,89,False
2018-02-20,90,False
2018-02-21,93,False
2018-02-22,89,False
2018-02-23,97,False
2018-02-24,83,False
2018-02-25,79,False
2018-02-26,90,False
2018-02-27,93,False
2018-02-28,85,False
2018-03-01,87,False
2018-03-02,97,False
2018-03-03,92,False
2018-03-04,86,False
2018-03-05,92,False
2018-03-06,96,False
2018-03-07,93,False
2018-03-08,92,False
2018-03-09,91,False
2018-03-10,85,False
2018-03-11,83,False
2018-03-12,95,False
2018-03-13,92,False
2018-03-14,93,False
2018-03-15,84,False
2018-03-16,89,False
2018-03-17,84,False
2018-03-18,80,False
2018-03-19,92,False
2018-03-20,95,False
2018-03-21,91,False
2018-03-22,88,False
2018-03-23,91,False
2018-03-24,89,False
2018-03-25,85,False
2018-03-26,90,False
2018-03-27,89,False
2018-03-28,86,False
2018-03-29,88,False
2018-03-30,93,False
2018-03-31,80,False
2018-04-01,74,False
2018-04-02,97,False
2018-04-03,96,False
2018-04-04,98,False
2018-04-05,91,False
2018-04-06,100,False
2018-04-07,85,False
2018-04-08,83,False
2018-04-09,96,False
2018-04-10,93,False
2018-04-11,88,False
2018-04-12,87,False
2018-04-13,91,False
2018-04-14,82,False
2018-04-15,83,False
2018-04-16,93,False
2018-04-17,99,False
2018-04-18,92,False
2018-04-19,95,False
2018-04-20,91,False
2018-04-21,82,False
2018-04-22,81,False
2018-04-23,93,False
2018-04-24,92,False
2018-04-25,87,False
2018-04-26,88,False
2018-04-27,89,False
2018-04-28,80,False
2018-04-29,77,False
2018-04-30,90,False
2018-05-01,91,False
2018-05-02,87,False
2018-05-03,90,False
2018-05-04,92,False
2018-05-05,82,False
2018-05-06,81,False
2018-05-07,92,False
2018-05-08,90,False
2018-05-09,92,False
2018-05-10,90,False
2018-05-11,89,False
2018-05-12,81,False
2018-05-13,73,False
2018-05-14,90,False
2018-05-15,93,False
2018-05-16,95,False
2018-05-17,93,False
2018-05-18,95,False
2018-05-19,75,False
2018-05-20,79,False
2018-05-21,94,False
2018-05-22,89,False
2018-05-23,90,False
2018-05-24,88,False
2018-05-25,91,False
2018-05-26,82,False
2018-05-27,79,False
2018-05-28,76,False
2018-05-29,93,False
2018-05-30,94,False
2018-05-31,96,False
2018-06-01,94,False
2018-06-02,89,False
2018-06-03,83,False
2018-06-04,98,False
2018-06-05,100,False
2018-06-06,93,False
2018-06-07,95,False
2018-06-08,93,False
2018-06-09,85,False
2018-06-10,86,False
2018-06-11,98,False
2018-06-12,92,False
2018-06-13,94,False
2018-06-14,92,False
2018-06-15,95,False
2018-06-16,82,False
2018-06-17,74,False
2018-06-18,94,False
2018-06-19,96,False
2018-06-20,91,False
2018-06-21,92,False
2018-06-22,97,False
2018-06-23,90,False
2018-06-24,84,False
2018-06-25,100,False
2018-06-26,100,False
2018-06-27,91,False
2018-06-28,94,False
