date,Marriott,isPartial
2013-02-19,84,False
2013-02-20,83,False
2013-02-21,82,False
2013-02-22,83,False
2013-02-23,75,False
2013-02-24,70,False
2013-02-25,86,False
2013-02-26,88,False
2013-02-27,82,False
2013-02-28,83,False
2013-03-01,85,False
2013-03-02,76,False
2013-03-03,75,False
2013-03-04,86,False
2013-03-05,90,False
2013-03-06,89,False
2013-03-07,89,False
2013-03-08,87,False
2013-03-09,76,False
2013-03-10,75,False
2013-03-11,88,False
2013-03-12,90,False
2013-03-13,84,False
2013-03-14,85,False
2013-03-15,87,False
2013-03-16,81,False
2013-03-17,73,False
2013-03-18,87,False
2013-03-19,90,False
2013-03-20,90,False
2013-03-21,83,False
2013-03-22,83,False
2013-03-23,77,False
2013-03-24,79,False
2013-03-25,86,False
2013-03-26,86,False
2013-03-27,83,False
2013-03-28,83,False
2013-03-29,77,False
2013-03-30,69,False
2013-03-31,63,False
2013-04-01,84,False
2013-04-02,89,False
2013-04-03,83,False
2013-04-04,87,False
2013-04-05,83,False
2013-04-06,74,False
2013-04-07,72,False
2013-04-08,87,False
2013-04-09,81,False
2013-04-10,81,False
2013-04-11,84,False
2013-04-12,87,False
2013-04-13,71,False
2013-04-14,69,False
2013-04-15,86,False
2013-04-16,81,False
2013-04-17,82,False
2013-04-18,82,False
2013-04-19,79,False
2013-04-20,71,False
2013-04-21,66,False
2013-04-22,85,False
2013-04-23,89,False
2013-04-24,85,False
2013-04-25,84,False
2013-04-26,84,False
2013-04-27,70,False
2013-04-28,67,False
2013-04-29,84,False
2013-04-30,85,False
2013-05-01,86,False
2013-05-02,80,False
2013-05-03,84,False
2013-05-04,67,False
2013-05-05,65,False
2013-05-06,87,False
2013-05-07,87,False
2013-05-08,84,False
2013-05-09,79,False
2013-05-10,83,False
2013-05-11,73,False
2013-05-12,64,False
2013-05-13,86,False
2013-05-14,85,False
2013-05-15,87,False
2013-05-16,82,False
2013-05-17,85,False
2013-05-18,71,False
2013-05-19,73,False
2013-05-20,85,False
2013-05-21,87,False
2013-05-22,84,False
2013-05-23,84,False
2013-05-24,83,False
2013-05-25,75,False
2013-05-26,69,False
2013-05-27,64,False
2013-05-28,82,False
2013-05-29,76,False
2013-05-30,79,False
2013-05-31,81,False
2013-06-01,71,False
2013-06-02,72,False
2013-06-03,86,False
2013-06-04,84,False
2013-06-05,80,False
2013-06-06,86,False
2013-06-07,84,False
2013-06-08,75,False
2013-06-09,75,False
2013-06-10,85,False
2013-06-11,82,False
2013-06-12,86,False
2013-06-13,84,False
2013-06-14,83,False
2013-06-15,73,False
2013-06-16,72,False
2013-06-17,88,False
2013-06-18,90,False
2013-06-19,88,False
2013-06-20,87,False
2013-06-21,86,False
2013-06-22,82,False
2013-06-23,79,False
2013-06-24,89,False
2013-06-25,89,False
2013-06-26,90,False
2013-06-27,87,False
2013-06-28,86,False
2013-06-29,77,False
2013-06-30,80,False
2013-07-01,87,False
2013-07-02,86,False
2013-07-03,85,False
2013-07-04,71,False
2013-07-05,79,False
2013-07-06,77,False
2013-07-07,75,False
2013-07-08,96,False
2013-07-09,92,False
2013-07-10,90,False
2013-07-11,88,False
2013-07-12,92,False
2013-07-13,77,False
2013-07-14,76,False
2013-07-15,90,False
2013-07-16,95,False
2013-07-17,100,False
2013-07-18,92,False
