date,Marriott,isPartial
2016-09-11,74,False
2016-09-12,94,False
2016-09-13,86,False
2016-09-14,90,False
2016-09-15,83,False
2016-09-16,88,False
2016-09-17,77,False
2016-09-18,76,False
2016-09-19,89,False
2016-09-20,90,False
2016-09-21,86,False
2016-09-22,90,False
2016-09-23,98,False
2016-09-24,87,False
2016-09-25,82,False
2016-09-26,93,False
2016-09-27,88,False
2016-09-28,89,False
2016-09-29,85,False
2016-09-30,85,False
2016-10-01,79,False
2016-10-02,68,False
2016-10-03,86,False
2016-10-04,92,False
2016-10-05,90,False
2016-10-06,91,False
2016-10-07,84,False
2016-10-08,79,False
2016-10-09,81,False
2016-10-10,87,False
2016-10-11,86,False
2016-10-12,86,False
2016-10-13,84,False
2016-10-14,86,False
2016-10-15,77,False
2016-10-16,72,False
2016-10-17,88,False
2016-10-18,86,False
2016-10-19,84,False
2016-10-20,81,False
2016-10-21,88,False
2016-10-22,76,False
2016-10-23,70,False
2016-10-24,84,False
2016-10-25,86,False
2016-10-26,78,False
2016-10-27,81,False
2016-10-28,85,False
2016-10-29,70,False
2016-10-30,66,False
2016-10-31,81,False
2016-11-01,81,False
2016-11-02,83,False
2016-11-03,81,False
2016-11-04,84,False
2016-11-05,71,False
2016-11-06,73,False
2016-11-07,86,False
2016-11-08,82,False
2016-11-09,63,False
2016-11-10,81,False
2016-11-11,84,False
2016-11-12,75,False
2016-11-13,75,False
2016-11-14,86,False
2016-11-15,90,False
2016-11-16,82,False
2016-11-17,84,False
2016-11-18,78,False
2016-11-19,71,False
2016-11-20,71,False
2016-11-21,80,False
2016-11-22,77,False
2016-11-23,69,False
2016-11-24,57,False
2016-11-25,66,False
2016-11-26,62,False
2016-11-27,66,False
2016-11-28,82,False
2016-11-29,78,False
2016-11-30,77,False
2016-12-01,76,False
2016-12-02,75,False
2016-12-03,67,False
2016-12-04,68,False
2016-12-05,79,False
2016-12-06,79,False
2016-12-07,74,False
2016-12-08,76,False
2016-12-09,75,False
2016-12-10,66,False
2016-12-11,66,False
2016-12-12,75,False
2016-12-13,74,False
2016-12-14,69,False
2016-12-15,72,False
2016-12-16,74,False
2016-12-17,65,False
2016-12-18,62,False
2016-12-19,69,False
2016-12-20,70,False
2016-12-21,73,False
2016-12-22,67,False
2016-12-23,64,False
2016-12-24,56,False
2016-12-25,53,False
2016-12-26,73,False
2016-12-27,85,False
2016-12-28,87,False
2016-12-29,88,False
2016-12-30,86,False
2016-12-31,86,False
2017-01-01,75,False
2017-01-02,74,False
2017-01-03,90,False
2017-01-04,91,False
2017-01-05,91,False
2017-01-06,89,False
2017-01-07,79,False
2017-01-08,77,False
2017-01-09,89,False
2017-01-10,89,False
2017-01-11,90,False
2017-01-12,92,False
2017-01-13,89,False
2017-01-14,82,False
2017-01-15,78,False
2017-01-16,85,False
2017-01-17,93,False
2017-01-18,92,False
2017-01-19,90,False
2017-01-20,81,False
2017-01-21,79,False
2017-01-22,76,False
2017-01-23,90,False
2017-01-24,86,False
2017-01-25,83,False
2017-01-26,84,False
2017-01-27,87,False
2017-01-28,77,False
2017-01-29,73,False
2017-01-30,81,False
2017-01-31,85,False
2017-02-01,83,False
2017-02-02,85,False
2017-02-03,85,False
2017-02-04,77,False
2017-02-05,74,False
2017-02-06,88,False
2017-02-07,92,False
2017-02-08,91,False
2017-02-09,92,False
2017-02-10,92,False
2017-02-11,84,False
2017-02-12,78,False
2017-02-13,87,False
2017-02-14,86,False
2017-02-15,88,False
2017-02-16,90,False
2017-02-17,96,False
2017-02-18,87,False
2017-02-19,83,False
2017-02-20,87,False
2017-02-21,95,False
2017-02-22,93,False
2017-02-23,88,False
2017-02-24,93,False
