date,HAS stock
2010-08-24,59
2010-08-25,26
2010-08-26,34
2010-08-27,47
2010-08-28,57
2010-08-29,65
2010-08-30,50
2010-08-31,42
2010-09-01,22
2010-09-02,47
2010-09-03,34
2010-09-04,47
2010-09-05,9
2010-09-06,37
2010-09-07,46
2010-09-08,43
2010-09-09,29
2010-09-10,34
2010-09-11,37
2010-09-12,31
2010-09-13,60
2010-09-14,45
2010-09-15,43
2010-09-16,61
2010-09-17,42
2010-09-18,18
2010-09-19,27
2010-09-20,57
2010-09-21,32
2010-09-22,64
2010-09-23,46
2010-09-24,37
2010-09-25,40
2010-09-26,56
2010-09-27,61
2010-09-28,58
2010-09-29,44
2010-09-30,56
2010-10-01,37
2010-10-02,31
2010-10-03,17
2010-10-04,38
2010-10-05,76
2010-10-06,31
2010-10-07,63
2010-10-08,66
2010-10-09,18
2010-10-10,39
2010-10-11,53
2010-10-12,66
2010-10-13,45
2010-10-14,59
2010-10-15,47
2010-10-16,30
2010-10-17,17
2010-10-18,47
2010-10-19,50
2010-10-20,44
2010-10-21,62
2010-10-22,50
2010-10-23,39
2010-10-24,51
2010-10-25,43
2010-10-26,63
2010-10-27,47
2010-10-28,27
2010-10-29,36
2010-10-30,26
2010-10-31,48
2010-11-01,38
2010-11-02,46
2010-11-03,36
2010-11-04,53
2010-11-05,43
2010-11-06,34
2010-11-07,33
2010-11-08,58
2010-11-09,55
2010-11-10,30
2010-11-11,61
2010-11-12,42
2010-11-13,63
2010-11-14,29
2010-11-15,60
2010-11-16,57
2010-11-17,53
2010-11-18,50
2010-11-19,49
2010-11-20,50
2010-11-21,37
2010-11-22,35
2010-11-23,59
2010-11-24,57
2010-11-25,25
2010-11-26,33
2010-11-27,38
2010-11-28,45
2010-11-29,48
2010-11-30,57
2010-12-01,65
2010-12-02,49
2010-12-03,66
2010-12-04,25
2010-12-05,60
2010-12-06,59
2010-12-07,59
2010-12-08,57
2010-12-09,67
2010-12-10,80
2010-12-11,54
2010-12-12,65
2010-12-13,59
2010-12-14,45
2010-12-15,87
2010-12-16,71
2010-12-17,43
2010-12-18,26
2010-12-19,38
2010-12-20,54
2010-12-21,27
2010-12-22,49
2010-12-23,19
2010-12-24,36
2010-12-25,21
2010-12-26,27
2010-12-27,41
2010-12-28,36
2010-12-29,29
2010-12-30,22
2010-12-31,35
2011-01-01,19
2011-01-02,42
2011-01-03,37
2011-01-04,26
2011-01-05,66
2011-01-06,47
2011-01-07,51
2011-01-08,24
2011-01-09,23
2011-01-10,38
2011-01-11,34
2011-01-12,44
2011-01-13,60
2011-01-14,52
2011-01-15,54
2011-01-16,50
2011-01-17,49
2011-01-18,43
2011-01-19,40
2011-01-20,53
2011-01-21,48
2011-01-22,38
2011-01-23,46
2011-01-24,72
2011-01-25,58
2011-01-26,46
2011-01-27,49
2011-01-28,52
2011-01-29,45
2011-01-30,47
2011-01-31,49
2011-02-01,35
2011-02-02,65
2011-02-03,55
2011-02-04,31
2011-02-05,71
2011-02-06,51
2011-02-07,86
2011-02-08,78
2011-02-09,63
2011-02-10,83
2011-02-11,52
2011-02-12,57
2011-02-13,45
2011-02-14,48
2011-02-15,50
2011-02-16,56
2011-02-17,58
2011-02-18,48
2011-02-19,59
2011-02-20,66
2011-02-21,66
2011-02-22,63
2011-02-23,60
2011-02-24,70
2011-02-25,51
2011-02-26,41
2011-02-27,58
2011-02-28,50
2011-03-01,53
2011-03-02,45
2011-03-03,45
2011-03-04,41
2011-03-05,38
2011-03-06,41
2011-03-07,64
2011-03-08,53
2011-03-09,39
2011-03-10,51
2011-03-11,52
2011-03-12,30
2011-03-13,37
2011-03-14,100
2011-03-15,42
2011-03-16,62
2011-03-17,84
2011-03-18,41
2011-03-19,34
2011-03-20,52
2011-03-21,71
2011-03-22,86
2011-03-23,83
2011-03-24,55
2011-03-25,41
2011-03-26,55
2011-03-27,77
2011-03-28,41
2011-03-29,74
2011-03-30,93
2011-03-31,48
2011-04-01,72
2011-04-02,50
2011-04-03,67
2011-04-04,65
2011-04-05,56
2011-04-06,87
2011-04-07,52
2011-04-08,60
2011-04-09,61
2011-04-10,45
2011-04-11,68
2011-04-12,73
2011-04-13,81
2011-04-14,79
2011-04-15,66
2011-04-16,57
2011-04-17,34
2011-04-18,63
2011-04-19,85
2011-04-20,56
2011-04-21,79
2011-04-22,58
2011-04-23,40
2011-04-24,29
2011-04-25,36
2011-04-26,44
2011-04-27,56
2011-04-28,83
2011-04-29,73
2011-04-30,61
2011-05-01,41
2011-05-02,72
2011-05-03,71
2011-05-04,72
2011-05-05,67
2011-05-06,51
2011-05-07,54
2011-05-08,34
2011-05-09,65
2011-05-10,70
2011-05-11,71
