date,HAS stock
2014-07-24,49
2014-07-25,29
2014-07-26,40
2014-07-27,43
2014-07-28,45
2014-07-29,45
2014-07-30,40
2014-07-31,50
2014-08-01,37
2014-08-02,36
2014-08-03,40
2014-08-04,50
2014-08-05,40
2014-08-06,34
2014-08-07,38
2014-08-08,32
2014-08-09,32
2014-08-10,41
2014-08-11,25
2014-08-12,48
2014-08-13,32
2014-08-14,29
2014-08-15,41
2014-08-16,31
2014-08-17,19
2014-08-18,26
2014-08-19,41
2014-08-20,41
2014-08-21,42
2014-08-22,35
2014-08-23,43
2014-08-24,49
2014-08-25,28
2014-08-26,34
2014-08-27,31
2014-08-28,26
2014-08-29,36
2014-08-30,26
2014-08-31,29
2014-09-01,28
2014-09-02,40
2014-09-03,55
2014-09-04,54
2014-09-05,40
2014-09-06,43
2014-09-07,49
2014-09-08,60
2014-09-09,41
2014-09-10,56
2014-09-11,66
2014-09-12,39
2014-09-13,37
2014-09-14,38
2014-09-15,39
2014-09-16,54
2014-09-17,57
2014-09-18,51
2014-09-19,49
2014-09-20,46
2014-09-21,82
2014-09-22,83
2014-09-23,69
2014-09-24,80
2014-09-25,69
2014-09-26,65
2014-09-27,87
2014-09-28,79
2014-09-29,64
2014-09-30,61
2014-10-01,72
2014-10-02,62
2014-10-03,58
2014-10-04,43
2014-10-05,71
2014-10-06,86
2014-10-07,68
2014-10-08,75
2014-10-09,69
2014-10-10,69
2014-10-11,44
2014-10-12,69
2014-10-13,55
2014-10-14,77
2014-10-15,71
2014-10-16,86
2014-10-17,64
2014-10-18,51
2014-10-19,69
2014-10-20,89
2014-10-21,72
2014-10-22,79
2014-10-23,68
2014-10-24,88
2014-10-25,39
2014-10-26,53
2014-10-27,70
2014-10-28,85
2014-10-29,82
2014-10-30,89
2014-10-31,53
2014-11-01,41
2014-11-02,56
2014-11-03,85
2014-11-04,88
2014-11-05,86
2014-11-06,89
2014-11-07,64
2014-11-08,69
2014-11-09,68
2014-11-10,62
2014-11-11,76
2014-11-12,69
2014-11-13,74
2014-11-14,69
2014-11-15,29
2014-11-16,87
2014-11-17,76
2014-11-18,76
2014-11-19,90
2014-11-20,68
2014-11-21,57
2014-11-22,60
2014-11-23,61
2014-11-24,100
2014-11-25,62
2014-11-26,66
2014-11-27,22
2014-11-28,45
2014-11-29,65
2014-11-30,55
2014-12-01,83
2014-12-02,77
2014-12-03,94
2014-12-04,71
2014-12-05,88
2014-12-06,37
2014-12-07,62
2014-12-08,83
2014-12-09,67
2014-12-10,67
2014-12-11,76
2014-12-12,78
2014-12-13,58
2014-12-14,42
2014-12-15,64
2014-12-16,58
2014-12-17,62
2014-12-18,70
2014-12-19,51
2014-12-20,39
2014-12-21,33
2014-12-22,55
2014-12-23,57
2014-12-24,51
2014-12-25,28
2014-12-26,31
2014-12-27,20
2014-12-28,38
2014-12-29,43
2014-12-30,29
2014-12-31,40
2015-01-01,41
2015-01-02,35
2015-01-03,20
2015-01-04,32
2015-01-05,40
2015-01-06,47
2015-01-07,42
2015-01-08,36
2015-01-09,50
2015-01-10,32
2015-01-11,34
2015-01-12,53
2015-01-13,56
2015-01-14,48
2015-01-15,57
2015-01-16,44
2015-01-17,41
2015-01-18,45
2015-01-19,40
2015-01-20,45
2015-01-21,49
2015-01-22,48
2015-01-23,38
2015-01-24,28
2015-01-25,42
2015-01-26,54
2015-01-27,71
2015-01-28,64
2015-01-29,57
2015-01-30,45
2015-01-31,35
2015-02-01,36
2015-02-02,64
2015-02-03,65
2015-02-04,60
2015-02-05,64
2015-02-06,54
2015-02-07,55
2015-02-08,64
2015-02-09,64
2015-02-10,71
2015-02-11,69
2015-02-12,58
2015-02-13,70
2015-02-14,44
2015-02-15,48
2015-02-16,60
2015-02-17,54
2015-02-18,65
2015-02-19,64
2015-02-20,64
2015-02-21,44
2015-02-22,47
2015-02-23,66
2015-02-24,56
2015-02-25,65
2015-02-26,50
2015-02-27,47
2015-02-28,52
2015-03-01,56
2015-03-02,80
2015-03-03,81
2015-03-04,56
2015-03-05,50
2015-03-06,43
2015-03-07,39
2015-03-08,48
2015-03-09,75
2015-03-10,62
2015-03-11,63
2015-03-12,61
2015-03-13,47
2015-03-14,43
2015-03-15,48
2015-03-16,57
2015-03-17,57
2015-03-18,54
2015-03-19,67
2015-03-20,63
2015-03-21,50
2015-03-22,54
2015-03-23,60
2015-03-24,77
2015-03-25,56
2015-03-26,52
2015-03-27,47
2015-03-28,56
2015-03-29,62
2015-03-30,58
2015-03-31,48
2015-04-01,60
2015-04-02,52
2015-04-03,60
2015-04-04,51
2015-04-05,44
2015-04-06,72
2015-04-07,71
2015-04-08,65
2015-04-09,57
2015-04-10,68
