date,HAS stock
2011-09-18,10
2011-09-19,49
2011-09-20,16
2011-09-21,25
2011-09-22,33
2011-09-23,35
2011-09-24,0
2011-09-25,36
2011-09-26,49
2011-09-27,41
2011-09-28,41
2011-09-29,37
2011-09-30,35
2011-10-01,42
2011-10-02,35
2011-10-03,66
2011-10-04,81
2011-10-05,28
2011-10-06,37
2011-10-07,56
2011-10-08,45
2011-10-09,59
2011-10-10,65
2011-10-11,61
2011-10-12,55
2011-10-13,24
2011-10-14,81
2011-10-15,64
2011-10-16,34
2011-10-17,68
2011-10-18,40
2011-10-19,71
2011-10-20,37
2011-10-21,72
2011-10-22,25
2011-10-23,34
2011-10-24,63
2011-10-25,51
2011-10-26,73
2011-10-27,85
2011-10-28,47
2011-10-29,60
2011-10-30,29
2011-10-31,57
2011-11-01,54
2011-11-02,52
2011-11-03,60
2011-11-04,58
2011-11-05,24
2011-11-06,33
2011-11-07,64
2011-11-08,24
2011-11-09,40
2011-11-10,65
2011-11-11,55
2011-11-12,53
2011-11-13,42
2011-11-14,62
2011-11-15,81
2011-11-16,71
2011-11-17,59
2011-11-18,25
2011-11-19,38
2011-11-20,75
2011-11-21,51
2011-11-22,39
2011-11-23,44
2011-11-24,38
2011-11-25,56
2011-11-26,53
2011-11-27,57
2011-11-28,61
2011-11-29,88
2011-11-30,61
2011-12-01,58
2011-12-02,66
2011-12-03,38
2011-12-04,74
2011-12-05,77
2011-12-06,66
2011-12-07,78
2011-12-08,68
2011-12-09,21
2011-12-10,47
2011-12-11,33
2011-12-12,46
2011-12-13,65
2011-12-14,66
2011-12-15,43
2011-12-16,37
2011-12-17,28
2011-12-18,24
2011-12-19,16
2011-12-20,64
2011-12-21,12
2011-12-22,38
2011-12-23,27
2011-12-24,21
2011-12-25,11
2011-12-26,27
2011-12-27,42
2011-12-28,41
2011-12-29,30
2011-12-30,44
2011-12-31,31
2012-01-01,27
2012-01-02,21
2012-01-03,15
2012-01-04,34
2012-01-05,20
2012-01-06,44
2012-01-07,14
2012-01-08,17
2012-01-09,30
2012-01-10,48
2012-01-11,52
2012-01-12,34
2012-01-13,31
2012-01-14,40
2012-01-15,40
2012-01-16,29
2012-01-17,22
2012-01-18,36
2012-01-19,52
2012-01-20,30
2012-01-21,31
2012-01-22,31
2012-01-23,41
2012-01-24,36
2012-01-25,44
2012-01-26,30
2012-01-27,49
2012-01-28,40
2012-01-29,52
2012-01-30,29
2012-01-31,51
2012-02-01,44
2012-02-02,66
2012-02-03,42
2012-02-04,48
2012-02-05,47
2012-02-06,94
2012-02-07,54
2012-02-08,47
2012-02-09,47
2012-02-10,53
2012-02-11,44
2012-02-12,55
2012-02-13,29
2012-02-14,36
2012-02-15,47
2012-02-16,63
2012-02-17,65
2012-02-18,44
2012-02-19,26
2012-02-20,52
2012-02-21,26
2012-02-22,32
2012-02-23,40
2012-02-24,45
2012-02-25,17
2012-02-26,55
2012-02-27,39
2012-02-28,57
2012-02-29,57
2012-03-01,60
2012-03-02,67
2012-03-03,59
2012-03-04,36
2012-03-05,48
2012-03-06,32
2012-03-07,46
2012-03-08,25
2012-03-09,34
2012-03-10,30
2012-03-11,55
2012-03-12,32
2012-03-13,47
2012-03-14,65
2012-03-15,40
2012-03-16,50
2012-03-17,57
2012-03-18,43
2012-03-19,35
2012-03-20,61
2012-03-21,57
2012-03-22,40
2012-03-23,34
2012-03-24,35
2012-03-25,35
2012-03-26,72
2012-03-27,65
2012-03-28,58
2012-03-29,58
2012-03-30,31
2012-03-31,39
2012-04-01,22
2012-04-02,87
2012-04-03,58
2012-04-04,48
2012-04-05,38
2012-04-06,46
2012-04-07,37
2012-04-08,37
2012-04-09,100
2012-04-10,52
2012-04-11,36
2012-04-12,32
2012-04-13,42
2012-04-14,43
2012-04-15,59
2012-04-16,67
2012-04-17,99
2012-04-18,43
2012-04-19,54
2012-04-20,75
2012-04-21,43
2012-04-22,33
2012-04-23,66
2012-04-24,49
2012-04-25,78
2012-04-26,76
2012-04-27,49
2012-04-28,66
2012-04-29,53
2012-04-30,52
2012-05-01,71
2012-05-02,64
2012-05-03,58
2012-05-04,41
2012-05-05,47
2012-05-06,30
2012-05-07,64
2012-05-08,52
2012-05-09,28
2012-05-10,33
2012-05-11,34
2012-05-12,31
2012-05-13,39
2012-05-14,31
2012-05-15,48
2012-05-16,53
2012-05-17,58
2012-05-18,72
2012-05-19,40
2012-05-20,39
2012-05-21,81
2012-05-22,49
2012-05-23,49
2012-05-24,36
2012-05-25,45
2012-05-26,36
2012-05-27,18
2012-05-28,41
2012-05-29,34
2012-05-30,49
2012-05-31,28
2012-06-01,59
2012-06-02,22
2012-06-03,47
2012-06-04,35
