date,HAS stock
2011-05-11,85
2011-05-12,43
2011-05-13,45
2011-05-14,61
2011-05-15,49
2011-05-16,61
2011-05-17,48
2011-05-18,51
2011-05-19,43
2011-05-20,45
2011-05-21,33
2011-05-22,46
2011-05-23,56
2011-05-24,48
2011-05-25,59
2011-05-26,34
2011-05-27,51
2011-05-28,55
2011-05-29,70
2011-05-30,63
2011-05-31,50
2011-06-01,72
2011-06-02,57
2011-06-03,42
2011-06-04,41
2011-06-05,61
2011-06-06,37
2011-06-07,53
2011-06-08,45
2011-06-09,40
2011-06-10,30
2011-06-11,40
2011-06-12,51
2011-06-13,43
2011-06-14,30
2011-06-15,48
2011-06-16,34
2011-06-17,57
2011-06-18,66
2011-06-19,36
2011-06-20,47
2011-06-21,53
2011-06-22,45
2011-06-23,56
2011-06-24,55
2011-06-25,29
2011-06-26,40
2011-06-27,31
2011-06-28,42
2011-06-29,62
2011-06-30,43
2011-07-01,43
2011-07-02,41
2011-07-03,37
2011-07-04,33
2011-07-05,23
2011-07-06,45
2011-07-07,49
2011-07-08,21
2011-07-09,30
2011-07-10,37
2011-07-11,54
2011-07-12,20
2011-07-13,43
2011-07-14,44
2011-07-15,31
2011-07-16,41
2011-07-17,37
2011-07-18,51
2011-07-19,42
2011-07-20,32
2011-07-21,35
2011-07-22,51
2011-07-23,57
2011-07-24,50
2011-07-25,64
2011-07-26,48
2011-07-27,37
2011-07-28,37
2011-07-29,33
2011-07-30,36
2011-07-31,36
2011-08-01,52
2011-08-02,43
2011-08-03,40
2011-08-04,68
2011-08-05,63
2011-08-06,50
2011-08-07,35
2011-08-08,82
2011-08-09,79
2011-08-10,59
2011-08-11,62
2011-08-12,39
2011-08-13,47
2011-08-14,29
2011-08-15,56
2011-08-16,68
2011-08-17,40
2011-08-18,25
2011-08-19,58
2011-08-20,39
2011-08-21,65
2011-08-22,55
2011-08-23,81
2011-08-24,63
2011-08-25,57
2011-08-26,63
2011-08-27,31
2011-08-28,60
2011-08-29,41
2011-08-30,38
2011-08-31,55
2011-09-01,47
2011-09-02,42
2011-09-03,33
2011-09-04,29
2011-09-05,30
2011-09-06,45
2011-09-07,43
2011-09-08,40
2011-09-09,30
2011-09-10,52
2011-09-11,45
2011-09-12,60
2011-09-13,67
2011-09-14,42
2011-09-15,40
2011-09-16,34
2011-09-17,29
2011-09-18,32
2011-09-19,28
2011-09-20,51
2011-09-21,46
2011-09-22,55
2011-09-23,49
2011-09-24,23
2011-09-25,35
2011-09-26,49
2011-09-27,92
2011-09-28,49
2011-09-29,42
2011-09-30,38
2011-10-01,26
2011-10-02,48
2011-10-03,71
2011-10-04,86
2011-10-05,61
2011-10-06,78
2011-10-07,54
2011-10-08,38
2011-10-09,68
2011-10-10,71
2011-10-11,70
2011-10-12,64
2011-10-13,51
2011-10-14,77
2011-10-15,81
2011-10-16,80
2011-10-17,100
2011-10-18,60
2011-10-19,63
2011-10-20,64
2011-10-21,62
2011-10-22,32
2011-10-23,58
2011-10-24,67
2011-10-25,67
2011-10-26,66
2011-10-27,66
2011-10-28,46
2011-10-29,31
2011-10-30,46
2011-10-31,86
2011-11-01,60
2011-11-02,58
2011-11-03,76
2011-11-04,60
2011-11-05,70
2011-11-06,33
2011-11-07,53
2011-11-08,70
2011-11-09,60
2011-11-10,65
2011-11-11,58
2011-11-12,49
2011-11-13,57
2011-11-14,71
2011-11-15,72
2011-11-16,70
2011-11-17,75
2011-11-18,58
2011-11-19,51
2011-11-20,68
2011-11-21,76
2011-11-22,47
2011-11-23,55
2011-11-24,45
2011-11-25,38
2011-11-26,46
2011-11-27,59
2011-11-28,91
2011-11-29,87
2011-11-30,90
2011-12-01,84
2011-12-02,78
2011-12-03,48
2011-12-04,85
2011-12-05,78
2011-12-06,85
2011-12-07,76
2011-12-08,87
2011-12-09,52
2011-12-10,42
2011-12-11,73
2011-12-12,65
2011-12-13,73
2011-12-14,76
2011-12-15,64
2011-12-16,60
2011-12-17,45
2011-12-18,45
2011-12-19,52
2011-12-20,60
2011-12-21,26
2011-12-22,34
2011-12-23,62
2011-12-24,41
2011-12-25,14
2011-12-26,32
2011-12-27,37
2011-12-28,39
2011-12-29,51
2011-12-30,50
2011-12-31,33
2012-01-01,24
2012-01-02,36
2012-01-03,34
2012-01-04,34
2012-01-05,24
2012-01-06,58
2012-01-07,34
2012-01-08,36
2012-01-09,52
2012-01-10,37
2012-01-11,42
2012-01-12,31
2012-01-13,56
2012-01-14,31
2012-01-15,59
2012-01-16,30
2012-01-17,37
2012-01-18,46
2012-01-19,61
2012-01-20,48
2012-01-21,42
2012-01-22,53
2012-01-23,53
2012-01-24,62
2012-01-25,51
2012-01-26,54
